,Title,Type,Country,Director,Cast,Release Year,Rating,Duration,Vote Average
575,Spider-Man: Into the Spider-Verse,Movie,United States,"Peter Ramsey, Rodney Rothman, Bob Persichetti","Shameik Moore, Jake Johnson, Hailee Steinfeld, Brian Tyree Henry, Lauren Vélez, Mahershala Ali, Lily Tomlin, Kathryn Hahn, Liev Schreiber, Kimiko Glenn, Nicolas Cage, John Mulaney",2018,PG,117 min,7.403
576,Hayat Öpücügü,Movie,Turkey,Şenol Sönmez,"Ali Sunal, Hatice Şendil, Ayda Aksel, Ahmet Saraçoğlu, Janset, Zerrin Sümer, Somer Karvan, Ali Çelik",2015,TV-14,98 min,7.401
577,Ishqedarriyaan,Movie,India,V. K. Prakash,"Suhasini Mulay, Kavin Dave, Evelyn Sharma",2015,TV-14,130 min,7.4
578,Laal Rang,Movie,India,Syed Ahmad Afzal,"Randeep Hooda, Piaa Bajpai, Jaihind Kumar, Akshay Oberoi, Rajneesh Duggal, Ashutosh Kaushik, Meenakshi Dixit, Shreya Narayan, Rajendra Sethi",2016,TV-14,143 min,7.4
579,The Witch: Part 1 - The Subversion,Movie,South Korea,Park Hoon-jung,"Kim Da-mi, Cho Min-soo, Choi Woo-shik, Park Hee-soon, Choi Jung-woo, Ko Min-si, Oh Mi-hee, Kim Byung-ok",2018,TV-MA,126 min,7.4
580,2 Alone in Paris,Movie,France,"Ramzy Bedia, Éric Judor","Ramzy Bedia, Éric Judor, Benoît Magimel, Kristin Scott Thomas, Élodie Bouchez, Édouard Baer, Fred Testot, Omar Sy",2008,TV-MA,97 min,7.4
581,We the Animals,Movie,United States,Jeremiah Zagar,"Evan Rosado, Josiah Gabriel, Isaiah Kristian, Raúl Castillo, Sheila Vand, Giovanni Pacciarelli, Terry Holland, Moe Isaac, Mickey Anthony, Tom Malley",2018,R,93 min,7.4
582,Your Excellency,Movie,nan,Funke Akindele,"Akin Lewis, Funke Akindele, Kemi Lala Akindoju, Shaffy Bello, Kunle Coker, Eku Edewor, Alexx Ekubo, Osas Ighodaro Ajibade, Seyi Law, Falz, Chigul, Deyemi Okanlawon, Beverly Osu, Toni Tones, Christian Paul, Bimbo Manuel, Helen Paul",2019,TV-G,120 min,7.4
583,From Paris with Love,Movie,France,Pierre Morel,"John Travolta, Jonathan Rhys Meyers, Kasia Smutniak, Richard Durden, Bing Yin, Amber Rose Revah, Eric Godon, François Bredon, Chems Dahmani, Sami Darr, Didier Constant",2010,R,93 min,7.4
584,From Paris with Love,Movie, United Kingdom,Pierre Morel,"John Travolta, Jonathan Rhys Meyers, Kasia Smutniak, Richard Durden, Bing Yin, Amber Rose Revah, Eric Godon, François Bredon, Chems Dahmani, Sami Darr, Didier Constant",2010,R,93 min,7.4
585,From Paris with Love,Movie, United States,Pierre Morel,"John Travolta, Jonathan Rhys Meyers, Kasia Smutniak, Richard Durden, Bing Yin, Amber Rose Revah, Eric Godon, François Bredon, Chems Dahmani, Sami Darr, Didier Constant",2010,R,93 min,7.4
586,In Paradox,Movie,Kuwait,Hamad AlSarraf,"Faisal Al Omairi, Jafra Younes, Samr Ismaiel, Ghanim Alzerlli, Jaber Jokhadar, Nawar Youssef, Jassim Al Nabhan, Fayez Kazak, Nancy Khoury, Jamal Hamdan",2019,TV-14,94 min,7.4
587,A California Christmas,Movie,United States,Shaun Paul Piccinino,"Lauren Swickard, Josh Swickard, Ali Afshar, David Del Rio, Natalia Mann, Katelyn Epperly, Gunnar Anderson, Julie Lancaster, Amanda Detmer",2020,PG-13,107 min,7.4
588,The Ivory Game,Movie,Austria,"Kief Davidson, Richard Ladkani",Unknown,2016,TV-14,112 min,7.4
589,The Twilight Saga: Breaking Dawn: Part 2,Movie,United States,Bill Condon,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli, Elizabeth Reaser, Ashley Greene, Jackson Rathbone, Kellan Lutz, Nikki Reed, Billy Burke",2012,PG-13,115 min,7.4
590,The Trap,Movie,United States,Erik White,"T.I., Mike Epps, Loretta Devine, Queen Latifah, Teyana Taylor, Meagan Tandy, Stephen Bishop, Roland Powell, Joel Rush",2017,TV-MA,91 min,7.4
591,Mascots,Movie,United States,Christopher Guest,"Carrie Aizley, Sarah Baker, Bob Balaban, Ed Begley Jr., Tom Bennett, Maria Blasucci, Jennifer Coolidge, Kerry Godliman, Matt Griesser, Christopher Guest, John Michael Higgins, Michael Hitchcock, Don Lake, Jane Lynch, Christopher Moynihan, Chris O'Dowd, Jim Piddock, Parker Posey, Harry Shearer, Fred Willard, Zach Woods, Susan Yeagley",2016,TV-MA,95 min,7.4
592,Uppity: The Willy T. Ribbs Story,Movie,United States,"Nate Adams, Adam Carolla",Willy T. Ribbs,2020,TV-MA,106 min,7.4
593,Meghnadbodh Rohoshyo,Movie,India,Anik Datta,"Barun Chanda, Sabyasachi Chakraborty",2017,TV-MA,150 min,7.4
594,Taramani,Movie,India,Ram,"Andrea Jeremiah, Anjali, Vasanth Ravi, Adrian Knight Jesly, Azhagamperumal, Lizzie Antony, Nivas Adithan, Abhishek D Shah",2017,TV-MA,148 min,7.4
595,Untamed Romania,Movie,Romania,Tom Barton-Humphreys,Unknown,2018,TV-PG,93 min,7.4
596,Untamed Romania,Movie, United Kingdom,Tom Barton-Humphreys,Unknown,2018,TV-PG,93 min,7.4
597,Sustainable,Movie,United States,Matt Wechsler,Unknown,2016,TV-G,92 min,7.4
598,Chicken Kokkachi,Movie,India,Anuranjan Premji,"Anuranjan Premji, Indrans, Dharmajan Bolgatty, Sudhi Koppa, Bijukuttan, Neha Rathanakaran, Prasanth",2017,TV-14,113 min,7.4
599,Zack and Miri Make a Porno,Movie,United States,Kevin Smith,"Seth Rogen, Elizabeth Banks, Craig Robinson, Jason Mewes, Jeff Anderson, Traci Lords, Katie Morgan, Ricky Mabe, Justin Long, Brandon Routh, Tyler Labine, Tom Savini, Tisha Campbell-Martin, Jennifer Schwalbach, Gerry Bednob",2008,R,101 min,7.4
600,Die Another Day,Movie,United Kingdom,Lee Tamahori,"Pierce Brosnan, Halle Berry, Toby Stephens, Rick Yune, Rosamund Pike, Judi Dench, John Cleese, Michael Madsen, Will Yun Lee, Kenneth Tsang, Emilio Echevarría, Mikhail Gorevoy, Lawrence Makoare, Colin Salmon, Samantha Bond",2002,PG-13,133 min,7.4
601,Die Another Day,Movie, United States,Lee Tamahori,"Pierce Brosnan, Halle Berry, Toby Stephens, Rick Yune, Rosamund Pike, Judi Dench, John Cleese, Michael Madsen, Will Yun Lee, Kenneth Tsang, Emilio Echevarría, Mikhail Gorevoy, Lawrence Makoare, Colin Salmon, Samantha Bond",2002,PG-13,133 min,7.4
602,Total Frat Movie,Movie,United States,Warren P. Sonoda,"Justin Deeley, Alex House, Steven Yaffee, Rebecca Dalton, Ann Pirvu, Nick Bateman, Tom Green, Jamie Johnston",2016,NR,94 min,7.4
603,Django Unchained,Movie,United States,Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson, Walton Goggins, Dennis Christopher, James Remar, David Steen, Dana Gourrier, Nichole Galicia, Laura Cayouette, Ato Essandoh, Sammi Rotibi, Escalante Lundy, Don Johnson",2012,R,165 min,7.4
604,The 3rd Eye 2,Movie,Indonesia,Rocky Soraya,"Jessica Mila, Bianca Hello, Nabilah Ayu, Sophia Latjuba, Jeremy Thomas",2019,TV-MA,117 min,7.4
605,Uncle Naji in UAE,Movie,United Arab Emirates,Ahmed Zain,"Ibrahim Almeirasi, Ahmed Saif, Alia Almannai, Mohamed Morshed, Mohamed Alkendi, Tariq Almuhairi",2019,TV-14,95 min,7.4
606,Rats,Movie,United States,Morgan Spurlock,Unknown,2016,NR,88 min,7.4
607,Kingdom: Ashin of the North,Movie,nan,Kim Seong-hun,"Gianna Jun, Park Byung-eun, Kim Si-a, Kim Roi-ha, Koo Kyo-hwan",2021,TV-MA,94 min,7.4
608,Hank: Five Years from the Brink,Movie,United States,Joe Berlinger,"Henry Paulson, Wendy Paulson",2013,TV-14,86 min,7.4
609,Down The Fence,Movie,United States,M.J. Isakson,Unknown,2017,TV-PG,94 min,7.4
610,Dance Academy: The Comeback,Movie,Germany,Jeffrey Walker,"Xenia Goodwin, Alicia Banit, Dena Kaplan, Jordan Rodrigues, Keiynan Lonsdale, Thomas Lacey, Tara Morice, Miranda Otto",2017,TV-PG,100 min,7.4
611,Dance Academy: The Comeback,Movie, Australia,Jeffrey Walker,"Xenia Goodwin, Alicia Banit, Dena Kaplan, Jordan Rodrigues, Keiynan Lonsdale, Thomas Lacey, Tara Morice, Miranda Otto",2017,TV-PG,100 min,7.4
612,Sardaarji 2,Movie,Australia,Rohit Jugraj,"Jaswinder Bhalla, Sonam Bajwa, Diljit Dosanjh, Monica Gill",2016,TV-PG,145 min,7.395
613,Sardaarji 2,Movie, India,Rohit Jugraj,"Jaswinder Bhalla, Sonam Bajwa, Diljit Dosanjh, Monica Gill",2016,TV-PG,145 min,7.395
614,Lola Igna,Movie,Philippines,Eduardo Roy Jr.,"Angie Ferro, Yves Flores, Meryll Soriano, Maria Isabel Lopez, Royce Cabrera, Jojo Riguerra, Soliman Cruz, Armand Reyes",2019,TV-14,114 min,7.394
615,Ghost Pain,Movie,Japan,"Kazuchika Kise, Masahiko Murata","Maaya Sakamoto, Ikkyu Juku, Kenichirou Matsuda, Tarusuke Shingaki, Yoji Ueda, Miyuki Sawashiro, Mayumi Asano, Takanori Hoshino, Yasuhiro Mamiya, Kenji Nojima",2013,TV-MA,58 min,7.391
616,Offering to the Storm,Movie,Spain,Fernando González Molina,"Marta Etura, Leonardo Sbaraglia, Carlos Librado ""Nene"", Francesc Orella, Imanol Arias, Álvaro Cervantes, Itziar Aizpuru, Benn Northover, Marta Larralde, Alicia Sánchez, Eduardo Rosa, Angel Alkain, Ana Wagener, Paco Tous, Patricia López Arnaiz, Pedro Casablanc",2020,TV-MA,140 min,7.391
617,Offering to the Storm,Movie, Germany,Fernando González Molina,"Marta Etura, Leonardo Sbaraglia, Carlos Librado ""Nene"", Francesc Orella, Imanol Arias, Álvaro Cervantes, Itziar Aizpuru, Benn Northover, Marta Larralde, Alicia Sánchez, Eduardo Rosa, Angel Alkain, Ana Wagener, Paco Tous, Patricia López Arnaiz, Pedro Casablanc",2020,TV-MA,140 min,7.391
618,Afterlife of the Party,Movie,nan,Stephen Herek,"Victoria Justice, Midori Francis, Robyn Scott, Adam Garcia, Timothy Renouf, Gloria Garcia, Myfanwy Waring, Spencer Sutherland",2021,TV-PG,110 min,7.391
619,The Young Messiah,Movie,United States,Cyrus Nowrasteh,"Adam Greaves-Neal, Sara Lazzaro, Vincent Walsh, Sean Bean, Jonathan Bailey, Agni Scott",2016,PG-13,111 min,7.39
620,The Consul's Son,Movie,Egypt,Amr Arafa,"Khaled Saleh, Ghada Adel, Ahmed el-Sakka, Khaled Sarhan, Sawsan Badr, Mustafa Haridi",2011,TV-14,114 min,7.386
621,A Fortunate Man,Movie,Denmark,Bille August,"Esben Smed, Katrine Rosenthal, Benjamin Kitter, Julie Christiansen, Tommy Kenter, Tammi Øst, Rasmus Bjerg, Ole Lemmeke, Sarah Viktoria Bjerregaard, Anders Hove, Jens Albinus",2018,TV-MA,168 min,7.381
622,If Anything Happens I Love You,Movie,United States,"Will McCormack, Michael Govier",Unknown,2020,PG,13 min,7.378
623,7 años,Movie,Spain,Roger Gual,"Paco León, Juana Acosta, Juan Pablo Raba, Alex Brendemühl, Manuel Morón",2016,TV-MA,77 min,7.377
624,Trollhunters: Rise of the Titans,Movie,nan,"Johane Matte, Andrew L. Schmidt, Francisco Ruiz Velasco","Emile Hirsch, Lexi Medrano, Charlie Saxton, Kelsey Grammer, Fred Tatasciore, Steven Yeun, Cole Sand, Amy Landecker, Jonathan Hyde, Thomas F. Wilson, Lauren Tom, Diego Luna, Tatiana Maslany, Nick Offerman, Nick Frost, Colin O'Donoghue, Alfred Molina, Piotr Michael, Kay Bess, Angel Lin, James Hong",2021,TV-Y7,106 min,7.373
625,Shanghai Fortress,Movie,China,Teng Huatao,"Lu Han, Shu Qi, Shi Liang, Godfrey Gao, Wang Gongliang, Wang Sen, Sun Jialing, Vincent Matile",2019,TV-14,107 min,7.37
626,Life as We Know It,Movie,United States,Greg Berlanti,"Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett, Brynn Clagett, Brooke Clagett, Hayes MacArthur, Christina Hendricks, Sarah Burns, Jessica St. Clair",2010,PG-13,115 min,7.37
627,Cargo,Movie,India,Arati Kadav,"Vikrant Massey, Shweta Tripathi, Nandu Madhav, Konkona Sen Sharma, Biswapati Sarkar, Ritwik Bhaumik, Prabal Panjabi, Hansal Mehta",2020,TV-14,113 min,7.369
628,Fear Street Part 2: 1978,Movie,nan,Leigh Janiak,"Sadie Sink, Emily Rudd, Ryan Simpkins, McCabe Slye, Ted Sutherland, Jordana Spiro, Gillian Jacobs, Kiana Madeira, Benjamin Flores Jr., Ashley Zukerman, Olivia Scott Welch, Chiara Aurelia, Jordyn DiNatale",2021,R,111 min,7.368
629,Iron Man & Captain America: Heroes United,Movie,United States,Leo Riley,"Adrian Pasdar, Roger Craig Smith, Fred Tatasciore, David Kaye, Clancy Brown, Liam O'Brien, Robin Atkin Downes, Dee Bradley Baker",2014,PG,71 min,7.368
630,Katt Williams: Great America,Movie,United States,Unknown,Katt Williams,2018,TV-MA,60 min,7.367
631,Beasts of No Nation,Movie,United States,Cary Joji Fukunaga,"Idris Elba, Abraham Attah, Kurt Egyiawan, Jude Akuwudike, Emmanuel ""King Kong"" Nii Adom Quaye, Ama K. Abebrese, Kobina Amissah Sam, Francis Weddey, Richard Pepple",2015,TV-MA,137 min,7.367
632,The Decline,Movie,Canada,Patrice Laliberté,"Guillaume Laurin, Marie-Evelyne Lessard, Réal Bossé, Marc-André Grondin, Marc Beaupré, Marilyn Castonguay, Guillaume Cyr, Isabelle Giroux, Juliette Maxyme Proulx",2020,TV-MA,83 min,7.367
633,White Chamber,Movie,United Kingdom,Paul Raschid,"Shauna MacDonald, Oded Fehr, Amrita Acharia, Sharon Maughan, Nicholas Farrell, Candis Nergaard, Marcus Griffiths, Adrianna Edwards, Sumit Chakravarti, Lisa Reynolds",2018,TV-MA,89 min,7.366
634,Hugo,Movie,United Kingdom,Martin Scorsese,"Ben Kingsley, Sacha Baron Cohen, Asa Butterfield, Chloë Grace Moretz, Ray Winstone, Emily Mortimer, Christopher Lee, Helen McCrory, Michael Stuhlbarg, Frances de la Tour, Jude Law, Johnny Depp, Edmund Kingsley, Richard Griffiths, Angus Barnett, Michael Pitt, Gulliver McGrath, Eric Moreau, Chloe Grace Moretz",2011,PG,127 min,7.363
635,Hugo,Movie, United States,Martin Scorsese,"Ben Kingsley, Sacha Baron Cohen, Asa Butterfield, Chloë Grace Moretz, Ray Winstone, Emily Mortimer, Christopher Lee, Helen McCrory, Michael Stuhlbarg, Frances de la Tour, Jude Law, Johnny Depp, Edmund Kingsley, Richard Griffiths, Angus Barnett, Michael Pitt, Gulliver McGrath, Eric Moreau, Chloe Grace Moretz",2011,PG,127 min,7.363
636,Hugo,Movie, France,Martin Scorsese,"Ben Kingsley, Sacha Baron Cohen, Asa Butterfield, Chloë Grace Moretz, Ray Winstone, Emily Mortimer, Christopher Lee, Helen McCrory, Michael Stuhlbarg, Frances de la Tour, Jude Law, Johnny Depp, Edmund Kingsley, Richard Griffiths, Angus Barnett, Michael Pitt, Gulliver McGrath, Eric Moreau, Chloe Grace Moretz",2011,PG,127 min,7.363
637,White Christmas,Movie,United States,Michael Curtiz,"Bing Crosby, Danny Kaye, Rosemary Clooney, Vera-Ellen, Dean Jagger, Mary Wickes, John Brascia, Anne Whitfield, George Chakiris",1954,TV-G,120 min,7.363
638,Deidra & Laney Rob a Train,Movie,United States,Sydney Freeland,"Rachel Crow, Ashleigh Murray, Sasheer Zamata, Danielle Nicolet, David Sullivan, Tim Blake Nelson, Missi Pyle, Arturo Castro, Sharon Lawrence, Brooke Markham, Kinna McInroe, Myko Olivier, Lance Gray",2017,TV-14,92 min,7.361
639,Ethirmarai,Movie,India,Unknown,"Ramanathan, Rakesh",2018,TV-14,91 min,7.361
640,The Outpost,Movie,United States,Rod Lurie,"Scott Eastwood, Caleb Landry Jones, Orlando Bloom, Jack Kesy, Cory Hardrict, Milo Gibson, Jacob Scipio, Taylor John Smith, Jonathan Yunger, Alexander Arnold",2020,R,123 min,7.36
641,The Outpost,Movie, Bulgaria,Rod Lurie,"Scott Eastwood, Caleb Landry Jones, Orlando Bloom, Jack Kesy, Cory Hardrict, Milo Gibson, Jacob Scipio, Taylor John Smith, Jonathan Yunger, Alexander Arnold",2020,R,123 min,7.36
642,Born in Gaza,Movie,Spain,Hernán Zin,Unknown,2014,TV-14,70 min,7.36
643,We Belong Together,Movie,United States,Chris Stokes,"Charles Malik Whitfield, Draya Michele, Elise Neal, Cassidey Fralin, Brian White, Valarie Pettiford, Gary Anthony Sturgis, Jessica Vanessa DeLeon",2018,TV-14,83 min,7.358
644,Dany Boon: Des Hauts De France,Movie,France,Isabelle Nanty,Dany Boon,2018,TV-MA,113 min,7.358
645,Effie Gray,Movie,United Kingdom,Richard Laxton,"Dakota Fanning, Emma Thompson, Julie Walters, David Suchet, Derek Jacobi, James Fox, Robbie Coltrane, Claudia Cardinale, Greg Wise, Tom Sturridge",2014,PG-13,109 min,7.356
646,World's Weirdest Homes,Movie,nan,Storm Theunissen,Charlie Luxton,2015,TV-PG,49 min,7.355
647,World Trade Center,Movie,United States,Oliver Stone,"Nicolas Cage, Michael Peña, Maggie Gyllenhaal, Maria Bello, Stephen Dorff, Jay Hernandez, Michael Shannon, Frank Whaley, Jon Bernthal, Morgan Flynn, Nick Damici, Viola Davis, William Mapother",2006,PG-13,129 min,7.355
648,Really Love,Movie,United States,Angel Kristi Williams,"Kofi Siriboe, Yootha Wong-Loi-Sing, Michael Ealy, Uzo Aduba",2020,TV-MA,95 min,7.35
649,Beynelmilel,Movie,Turkey,"Muharrem Gülmez, Sırrı Süreyya Önder","Cezmi Baskın, Özgü Namal, Umut Kurt, Nazmi Kırık, Bahri Beyat, Meral Okay, Dilber Ay, Şahin Irmak, Oktay Kaynarca, Burak Tamdoğan",2006,TV-MA,102 min,7.348
650,White Girl,Movie,United States,Elizabeth Wood,"Morgan Saylor, Brian 'Sene' Marc, Justin Bartha, Chris Noth, Adrian Martinez, India Menuez, Anthony Ramos, Ralph Rodriguez, Annabelle Dexter-Jones",2016,TV-MA,90 min,7.347
651,Game Over,Movie,Egypt,Ahmed Al-Badry,"Yousra, Mai Ezz El-Din, Ezzat Abou Aouf, Mohamed Nour",2012,TV-14,96 min,7.345
652,In Too Deep,Movie,United States,Michael Rymer,"Omar Epps, LL Cool J, Nia Long, Stanley Tucci, Pam Grier, Hill Harper, Jake Weber, David Patrick Kelly, Veronica Webb, Ron Canada, Robert LaSardo, Gano Grills, Ivonne Coll, Don Harvey, Mya, Nasir 'Nas' Jones, Jermaine Dupri",1999,R,97 min,7.339
653,Elizabeth Harvest,Movie,United States,Sebastian Gutierrez,"Abbey Lee, Ciarán Hinds, Carla Gugino, Matthew Beard, Dylan Baker",2019,R,109 min,7.336
654,Like Water for Chocolate,Movie,Mexico,Alfonso Arau,"Marco Leonardi, Lumi Cavazos, Regina Torné, Mario Iván Martínez, Ada Carrasco, Yareli Arizmendi, Claudette Maillé, Pilar Aranda",1992,R,105 min,7.333
655,The Legend of Cocaine Island,Movie,United States,Theo Love,Unknown,2019,TV-MA,87 min,7.333
656,A Cinderella Story,Movie,United States,Mark Rosman,"Hilary Duff, Chad Michael Murray, Jennifer Coolidge, Dan Byrd, Regina King, Julie Gonzalo, Lin Shaye, Madeline Zima, Andrea Avery, Mary Pat Gleason, Paul Rodriguez, Whip Hubley, Kevin Kilner, Erica Hubbard, Simon Helberg",2004,PG,95 min,7.33
657,A Cinderella Story,Movie, Canada,Mark Rosman,"Hilary Duff, Chad Michael Murray, Jennifer Coolidge, Dan Byrd, Regina King, Julie Gonzalo, Lin Shaye, Madeline Zima, Andrea Avery, Mary Pat Gleason, Paul Rodriguez, Whip Hubley, Kevin Kilner, Erica Hubbard, Simon Helberg",2004,PG,95 min,7.33
658,The Rope Curse 2,Movie,Taiwan,Liao Shih-han,"Lee Kang-sheng, Wilson Hsu, Vera Chen, Yen Cheng-kuo, Chen Bor-jeng, Liu Kuo-shao",2020,TV-MA,105 min,7.328
659,The Last Thing He Wanted,Movie,United States,Dee Rees,"Anne Hathaway, Ben Affleck, Willem Dafoe, Toby Jones, Rosie Perez, Edi Gathegi, Mel Rodriguez, Onata Aprile",2020,R,116 min,7.327
660,Painted Faces,Movie,Hong Kong,Alex Law,"Sammo Kam-Bo Hung, Ching-Ying Lam, Cheng Pei-pei",1988,TV-PG,108 min,7.325
661,Kingpin,Movie,United States,"Peter Farrelly, Bobby Farrelly","Woody Harrelson, Randy Quaid, Vanessa Angel, Bill Murray, Chris Elliott, William Jordan, Richard Tyson, Lin Shaye",1996,PG-13,114 min,7.324
662,A Thousand Words,Movie,United States,Brian Robbins,"Eddie Murphy, Kerry Washington, Cliff Curtis, Clark Duke, Allison Janney, Ruby Dee, John Witherspoon, Jack McBrayer",2012,PG-13,92 min,7.323
663,Jaan-E-Mann: Let's Fall in Love... Again,Movie,India,Shirish Kunder,"Salman Khan, Akshay Kumar, Preity Zinta, Anupam Kher, Aman Verma, Javed Sheikh, Soni Razdan, Nawab Shah",2006,TV-14,163 min,7.322
664,Jis Desh Men Ganga Behti Hai,Movie,nan,Radhu Karmakar,"Raj Kapoor, Padmini, Pran, Chanchal, Lalita Pawar, Raj Mehra, Tiwari, Nana Palsikar, Nayampally, Sulochana Chatterjee",1960,TV-14,181 min,7.321
665,Operation Mekong,Movie,China,Dante Lam,"Eddie Peng, Zhang Hanyu, Carl Ng, Ken Lo, Pawarith Monkolpisit, Jonathan Wu",2016,TV-MA,124 min,7.32
666,Operation Mekong,Movie, Hong Kong,Dante Lam,"Eddie Peng, Zhang Hanyu, Carl Ng, Ken Lo, Pawarith Monkolpisit, Jonathan Wu",2016,TV-MA,124 min,7.32
667,The Player,Movie,Egypt,Ahmad El-Badri,"Ramez Galal, Emy Samir Ghanim, Edward Fouad, Hassan Hosny, Yousef Fawzy, Samar Gaber, Ragaa Al-Geddawy, Maha Abou Ouf, Mai El-Kady",2012,TV-MA,110 min,7.316
668,Angamaly Diaries,Movie,India,Lijo Jose Pellissery,"Antony Varghese, Reshma Rajan, Binny Rinky Benjamin, Vineeth Vishwam, Kichu Tellus, Sreekanth Dasan, Sarath Kumar, Tito Wilson, Anandhu, Bitto Davis, Sinoj Varghese",2017,TV-14,128 min,7.316
669,First Love,Movie,Philippines,Paul Soriano,"Aga Muhlach, Bea Alonzo, Sandy Andolong, Albie Casiño, Edward Barber, Maureen Mann, Tim Donadt, Giselle Toengi, Raymond Lauchengco, Beverly Salviejo",2018,TV-MA,123 min,7.314
670,Dying to Tell,Movie,Spain,Hernán Zin,Unknown,2018,TV-MA,88 min,7.313
671,School of Rock,Movie,United States,Richard Linklater,"Jack Black, Joan Cusack, Mike White, Sarah Silverman, Lee Wilkof, Kate McGregor-Stewart, Adam Pascal, Suzzanne Douglas, Miranda Cosgrove, Kevin Alexander Clark, Joey Gaydos Jr., Robert Tsai, Veronica Afflerbach, Jordan-Claire Green",2003,PG-13,110 min,7.313
672,School of Rock,Movie, Germany,Richard Linklater,"Jack Black, Joan Cusack, Mike White, Sarah Silverman, Lee Wilkof, Kate McGregor-Stewart, Adam Pascal, Suzzanne Douglas, Miranda Cosgrove, Kevin Alexander Clark, Joey Gaydos Jr., Robert Tsai, Veronica Afflerbach, Jordan-Claire Green",2003,PG-13,110 min,7.313
673,The Black Room,Movie,United States,Rolfe Kanefsky,"Natasha Henstridge, Lukas Hassel, Lin Shaye, Dominique Swain, Augie Duke, Caleb Scott, James Duval, Tiffany Shepis",2016,TV-MA,95 min,7.313
674,Untold: Malice at the Palace,Movie,United States,Floyd Russ,Unknown,2021,TV-MA,70 min,7.311
675,You Don't Mess with the Zohan,Movie,United States,Dennis Dugan,"Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson, Lainie Kazan, Ido Mosseri, Rob Schneider, Dave Matthews, Michael Buffer, Charlotte Rae",2008,UR,113 min,7.31
676,Operações Especiais,Movie,Brazil,Tomas Portella,"Cleo Pires, Marcos Caruso, Thiago Martins, Fabrício Boliveira, Fabiula Nascimento, Antonio Pedro Tabet, Fábio Lago, Analú Prestes, Gillray Coutinho, Augusto Madeira",2015,TV-MA,99 min,7.305
677,13TH,Movie,United States,Ava DuVernay,Unknown,2016,TV-MA,101 min,7.304
678,Rock On!!,Movie,India,Abhishek Kapoor,"Farhan Akhtar, Arjun Rampal, Purab Kohli, Luke Kenny, Prachi Desai, Shahana Goswami, Koel Purie",2008,TV-14,139 min,7.302
679,Transformer,Movie,Canada,Michael Del Monte,Janae Marie Kroczaleski,2017,TV-MA,79 min,7.301
680,Amy Schumer: The Leather Special,Movie,United States,Amy Schumer,Amy Schumer,2017,TV-MA,57 min,7.3
681,Love Jacked,Movie,Canada,Alfons Adetuyi,"Amber Stevens West, Shamier Anderson, Keith David, Mike Epps, Lyriq Bent, Marla Gibbs, Angela Gibbs, Demetrius Grosse, Nicole Lyn",2018,PG-13,94 min,7.3
682,Love Jacked,Movie, South Africa,Alfons Adetuyi,"Amber Stevens West, Shamier Anderson, Keith David, Mike Epps, Lyriq Bent, Marla Gibbs, Angela Gibbs, Demetrius Grosse, Nicole Lyn",2018,PG-13,94 min,7.3
