,Title,Type,Country,Release Year,Rating,Duration,Vote Average
2346,The Prince of Magicians,MOVIE,['FR'],1901,Unknown,2,6.0
2347,Hot Tub Time Machine,MOVIE,['US'],2010,R,101,6.0
2348,Shot Heard 'Round the World,MOVIE,['US'],2001,Unknown,60,6.0
2349,Don't Play Us Cheap,MOVIE,['US'],1972,Unknown,95,6.0
2350,Without Warning: The James Brady Story,MOVIE,['US'],1991,R,90,6.0
2351,Swimsuit,MOVIE,[],2021,Unknown,10,6.0
2352,Silencing the Song: An Afghan Fallen Star,MOVIE,[],2011,Unknown,35,6.0
2353,The Sentence,MOVIE,['US'],2018,Unknown,87,6.0
2354,Love and Baseball,MOVIE,['US'],2021,Unknown,88,6.0
2355,Mr. Conservative: Goldwater on Goldwater,MOVIE,['US'],2006,Unknown,82,6.0
2356,The Urban Crisis and the New Militants: Module 5 - Police Power and Freedom of Assembly: The Gregory March,MOVIE,[],1968,Unknown,8,6.0
2357,Seoul 1988,MOVIE,['KR'],1989,Unknown,139,6.0
2358,A Star Is Born,MOVIE,['US'],2018,R,135,7.505
2359,A Star Is Born,MOVIE,['US'],1954,PG,176,7.12
2360,A Star Is Born,MOVIE,['US'],1973,R,139,6.0
2361,DC Super Hero Girls: Hero of the Year,MOVIE,['US'],2016,Unknown,85,6.0
2362,Cry Macho,MOVIE,['US'],2021,PG-13,104,6.0
2363,Reefa,MOVIE,['US'],2021,Unknown,96,6.0
2364,Camilo: El Primer Tour de Mi Vida,MOVIE,['US'],2022,Unknown,79,6.0
2365,Dreamland: The Burning of Black Wall Street,MOVIE,['US'],2021,Unknown,98,6.0
2366,The Urban Crisis and the New Militants: Module 4 - The People’s Right to Know: Police vs. Reporters,MOVIE,[],1968,Unknown,15,6.0
2367,Heidi Fleiss: The Would-be Madam of Crystal,MOVIE,['US'],2008,Unknown,70,6.0
2368,Morris from America,MOVIE,['US',2016,R,89,6.0
2369,Morris from America,MOVIE, 'DE'],2016,R,89,6.0
2370,Cobra,MOVIE,['US'],1986,R,87,6.0
2371,Icahn: The Restless Billionaire,MOVIE,['US'],2022,PG-13,102,6.0
2372,The Apollo,MOVIE,['US'],2020,PG,98,6.0
2373,The Urban Crisis and the New Militants: Module 2 - Social Confrontation: The Battle of Michigan Ave.,MOVIE,[],1968,Unknown,12,6.0
2374,City Hall,MOVIE,['US'],1996,R,111,6.0
2375,Coffee Shop Names,MOVIE,['US'],2020,Unknown,8,6.0
2376,Before Mickey Mouse: A History of American Animation,MOVIE,['US'],1982,G,58,6.0
2377,Jumping the Broom,MOVIE,['US'],2011,PG-13,112,6.0
2378,The Spirit of Salsa,MOVIE,['US'],2010,Unknown,47,6.0
2379,The Name of the Son,MOVIE,['AR'],2019,Unknown,14,6.0
2380,Aida Rodriguez: Fighting Words,MOVIE,['US'],2021,R,63,6.0
2381,Grand Piano,MOVIE,['ES',2013,R,90,6.0
2382,Grand Piano,MOVIE, 'US'],2013,R,90,6.0
2383,Bud Greenspan’s Athens 2004: Stories of Olympic Glory,MOVIE,['US'],2005,Unknown,96,6.0
2384,Lions for Lambs,MOVIE,['US'],2007,R,92,6.0
2385,Nice Dreams,MOVIE,['US'],1981,R,87,6.0
2386,50 Children: The Rescue Mission of Mr. and Mrs. Kraus,MOVIE,['US'],2014,Unknown,62,6.0
2387,Dangerous Play,MOVIE,[],2022,R,79,6.0
2388,Catwoman: Hunted,MOVIE,['US'],2022,PG-13,78,6.0
2389,Into the Storm,MOVIE,['US'],2009,PG,100,6.464
2390,Into the Storm,MOVIE,['US'],2014,PG-13,89,6.0
2391,Mississippi Grind,MOVIE,['US'],2015,R,108,6.0
2392,When I Knew,MOVIE,['US'],2008,Unknown,36,6.0
2393,Tom Jones,MOVIE,['GB'],1963,Unknown,128,6.0
2394,Beach Rats,MOVIE,['US'],2017,R,99,6.0
2395,Skin Can Breathe,MOVIE,['US'],2022,PG-13,11,6.0
2396,The Words That Built America,MOVIE,['US'],2017,G,49,6.0
2397,Whoopi Goldberg's Fontaine... Why Am I Straight?,MOVIE,['US'],1988,Unknown,54,6.0
2398,Joe's Palace,MOVIE,['GB'],2007,Unknown,108,6.0
2399,A Million Ways to Die in the West,MOVIE,['US'],2014,R,116,5.998
2400,Scary Movie 3,MOVIE,['US'],2003,R,84,5.986
2401,O,MOVIE,['US'],2001,R,95,5.981
2402,The Sentinel,MOVIE,['US'],2006,PG-13,108,5.979
2403,Killers,MOVIE,['US'],2010,PG-13,100,5.975
2404,Miami Vice,MOVIE,['DE',2006,R,132,5.974
2405,Miami Vice,MOVIE, 'PY',2006,R,132,5.974
2406,Miami Vice,MOVIE, 'UY',2006,R,132,5.974
2407,Miami Vice,MOVIE, 'US'],2006,R,132,5.974
2408,The Men Who Stare at Goats,MOVIE,['US',2009,R,93,5.972
2409,The Men Who Stare at Goats,MOVIE, 'GB'],2009,R,93,5.972
2410,The Emperor Jones,MOVIE,['US'],1933,Unknown,73,5.967
2411,Prancer,MOVIE,['US',1989,G,99,5.961
2412,Prancer,MOVIE, 'CA'],1989,G,99,5.961
2413,Line of Duty,MOVIE,['US',2019,R,98,5.961
2414,Line of Duty,MOVIE, 'GB'],2019,R,98,5.961
2415,Godzilla Raids Again,MOVIE,['JP'],1955,Unknown,82,5.959
2416,Wild Hogs,MOVIE,['US'],2007,PG-13,100,5.947
2417,Tea for Two,MOVIE,['US'],1950,Unknown,98,5.944
2418,"I Love You, Beth Cooper",MOVIE,['US',2009,PG-13,102,5.94
2419,"I Love You, Beth Cooper",MOVIE, 'CA'],2009,PG-13,102,5.94
2420,Free Willy 2: The Adventure Home,MOVIE,['FR',1995,PG,94,5.934
2421,Free Willy 2: The Adventure Home,MOVIE, 'US'],1995,PG,94,5.934
2422,A Guy Thing,MOVIE,['US'],2003,PG-13,101,5.933
2423,Thinner,MOVIE,['US'],1996,R,92,5.927
2424,Ghost Ship,MOVIE,['AU',2002,R,91,5.921
2425,Ghost Ship,MOVIE, 'US'],2002,R,91,5.921
2426,Jimmy Neutron: Boy Genius,MOVIE,['US'],2001,G,82,5.914
2427,Cooties,MOVIE,['US'],2015,R,88,5.912
2428,The New Guy,MOVIE,['US'],2002,PG-13,88,5.912
2429,USS Indianapolis: Men of Courage,MOVIE,['US'],2016,R,128,5.911
2430,Vice Versa,MOVIE,['US'],1988,PG,94,5.911
2431,Suicide Squad,MOVIE,['US'],2016,PG-13,123,5.91
2432,xXx,MOVIE,['US'],2002,PG-13,124,5.91
2433,Hollow Man,MOVIE,['DE',2000,R,112,5.908
2434,Hollow Man,MOVIE, 'US'],2000,R,112,5.908
2435,The Bad News Bears in Breaking Training,MOVIE,['US'],1977,PG,100,5.906
2436,Wartorn: 1861-2010,MOVIE,['US'],2010,Unknown,90,5.9
2437,Beerfest,MOVIE,['US'],2006,Unknown,110,5.9
2438,Mannequin Two: On the Move,MOVIE,['US'],1991,PG,95,5.9
2439,The Haunting in Connecticut 2: Ghosts of Georgia,MOVIE,['US'],2013,R,100,5.9
2440,Tyson,MOVIE,['US'],1995,Unknown,110,5.9
2441,The Big Hit,MOVIE,['US'],1998,R,91,5.9
2442,Covid Diaries NYC,MOVIE,['US'],2021,Unknown,40,5.9
2443,Salt Lake 2002: Stories of Olympic Glory,MOVIE,['US'],2003,Unknown,120,5.9
2444,Anacronte,MOVIE,['MX',2019,Unknown,15,5.9
2445,Anacronte,MOVIE, 'AR'],2019,Unknown,15,5.9
2446,In Pursuit of Honor,MOVIE,['US'],1995,PG-13,111,5.9
2447,Robin Hood,MOVIE,['US'],2018,PG-13,116,5.9
2448,Robin Hood,MOVIE,['US'],1991,PG-13,104,5.771
2449,Fighting,MOVIE,['US'],2009,PG-13,105,5.9
2450,While We're Young,MOVIE,['US'],2015,R,97,5.9
2451,Jennifer's Body,MOVIE,['US'],2009,R,107,5.9
2452,Things Are Tough All Over,MOVIE,['US'],1982,R,90,5.9
2453,Larry Crowne,MOVIE,['FR',2011,PG-13,98,5.9
2454,Larry Crowne,MOVIE, 'US'],2011,PG-13,98,5.9
2455,Make Your Move,MOVIE,['KR',2013,PG-13,105,5.9
2456,Make Your Move,MOVIE, 'US'],2013,PG-13,105,5.9
2457,Downhill,MOVIE,['GB'],1927,Unknown,110,5.9
2458,Acts of Vengeance,MOVIE,['US',2017,R,87,5.9
2459,Acts of Vengeance,MOVIE, 'BG'],2017,R,87,5.9
2460,Dark Places,MOVIE,['GB',2015,R,113,5.9
2461,Dark Places,MOVIE, 'US',2015,R,113,5.9
2462,Dark Places,MOVIE, 'FR'],2015,R,113,5.9
2463,Man of the Year,MOVIE,['US'],2006,PG-13,115,5.9
2464,Batman v Superman: Dawn of Justice,MOVIE,['US'],2016,R,153,5.9
2465,My Big Fat Greek Wedding 2,MOVIE,['US',2016,PG-13,94,5.9
2466,My Big Fat Greek Wedding 2,MOVIE, 'CA'],2016,PG-13,94,5.9
2467,The Toy,MOVIE,['US'],1982,PG,102,5.9
2468,The Mexican,MOVIE,['MX',2001,R,123,5.888
2469,The Mexican,MOVIE, 'US'],2001,R,123,5.888
2470,Bad News Bears,MOVIE,['US'],2005,PG-13,113,5.884
2471,She's Having a Baby,MOVIE,['US'],1988,PG-13,106,5.882
2472,"Late August, Early September",MOVIE,['FR'],1999,Unknown,112,5.871
2473,Lara Croft: Tomb Raider,MOVIE,['GB',2001,PG-13,100,5.868
2474,Lara Croft: Tomb Raider,MOVIE, 'US',2001,PG-13,100,5.868
2475,Lara Croft: Tomb Raider,MOVIE, 'DE',2001,PG-13,100,5.868
2476,Lara Croft: Tomb Raider,MOVIE, 'JP'],2001,PG-13,100,5.868
2477,Wide Awake,MOVIE,['US'],2006,R,79,5.864
2478,Cleopatra Jones and the Casino of Gold,MOVIE,['HK',1975,R,94,5.842
2479,Cleopatra Jones and the Casino of Gold,MOVIE, 'US'],1975,R,94,5.842
2480,Planet 51,MOVIE,['US',2009,PG,91,5.838
2481,Planet 51,MOVIE, 'ES',2009,PG,91,5.838
2482,Planet 51,MOVIE, 'GB'],2009,PG,91,5.838
2483,Into the Forest,MOVIE,['CA'],2016,R,101,5.836
2484,The Break-Up,MOVIE,['US'],2006,PG-13,106,5.834
2485,The Marathon,MOVIE,['US'],1919,Unknown,14,5.833
2486,Crocodile Dundee II,MOVIE,['US',1988,PG,110,5.822
2487,Crocodile Dundee II,MOVIE, 'AU'],1988,PG,110,5.822
2488,The Campaign,MOVIE,['US'],2012,R,85,5.816
2489,Legion,MOVIE,['US'],2010,R,100,5.813
2490,Alvin and the Chipmunks,MOVIE,['US'],2007,PG,87,5.806
2491,Big Momma's House,MOVIE,['US',2000,PG-13,98,5.805
2492,Big Momma's House,MOVIE, 'DE'],2000,PG-13,98,5.805
2493,Batman Ninja,MOVIE,['JP',2018,PG-13,85,5.803
2494,Batman Ninja,MOVIE, 'US'],2018,PG-13,85,5.803
2495,The Perfect Score,MOVIE,['US',2004,PG-13,93,5.8
2496,The Perfect Score,MOVIE, 'DE'],2004,PG-13,93,5.8
2497,Phil Spector,MOVIE,['US'],2013,Unknown,92,5.8
2498,The Weeknd: Live at SoFi Stadium,MOVIE,['US'],2023,R,98,5.8
2499,Princess Cut,MOVIE,['US'],2015,PG,97,5.8
2500,Sherlock Holmes and the Great Escape,MOVIE,['HK'],2019,Unknown,84,5.8
2501,Dom Hemingway,MOVIE,['GB'],2013,R,93,5.8
2502,Golden Arm,MOVIE,['US'],2021,Unknown,90,5.8
2503,The Captive,MOVIE,['CA'],2014,R,112,5.8
2504,Dave Attell: Captain Miserable,MOVIE,['US'],2007,Unknown,58,5.8
2505,The Nun,MOVIE,['US'],2018,R,97,5.8
2506,Liberty Kid,MOVIE,['US'],2008,Unknown,92,5.8
2507,The Two Faces of January,MOVIE,['GB',2014,Unknown,96,5.8
2508,The Two Faces of January,MOVIE, 'US',2014,Unknown,96,5.8
2509,The Two Faces of January,MOVIE, 'FR'],2014,Unknown,96,5.8
2510,Baby God,MOVIE,['US'],2020,Unknown,78,5.8
2511,Breathless,MOVIE,['DO'],1960,Unknown,90,7.6
2512,Breathless,MOVIE,['DO'],2021,Unknown,106,5.8
2513,A Hollywood Christmas,MOVIE,['US'],2022,PG,91,5.8
2514,Carol for Another Christmas,MOVIE,['US'],1964,Unknown,84,5.8
2515,Nightingale,MOVIE,['US'],2014,Unknown,83,5.8
2516,Julia,MOVIE,['US'],2022,PG-13,95,5.8
2517,Gossip,MOVIE,['US'],2000,R,90,5.8
2518,Americans in Bed,MOVIE,['US'],2013,Unknown,80,5.8
2519,The Urban Crisis and the New Militants: Module 7 - Cicero March,MOVIE,['US'],1966,Unknown,8,5.8
2520,Oprah Winfrey Presents: After Neverland,MOVIE,['US'],2019,PG-13,58,5.8
2521,Southern Rites,MOVIE,['US'],2015,Unknown,90,5.8
2522,Life Support,MOVIE,['US'],2008,Unknown,90,5.8
2523,Outside the Bubble: On the Road with Alexandra Pelosi,MOVIE,['US'],2018,PG-13,54,5.8
2524,Dead Silence,MOVIE,['CA',1997,R,105,5.8
2525,Dead Silence,MOVIE, 'US'],1997,R,105,5.8
2526,La Afinadora de Árboles,MOVIE,['AR',2019,PG,101,5.8
2527,La Afinadora de Árboles,MOVIE, 'MX'],2019,PG,101,5.8
2528,Miss You Can Do It,MOVIE,['US'],2013,Unknown,75,5.8
2529,As You Like It,MOVIE,['GB',2006,PG,127,5.8
2530,As You Like It,MOVIE, 'US'],2006,PG,127,5.8
2531,Nagano ’98 Olympics: Stories of Honor and Glory,MOVIE,['US'],1998,Unknown,119,5.8
2532,Young Adult,MOVIE,['US'],2011,R,94,5.8
2533,Intermezzo,MOVIE,['SE'],1936,Unknown,93,5.8
2534,First Cousin Once Removed,MOVIE,['US'],2014,Unknown,78,5.8
2535,Hanzo the Razor: Who's Got the Gold?,MOVIE,['JP'],1974,Unknown,84,5.796
2536,To the Wonder,MOVIE,['US'],2013,R,112,5.793
2537,Class Divide,MOVIE,['US'],2016,Unknown,74,5.786
2538,The Eye,MOVIE,['US'],2008,PG-13,98,5.782
2539,Scary Movie 2,MOVIE,['CA',2001,R,83,5.78
2540,Scary Movie 2,MOVIE, 'US'],2001,R,83,5.78
2541,Robin Hood,MOVIE,['DE',2018,PG-13,116,5.9
2542,Robin Hood,MOVIE,['DE',1991,PG-13,104,5.771
2543,Robin Hood,MOVIE, 'GB',2018,PG-13,116,5.9
2544,Robin Hood,MOVIE, 'GB',1991,PG-13,104,5.771
2545,Robin Hood,MOVIE, 'US',2018,PG-13,116,5.9
2546,Robin Hood,MOVIE, 'US',1991,PG-13,104,5.771
2547,Robin Hood,MOVIE, 'CA'],2018,PG-13,116,5.9
2548,Robin Hood,MOVIE, 'CA'],1991,PG-13,104,5.771
2549,Barely Lethal,MOVIE,['US'],2015,PG-13,96,5.769
2550,Ben 10: Race Against Time,MOVIE,['US'],2007,PG,67,5.765
2551,Big Momma's House 2,MOVIE,['US'],2006,PG-13,99,5.753
2552,Freedom on My Mind,MOVIE,['US'],1994,Unknown,105,5.75
2553,Star Trek V: The Final Frontier,MOVIE,['US'],1989,PG,107,5.739
2554,Michael,MOVIE,['US'],1996,PG,105,5.733
2555,The Ring Two,MOVIE,['US'],2005,PG-13,110,5.732
2556,It Happened at the World's Fair,MOVIE,['US'],1963,Unknown,105,5.727
2557,The Pick-up Artist,MOVIE,['US'],1987,PG-13,81,5.72
2558,Working Girls,MOVIE,['US'],1987,Unknown,93,5.714
2559,The Whole Ten Yards,MOVIE,['US'],2004,PG-13,98,5.706
2560,The Heartbreak Kid,MOVIE,['US'],2007,R,115,5.704
2561,Cleopatra Jones,MOVIE,['US'],1973,R,89,5.702
2562,Fool's Gold,MOVIE,['US'],2008,PG-13,112,5.7
2563,T.J. Miller: Meticulously Ridiculous,MOVIE,['US'],2017,Unknown,59,5.7
2564,Persona: The Dark Truth Behind Personality Tests,MOVIE,['US'],2021,Unknown,85,5.7
2565,Alive Day Memories: Home from Iraq,MOVIE,['US'],2007,Unknown,57,5.7
2566,The Tomorrow Man,MOVIE,['US'],2019,PG-13,94,5.7
2567,Pure,MOVIE,[],2021,Unknown,12,5.7
2568,On the Trail: Inside the 2020 Primaries,MOVIE,['US'],2020,Unknown,94,5.7
2569,Garfield,MOVIE,['US'],2004,PG,80,5.7
2570,Lara Croft: Tomb Raider - The Cradle of Life,MOVIE,['US',2003,PG-13,117,5.7
2571,Lara Croft: Tomb Raider - The Cradle of Life,MOVIE, 'DE',2003,PG-13,117,5.7
2572,Lara Croft: Tomb Raider - The Cradle of Life,MOVIE, 'HK',2003,PG-13,117,5.7
2573,Lara Croft: Tomb Raider - The Cradle of Life,MOVIE, 'JP',2003,PG-13,117,5.7
2574,Lara Croft: Tomb Raider - The Cradle of Life,MOVIE, 'GB'],2003,PG-13,117,5.7
2575,Superman Returns,MOVIE,['US'],2006,PG-13,154,5.7
2576,The Vagina Monologues,MOVIE,['US'],2007,Unknown,76,5.7
2577,His Royal Slyness,MOVIE,['US'],1920,Unknown,27,5.7
2578,I Cover the Waterfront,MOVIE,['US'],1933,Unknown,75,5.7
2579,Cold Pursuit,MOVIE,['US',2019,R,119,5.7
2580,Cold Pursuit,MOVIE, 'CA',2019,R,119,5.7
2581,Cold Pursuit,MOVIE, 'FR',2019,R,119,5.7
2582,Cold Pursuit,MOVIE, 'GB'],2019,R,119,5.7
2583,Dirty Driving: Thundercars Of Indiana,MOVIE,['US'],2008,Unknown,68,5.7
2584,The Texas Chainsaw Massacre 2,MOVIE,['US'],1986,Unknown,101,5.7
2585,Year One: A Political Odyssey,MOVIE,['US'],2022,PG-13,90,5.7
2586,Eight Legged Freaks,MOVIE,['AU',2002,PG-13,99,5.7
2587,Eight Legged Freaks,MOVIE, 'US'],2002,PG-13,99,5.7
2588,Disturbing Behavior,MOVIE,['US',1998,R,84,5.7
2589,Disturbing Behavior,MOVIE, 'AU'],1998,R,84,5.7
2590,The Show,MOVIE,['US'],2017,R,104,5.7
2591,Brothers by Blood,MOVIE,['FR',2021,R,90,5.7
2592,Brothers by Blood,MOVIE, 'US',2021,R,90,5.7
2593,Brothers by Blood,MOVIE, 'BE'],2021,R,90,5.7
2594,"The Games of the V Olympiad Stockholm, 1912",MOVIE,['SE',2017,Unknown,170,5.7
2595,"The Games of the V Olympiad Stockholm, 1912",MOVIE, 'CH'],2017,Unknown,170,5.7
2596,Angela,MOVIE,['US'],2015,Unknown,99,5.7
2597,Atsuko Okatsuka: The Intruder,MOVIE,['US'],2022,R,60,5.7
2598,Blame It on Rio,MOVIE,['US'],1984,R,100,5.7
2599,El Diablo,MOVIE,['US'],1990,PG-13,115,5.7
2600,The Holy Man,MOVIE,['IN'],1965,Unknown,65,5.7
2601,Joe Versus the Volcano,MOVIE,['US'],1990,PG,102,5.7
2602,Top Ten Monks,MOVIE,['US'],2010,Unknown,29,5.7
2603,Tsunami: The Aftermath,MOVIE,['US'],2006,Unknown,186,5.7
2604,Santa Camp,MOVIE,['US'],2022,Unknown,92,5.7
2605,Annabelle,MOVIE,['US'],2014,R,99,5.7
2606,"No Contract, No Cookies: The Stella D'Oro Strike",MOVIE,['US'],2010,Unknown,39,5.7
2607,Bittu,MOVIE,['IN'],2020,Unknown,17,5.7
2608,Let Them All Talk,MOVIE,['US'],2020,R,113,5.7
2609,Life of Crime,MOVIE,['US'],2014,R,94,5.7
2610,The Olympics in Mexico,MOVIE,['MX'],1969,Unknown,160,5.7
2611,The Stepford Wives,MOVIE,['US'],2004,PG-13,93,5.691
2612,Cadillac Man,MOVIE,['US'],1990,R,97,5.681
2613,Boomerang,MOVIE,['US'],1992,R,117,5.667
2614,Armed and Dangerous,MOVIE,['US'],1986,PG-13,88,5.661
2615,Hellraiser III: Hell on Earth,MOVIE,['US'],1992,R,93,5.655
2616,Mickey Blue Eyes,MOVIE,['US',1999,PG-13,98,5.652
2617,Mickey Blue Eyes,MOVIE, 'GB'],1999,PG-13,98,5.652
2618,My Best Friend's Girl,MOVIE,['US'],2008,R,101,5.651
2619,The Unsinkable Molly Brown,MOVIE,['US'],1964,Unknown,128,5.632
2620,Buffy the Vampire Slayer,MOVIE,['US'],1992,PG-13,86,5.628
2621,House Party: Tonight's the Night,MOVIE,['US'],2013,R,80,5.613
2622,Dear Rider: The Jake Burton Story,MOVIE,['AT'],2021,R,91,5.6
2623,Last Days,MOVIE,['US'],2005,R,97,5.6
2624,Mondays at Racine,MOVIE,['US'],2012,Unknown,39,5.6
2625,Tim and Eric's Billion Dollar Movie,MOVIE,['US'],2012,R,92,5.6
2626,DC Super Hero Girls: Intergalactic Games,MOVIE,['US'],2017,Unknown,76,5.6
2627,Plastic Disasters,MOVIE,['US'],2006,Unknown,60,5.6
2628,Lillehammer ’94: 16 Days of Glory,MOVIE,['US'],1994,Unknown,209,5.6
2629,The Beach Bum,MOVIE,['US',2019,R,95,5.6
2630,The Beach Bum,MOVIE, 'FR',2019,R,95,5.6
2631,The Beach Bum,MOVIE, 'CH',2019,R,95,5.6
2632,The Beach Bum,MOVIE, 'GB'],2019,R,95,5.6
2633,The Best Families,MOVIE,['CO',2022,Unknown,105,5.6
2634,The Best Families,MOVIE, 'PE'],2022,Unknown,105,5.6
2635,Catch That Kid,MOVIE,['US'],2004,PG,92,5.6
2636,I Am Wrath,MOVIE,['US'],2016,R,92,5.6
2637,Hall Pass,MOVIE,['US'],2011,R,105,5.6
2638,House on Haunted Hill,MOVIE,['US'],1999,R,93,5.6
2639,Taxi,MOVIE,['US',2004,PG-13,97,5.6
2640,Taxi,MOVIE, 'FR'],2004,PG-13,97,5.6
2641,Good Boy!,MOVIE,['US'],2003,PG,84,5.6
2642,The Field Guide to Evil,MOVIE,['HU',2019,R,117,5.6
2643,The Field Guide to Evil,MOVIE, 'IN',2019,R,117,5.6
2644,The Field Guide to Evil,MOVIE, 'NZ',2019,R,117,5.6
2645,The Field Guide to Evil,MOVIE, 'PL',2019,R,117,5.6
2646,The Field Guide to Evil,MOVIE, 'TR',2019,R,117,5.6
2647,The Field Guide to Evil,MOVIE, 'US',2019,R,117,5.6
2648,The Field Guide to Evil,MOVIE, 'AT',2019,R,117,5.6
2649,The Field Guide to Evil,MOVIE, 'GR'],2019,R,117,5.6
2650,Come and Find Me,MOVIE,['US'],2016,R,112,5.6
2651,"George Lopez: Tall, Dark & Chicano",MOVIE,['US'],2009,Unknown,90,5.6
2652,Æon Flux,MOVIE,['US'],2005,PG-13,93,5.6
2653,The Intruder,MOVIE,['AR',2021,Unknown,95,5.6
2654,The Intruder,MOVIE, 'MX'],2021,Unknown,95,5.6
2655,Reindeer Games,MOVIE,['US'],2000,R,104,5.6
2656,The Enemy Within,MOVIE,['GB'],1994,Unknown,86,5.6
2657,The Last Face,MOVIE,['US'],2017,R,130,5.6
2658,The Fly II,MOVIE,['US',1989,R,105,5.6
2659,The Fly II,MOVIE, 'CA'],1989,R,105,5.6
2660,"You, Me and Dupree",MOVIE,['US'],2006,PG-13,108,5.585
2661,White Mile,MOVIE,['US'],1994,R,96,5.583
2662,10,MOVIE,['US'],1979,R,122,5.583
2663,The Day the Earth Stood Still,MOVIE,['US',2008,PG-13,103,5.583
2664,The Day the Earth Stood Still,MOVIE, 'CA'],2008,PG-13,103,5.583
2665,The Hilarious Posters,MOVIE,['FR'],1906,Unknown,3,5.569
2666,Regression,MOVIE,['US',2015,R,106,5.559
2667,Regression,MOVIE, 'CA',2015,R,106,5.559
2668,Regression,MOVIE, 'ES'],2015,R,106,5.559
2669,Miss March,MOVIE,['US'],2009,R,89,5.546
2670,Hellboy,MOVIE,['BG',2004,PG-13,122,6.7
2671,Hellboy,MOVIE,['BG',2019,R,121,5.541
2672,Hellboy,MOVIE, 'CA',2004,PG-13,122,6.7
2673,Hellboy,MOVIE, 'CA',2019,R,121,5.541
2674,Hellboy,MOVIE, 'FR',2004,PG-13,122,6.7
2675,Hellboy,MOVIE, 'FR',2019,R,121,5.541
2676,Hellboy,MOVIE, 'PT',2004,PG-13,122,6.7
2677,Hellboy,MOVIE, 'PT',2019,R,121,5.541
2678,Hellboy,MOVIE, 'US'],2004,PG-13,122,6.7
2679,Hellboy,MOVIE, 'US'],2019,R,121,5.541
2680,Leatherface,MOVIE,['US'],2017,R,87,5.541
2681,Suspect Zero,MOVIE,['US',2004,R,99,5.537
2682,Suspect Zero,MOVIE, 'DE',2004,R,99,5.537
2683,Suspect Zero,MOVIE, 'GB'],2004,R,99,5.537
2684,Garfield: A Tail of Two Kitties,MOVIE,['GB',2006,PG,78,5.533
2685,Garfield: A Tail of Two Kitties,MOVIE, 'US'],2006,PG,78,5.533
2686,One for the Money,MOVIE,['US'],2012,PG-13,91,5.529
2687,Shutter,MOVIE,['US'],2008,PG-13,85,5.524
2688,"Dude, Where's My Car?",MOVIE,['US'],2000,PG-13,84,5.521
2689,Johnson Family Vacation,MOVIE,['US'],2004,PG-13,97,5.516
2690,The Transporter Refueled,MOVIE,['FR',2015,PG-13,95,5.512
2691,The Transporter Refueled,MOVIE, 'BE',2015,PG-13,95,5.512
2692,The Transporter Refueled,MOVIE, 'CN'],2015,PG-13,95,5.512
2693,We're All Going to the World's Fair,MOVIE,['US'],2022,Unknown,86,5.5
2694,Call Me Miss Cleo,MOVIE,['US'],2022,R,90,5.5
2695,Primera,MOVIE,['CL'],2021,Unknown,96,5.5
2696,The Janes,MOVIE,['US'],2022,Unknown,101,5.5
2697,Nine,MOVIE,['IT',2009,PG-13,112,5.5
2698,Nine,MOVIE, 'US'],2009,PG-13,112,5.5
2699,Never Die Alone,MOVIE,['US'],2004,R,88,5.5
2700,Mezquite's Heart,MOVIE,['MX'],2019,Unknown,80,5.5
2701,Native Son,MOVIE,['US'],2019,NC-17,114,5.5
2702,Studs Terkel: Listening to America,MOVIE,['US'],2009,Unknown,40,5.5
2703,Dinner with Friends,MOVIE,['US'],2001,R,94,5.5
2704,Gemini,MOVIE,['US'],2018,R,92,5.5
2705,Dennis Miller: All In,MOVIE,['US'],2006,Unknown,57,5.5
2706,Vendetta,MOVIE,['US'],1999,R,117,6.6
2707,Vendetta,MOVIE,['US'],2015,R,90,5.5
2708,Big Game,MOVIE,['FI',2015,PG-13,90,5.5
2709,Big Game,MOVIE, 'DE',2015,PG-13,90,5.5
2710,Big Game,MOVIE, 'GB'],2015,PG-13,90,5.5
2711,The Monster,MOVIE,['CA',2016,R,91,5.5
2712,The Monster,MOVIE, 'US'],2016,R,91,5.5
2713,Showtime,MOVIE,['US',2002,PG-13,95,5.5
2714,Showtime,MOVIE, 'AU'],2002,PG-13,95,5.5
2715,Silent Hill: Revelation 3D,MOVIE,['JP',2012,R,94,5.5
2716,Silent Hill: Revelation 3D,MOVIE, 'US',2012,R,94,5.5
2717,Silent Hill: Revelation 3D,MOVIE, 'CA',2012,R,94,5.5
2718,Silent Hill: Revelation 3D,MOVIE, 'FR'],2012,R,94,5.5
2719,Tonight or Never,MOVIE,['US'],1932,Unknown,80,5.5
2720,Black Nativity,MOVIE,['US'],2013,PG,93,5.5
2721,Friends of God: A Road Trip with Alexandra Pelosi,MOVIE,['US'],2007,Unknown,56,5.5
2722,Texas Chainsaw 3D,MOVIE,['US'],2013,R,92,5.5
2723,Life After Beth,MOVIE,['US'],2014,R,90,5.5
2724,Tracey Ullman: Live and Exposed,MOVIE,['US'],2005,Unknown,74,5.5
2725,Twisted,MOVIE,['DE',2004,R,97,5.5
2726,Twisted,MOVIE, 'US'],2004,R,97,5.5
2727,Tusk,MOVIE,['US',2014,R,102,5.5
2728,Tusk,MOVIE, 'CA'],2014,R,102,5.5
2729,Amaraica,MOVIE,['US'],2020,Unknown,93,5.5
2730,Taken Identity,MOVIE,['MX'],2020,Unknown,102,5.5
2731,Yerba Buena,MOVIE,['PR'],2020,Unknown,97,5.5
