,Type,Title,Country,Release Year,Rating,Duration,Genres,Vote Average
722,MOVIE,Romeo + Juliet,"['MX', 'US']",1996,PG-13,120,"['drama', 'romance', 'european']",6.798
955,MOVIE,Napoleon Dynamite,['US'],2004,PG,95,['comedy'],6.797
70,MOVIE,Romance on the High Seas,['US'],1948,Unknown,99,"['comedy', 'romance', 'music']",6.795
1427,MOVIE,Win Win,['US'],2011,R,106,"['drama', 'comedy', 'sport']",6.793
1952,MOVIE,Bad Education,['US'],2020,Unknown,108,"['drama', 'comedy', 'crime']",6.789
543,MOVIE,Pretty in Pink,['US'],1986,PG-13,96,"['drama', 'comedy', 'romance']",6.78
1004,MOVIE,The Book of Eli,['US'],2010,R,118,"['thriller', 'drama', 'action', 'european']",6.777
400,MOVIE,The Last Wave,['AU'],1977,PG,106,"['thriller', 'drama', 'fantasy']",6.775
103,MOVIE,Little Women,['US'],1933,Unknown,115,"['drama', 'family', 'romance', 'war']",6.767
812,MOVIE,Richard III,['GB'],1996,R,104,"['drama', 'scifi', 'war']",6.765
1002,MOVIE,Hannibal,"['US', 'GB']",2001,R,131,"['crime', 'drama', 'thriller']",6.762
980,MOVIE,Michael Clayton,['US'],2007,R,120,"['drama', 'thriller', 'crime']",6.762
410,MOVIE,The Honeymoon Killers,['US'],1970,R,107,"['romance', 'thriller', 'crime', 'drama']",6.761
372,MOVIE,Destroy All Monsters,['JP'],1968,G,89,"['action', 'scifi', 'thriller', 'horror']",6.755
1762,MOVIE,A Prayer Before Dawn,"['CN', 'FR', 'GB', 'US', 'KH']",2018,R,116,"['drama', 'action', 'crime', 'sport', 'thriller']",6.752
773,MOVIE,Slacker,['US'],1991,R,97,"['comedy', 'drama']",6.749
208,MOVIE,Westworld,['US'],1973,PG-13,88,"['western', 'action', 'scifi', 'thriller']",6.749
1016,MOVIE,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"['US', 'GB']",2006,R,84,['comedy'],6.747
806,MOVIE,The First Wives Club,['US'],1996,PG,102,['comedy'],6.747
717,MOVIE,How the Grinch Stole Christmas,"['DE', 'US']",2000,PG,104,"['fantasy', 'comedy', 'family']",6.746
726,MOVIE,The Firm,['US'],1993,R,155,"['drama', 'thriller']",6.738
260,MOVIE,Superman II,"['GB', 'US']",1980,PG,127,"['scifi', 'action']",6.738
553,MOVIE,Scanners,['CA'],1981,R,103,"['horror', 'scifi', 'thriller']",6.735
2207,MOVIE,Reminiscence,['US'],2021,PG-13,116,"['thriller', 'scifi', 'romance']",6.735
225,MOVIE,Mikey and Nicky,['US'],1976,R,119,"['drama', 'crime']",6.734
604,MOVIE,"See No Evil, Hear No Evil",['US'],1989,R,103,"['crime', 'comedy']",6.733
2214,MOVIE,Hitman's Wife's Bodyguard,['US'],2021,R,117,"['comedy', 'thriller', 'crime', 'action']",6.733
1795,MOVIE,Woman Walks Ahead,"['GB', 'US']",2018,R,98,"['western', 'drama', 'history']",6.723
256,MOVIE,Up in Smoke,['US'],1978,R,86,"['comedy', 'music']",6.722
1525,MOVIE,Escape Plan,['US'],2013,R,115,"['action', 'thriller', 'crime', 'scifi']",6.721
1772,MOVIE,Hot Summer Nights,['US'],2018,R,107,"['drama', 'romance', 'comedy', 'crime']",6.718
484,MOVIE,Paul Robeson: Tribute to an Artist,['US'],1979,Unknown,30,['documentation'],6.714
382,MOVIE,The War of the Gargantuas,['JP'],1966,G,88,"['action', 'horror', 'scifi']",6.71
37,MOVIE,Sabotage,['GB'],1937,Unknown,77,"['drama', 'thriller', 'crime']",6.709
130,MOVIE,High and Dizzy,['US'],1920,Unknown,26,['comedy'],6.707
1782,MOVIE,Border,"['SE', 'DK']",2018,R,101,"['drama', 'fantasy', 'romance', 'thriller', 'crime', 'european']",6.706
795,MOVIE,Topsy-Turvy,"['GB', 'US']",1999,R,160,"['drama', 'comedy', 'history', 'music', 'european']",6.703
1003,MOVIE,RED,"['US', 'CA']",2010,PG-13,111,"['thriller', 'comedy', 'action', 'crime']",6.701
1837,MOVIE,The Vanishing of Sidney Hall,['US'],2018,R,117,"['drama', 'thriller', 'romance']",6.701
1570,MOVIE,JLA Adventures: Trapped in Time,['US'],2014,Unknown,52,"['action', 'scifi', 'family', 'animation']",6.7
1982,MOVIE,Bully. Coward. Victim. The Story of Roy Cohn,['US'],2020,Unknown,94,['documentation'],6.7
877,MOVIE,Introducing Dorothy Dandridge,['US'],1999,PG-13,115,"['drama', 'music', 'romance']",6.7
1659,MOVIE,Abortion: Stories Women Tell,['US'],2016,Unknown,92,['documentation'],6.7
2292,MOVIE,Oslo,['US'],2021,Unknown,118,"['drama', 'history', 'thriller']",6.7
1022,MOVIE,Team America: World Police,['US'],2004,R,98,"['comedy', 'action']",6.7
588,MOVIE,Purple Rain,['US'],1984,R,111,"['drama', 'music', 'romance']",6.7
459,MOVIE,La Pointe Courte,['FR'],1956,Unknown,86,"['drama', 'european']",6.7
1710,MOVIE,"Heroin: Cape Cod, USA",['US'],2015,Unknown,75,['documentation'],6.7
825,MOVIE,Paul F. Tompkins: Driven to Drink,['US'],1999,Unknown,30,"['comedy', 'documentation']",6.7
1027,MOVIE,Hellboy,"['CZ', 'US']",2004,PG-13,122,"['fantasy', 'action', 'horror', 'scifi']",6.7
1248,MOVIE,Batman: Mystery of the Batwoman,['US'],2003,PG,75,"['animation', 'action', 'scifi', 'fantasy']",6.7
2021,MOVIE,True Justice: Bryan Stevenson's Fight for Equality,['US'],2019,R,102,['documentation'],6.7
1526,MOVIE,No Place on Earth,['US'],2013,PG-13,81,"['documentation', 'war', 'european']",6.7
582,MOVIE,Lucas,['US'],1984,PG-13,108,"['drama', 'european', 'family', 'comedy', 'romance']",6.7
272,MOVIE,Lord of the Flies,['GB'],1963,PG-13,92,"['thriller', 'drama']",6.7
571,MOVIE,Mermaids,['US'],1990,PG-13,106,"['comedy', 'drama', 'romance']",6.7
294,MOVIE,The Brood,['CA'],1979,R,92,"['horror', 'scifi']",6.7
113,MOVIE,The Idle Class,['US'],1921,Unknown,32,['comedy'],6.7
415,MOVIE,Touki Bouki,['SN'],1976,Unknown,91,['drama'],6.7
1976,MOVIE,Running with Beto,['US'],2019,Unknown,95,['documentation'],6.7
1686,MOVIE,Marathon: The Patriots Day Bombing,['US'],2016,Unknown,108,['documentation'],6.7
1975,MOVIE,The Immortal,['IT'],2019,Unknown,115,"['crime', 'drama', 'thriller']",6.7
1300,MOVIE,Coma,['US'],2007,PG,120,"['documentation', 'reality']",6.7
480,MOVIE,Crisis: Behind a Presidential Commitment,['US'],1963,Unknown,52,"['documentation', 'history']",6.7
780,MOVIE,Witness Protection,['US'],1999,R,105,"['drama', 'crime']",6.7
396,MOVIE,The Ruling Class,['GB'],1972,PG,154,"['drama', 'comedy']",6.7
751,MOVIE,Bottle Rocket,['US'],1996,R,91,"['crime', 'drama', 'comedy']",6.7
1034,MOVIE,The Matrix Revolutions,['US'],2003,R,129,"['scifi', 'thriller', 'action']",6.7
1768,MOVIE,Ben Is Back,['US'],2018,R,102,"['drama', 'european']",6.7
743,MOVIE,Irma Vep,['FR'],1996,Unknown,99,"['drama', 'european', 'comedy']",6.7
1444,MOVIE,Gloria: In Her Own Words,['US'],2011,Unknown,61,['documentation'],6.7
2281,MOVIE,15 Minutes of Shame,['US'],2021,Unknown,85,['documentation'],6.7
127,MOVIE,Why Worry?,['US'],1923,Unknown,60,"['comedy', 'family', 'romance']",6.7
520,MOVIE,Child's Play,['US'],1988,R,87,"['horror', 'thriller', 'fantasy']",6.7
1181,MOVIE,Superman: Doomsday,['US'],2007,PG-13,75,"['scifi', 'family', 'action', 'animation']",6.7
657,MOVIE,Under the Volcano,"['MX', 'US']",1984,R,112,"['drama', 'european']",6.7
528,MOVIE,Footloose,['US'],1984,PG,107,"['drama', 'romance', 'music']",6.7
1408,MOVIE,My Week with Marilyn,"['GB', 'US']",2011,PG-13,99,['drama'],6.7
1503,MOVIE,Draft Day,['US'],2014,PG-13,110,"['drama', 'sport']",6.7
948,MOVIE,Signs,['US'],2002,PG-13,106,"['drama', 'thriller', 'scifi']",6.7
1058,MOVIE,From Hell,"['CZ', 'US', 'GB']",2001,R,122,"['thriller', 'horror']",6.7
1502,MOVIE,The Purge: Anarchy,"['FR', 'US']",2014,R,103,"['thriller', 'horror', 'action', 'scifi', 'drama', 'history']",6.7
1919,MOVIE,Long Shot,['US'],2019,R,125,"['comedy', 'romance']",6.7
2218,MOVIE,The Last Cruise,['US'],2021,Unknown,40,['documentation'],6.7
2081,MOVIE,The Foquita: El 10 de la Calle,['PE'],2020,PG-13,90,"['family', 'drama', 'comedy']",6.7
712,MOVIE,Practical Magic,['US'],1998,PG-13,104,"['comedy', 'drama', 'fantasy', 'romance']",6.7
74,MOVIE,Henry V,['GB'],1945,Unknown,137,"['drama', 'action', 'history', 'war']",6.7
1652,MOVIE,Slow West,"['NZ', 'GB']",2015,R,84,"['thriller', 'drama', 'action', 'romance', 'western']",6.7
1387,MOVIE,Kill the Irishman,['US'],2012,R,106,"['action', 'crime', 'thriller', 'drama']",6.7
1624,MOVIE,Green Room,['US'],2016,R,95,"['thriller', 'horror', 'music', 'crime', 'drama']",6.7
912,MOVIE,Martin Lawrence: You So Crazy,['US'],1994,Unknown,85,"['comedy', 'documentation']",6.7
2259,MOVIE,Women Is Losers,['US'],2021,Unknown,84,['drama'],6.7
1742,MOVIE,"Clínica de Migrantes: Life, Liberty, and the Pursuit of Happiness",['US'],2016,G,39,['documentation'],6.7
468,MOVIE,Italianamerican,['US'],1980,Unknown,49,['documentation'],6.7
2065,MOVIE,In the Shadow of the Towers: Stuyvesant High on 9/11,['US'],2019,Unknown,35,"['history', 'documentation', 'drama']",6.7
471,MOVIE,Time Without Pity,['GB'],1957,Unknown,88,"['drama', 'crime']",6.7
1747,MOVIE,Hank Zipzer's Christmas Catastrophe,['GB'],2016,Unknown,87,"['comedy', 'family']",6.7
1638,MOVIE,Pawn Sacrifice,['US'],2015,PG-13,115,"['thriller', 'drama', 'history', 'sport']",6.7
1454,MOVIE,Koran by Heart,['US'],2011,Unknown,90,['documentation'],6.7
2330,MOVIE,Teen Titans Go! See Space Jam,['US'],2021,Unknown,83,['comedy'],6.7
698,MOVIE,You've Got Mail,['US'],1998,PG,119,"['comedy', 'romance', 'drama']",6.7
910,MOVIE,Gray's Anatomy,['US'],1997,Unknown,80,"['comedy', 'drama']",6.7
558,MOVIE,The World According to Garp,['US'],1982,R,131,"['drama', 'comedy']",6.7
696,MOVIE,Wayne's World,['US'],1992,PG-13,95,"['music', 'comedy']",6.7
1897,MOVIE,Bill Maher: Live From Oklahoma,['US'],2018,PG,65,"['comedy', 'documentation']",6.7
490,MOVIE,Sapporo Winter Olympics,['JP'],1972,Unknown,168,"['documentation', 'sport']",6.7
2399,MOVIE,Marlon Wayans: God Loves Me,['US'],2023,Unknown,60,['comedy'],6.7
737,MOVIE,The Bodyguard,['US'],1992,R,129,"['thriller', 'drama', 'action', 'music', 'romance']",6.7
1724,MOVIE,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,['US'],2015,Unknown,49,['comedy'],6.699
1781,MOVIE,Batman: Gotham by Gaslight,['US'],2018,R,78,"['thriller', 'animation', 'crime', 'fantasy', 'history', 'family', 'action', 'horror']",6.696
2284,MOVIE,A Christmas Mystery,['US'],2022,PG,87,"['drama', 'comedy', 'family']",6.696
292,MOVIE,Sisters,['US'],1973,R,92,"['horror', 'thriller']",6.687
1190,MOVIE,Batman: Gotham Knight,"['US', 'JP']",2008,PG-13,75,['thriller'],6.681
440,MOVIE,Look Back in Anger,['GB'],1959,Unknown,115,['drama'],6.678
247,MOVIE,Around the World in Eighty Days,['US'],1956,G,182,"['fantasy', 'comedy', 'family', 'romance']",6.678
2141,MOVIE,Empire of Light,['GB'],2022,R,115,"['drama', 'romance']",6.674
1417,MOVIE,Green Lantern: Emerald Knights,['US'],2011,PG,84,['drama'],6.671
1563,MOVIE,Behind the Candelabra,['US'],2013,R,118,"['drama', 'romance', 'music']",6.67
1504,MOVIE,Insidious: Chapter 2,['US'],2013,PG-13,106,"['horror', 'thriller']",6.668
368,MOVIE,Lola Montès,"['FR', 'DE']",1955,Unknown,116,"['drama', 'european', 'romance']",6.663
2175,MOVIE,The Night House,"['GB', 'US']",2021,R,107,"['thriller', 'horror', 'drama']",6.662
539,MOVIE,Bull Durham,['US'],1988,R,108,"['comedy', 'romance', 'sport']",6.662
1411,MOVIE,Blackthorn,"['FR', 'ES', 'GB', 'BO']",2011,R,98,"['western', 'action', 'european']",6.658
1802,MOVIE,The Wizard of Lies,['US'],2017,Unknown,128,"['drama', 'thriller', 'crime']",6.652
1566,MOVIE,Superman: Unbound,['US'],2013,PG-13,75,"['animation', 'action']",6.649
1490,MOVIE,The Spectacular Now,['US'],2013,Unknown,95,"['drama', 'comedy', 'romance']",6.648
542,MOVIE,The Hunger,['GB'],1983,R,97,"['horror', 'drama', 'european']",6.648
605,MOVIE,Yentl,"['GB', 'US']",1984,PG,132,"['drama', 'romance']",6.643
209,MOVIE,Thunderball,['GB'],1965,PG,130,"['thriller', 'action']",6.637
1535,MOVIE,How I Live Now,['GB'],2013,Unknown,101,"['action', 'thriller', 'drama', 'romance', 'scifi', 'war']",6.637
790,MOVIE,Cronos,['MX'],1993,R,94,"['horror', 'thriller', 'drama', 'fantasy']",6.636
548,MOVIE,Mr. Mom,['US'],1983,PG,91,"['comedy', 'drama']",6.636
1369,MOVIE,Contagion,"['AE', 'US']",2011,PG-13,107,"['drama', 'thriller', 'scifi', 'action']",6.633
1384,MOVIE,The Hunter,['AU'],2011,R,102,"['drama', 'thriller']",6.631
745,MOVIE,Absolute Power,['US'],1997,R,121,"['drama', 'action', 'crime', 'thriller']",6.631
994,MOVIE,The Brothers Bloom,['US'],2009,PG-13,114,"['comedy', 'drama', 'crime', 'romance', 'action']",6.629
1833,MOVIE,Time Freak,['US'],2018,PG-13,104,"['scifi', 'comedy', 'drama', 'romance']",6.628
970,MOVIE,Burn After Reading,"['US', 'GB', 'FR']",2008,R,96,"['comedy', 'drama', 'thriller', 'crime']",6.628
850,MOVIE,Rugrats in Paris: The Movie,"['DE', 'US']",2000,G,78,"['comedy', 'family', 'romance', 'animation', 'documentation']",6.626
1571,MOVIE,Mary and Martha,"['US', 'ZA']",2013,Unknown,90,['drama'],6.623
435,MOVIE,Cheyenne Autumn,['US'],1964,Unknown,154,"['western', 'drama', 'history']",6.623
570,MOVIE,Star Trek III: The Search for Spock,['US'],1984,PG,105,"['thriller', 'action', 'scifi']",6.62
1620,MOVIE,Popstar: Never Stop Never Stopping,['US'],2016,R,86,"['comedy', 'music', 'drama']",6.619
1122,MOVIE,Girl with a Pearl Earring,"['LU', 'GB', 'FR']",2003,PG-13,101,"['drama', 'romance']",6.615
1662,MOVIE,Batman: The Killing Joke,['US'],2016,R,77,"['crime', 'action', 'animation', 'drama', 'thriller']",6.608
1494,MOVIE,A Most Violent Year,"['AE', 'US']",2014,R,125,"['drama', 'thriller', 'action', 'crime']",6.606
387,MOVIE,"Godzilla, King of the Monsters!","['US', 'JP']",1956,Unknown,80,"['horror', 'scifi', 'action']",6.604
1476,MOVIE,Man of Steel,"['GB', 'US']",2013,PG-13,143,"['scifi', 'action']",6.602
187,MOVIE,Logan's Run,['US'],1976,PG,119,"['action', 'scifi']",6.601
1983,MOVIE,Head Full of Honey,"['DE', 'US']",2019,PG-13,139,"['drama', 'comedy', 'european']",6.6
358,MOVIE,The Machine That Kills Bad People,['IT'],1952,Unknown,85,"['comedy', 'european', 'fantasy']",6.6
2204,MOVIE,Father of the Bride,['US'],2022,PG-13,118,"['comedy', 'drama', 'romance', 'fantasy']",6.6
1155,MOVIE,Street Kings,['US'],2008,R,109,"['action', 'crime', 'thriller', 'drama']",6.6
1214,MOVIE,Bury My Heart at Wounded Knee,['US'],2007,Unknown,133,"['western', 'drama', 'history']",6.6
1595,MOVIE,Muhammad Ali's Greatest Fight,['US'],2013,Unknown,97,['drama'],6.6
519,MOVIE,Time Bandits,['GB'],1981,PG,116,"['fantasy', 'scifi', 'comedy']",6.6
881,MOVIE,Vendetta,['US'],1999,R,117,['drama'],6.6
629,MOVIE,Postcards from the Edge,['US'],1990,R,100,"['drama', 'comedy']",6.6
567,MOVIE,Rambo: First Blood Part II,"['US', 'MX']",1985,R,96,"['action', 'thriller', 'war']",6.6
1950,MOVIE,Class Action Park,['US'],2020,Unknown,90,"['crime', 'documentation']",6.6
1679,MOVIE,The Diplomat,['US'],2015,Unknown,104,"['documentation', 'european']",6.6
1951,MOVIE,Alternate Endings: Six New Ways to Die in America,['US'],2019,PG,68,['documentation'],6.6
1687,MOVIE,How to Dance in Ohio,['US'],2015,Unknown,88,"['drama', 'documentation']",6.6
1957,MOVIE,Ernie & Joe,['US'],2019,Unknown,96,['documentation'],6.6
1117,MOVIE,Path to War,['US'],2002,Unknown,165,"['drama', 'war']",6.6
1700,MOVIE,All the Way,['US'],2016,Unknown,132,"['drama', 'documentation', 'history']",6.6
1850,MOVIE,The Last Word,['US'],2017,R,108,"['drama', 'documentation', 'comedy', 'european']",6.6
1584,MOVIE,Sarah Silverman: We Are Miracles,['US'],2013,Unknown,60,['comedy'],6.6
589,MOVIE,Silver Bullet,['US'],1985,R,95,"['horror', 'european']",6.6
861,MOVIE,When Trumpets Fade,['US'],1998,R,95,"['drama', 'action', 'war']",6.6
1186,MOVIE,"Lewis Black: Red, White & Screwed",['US'],2006,Unknown,58,"['comedy', 'documentation']",6.6
1363,MOVIE,The Cabin in the Woods,['US'],2012,R,95,"['fantasy', 'horror', 'thriller', 'comedy']",6.6
1142,MOVIE,Australia,"['AU', 'GB']",2008,PG-13,165,"['drama', 'romance', 'war', 'western', 'comedy', 'european']",6.6
1492,MOVIE,The Heat,['US'],2013,R,113,"['action', 'comedy', 'crime', 'drama']",6.6
1059,MOVIE,The Spiderwick Chronicles,['US'],2008,PG,95,"['family', 'action', 'fantasy', 'thriller', 'drama']",6.6
1252,MOVIE,The Gathering Storm,"['US', 'GB']",2002,G,94,"['drama', 'history', 'european']",6.6
1788,MOVIE,The Immortal Life of Henrietta Lacks,['US'],2017,Unknown,93,"['drama', 'history']",6.6
2088,MOVIE,Chelsea Handler: Evolution,['US'],2020,Unknown,68,"['comedy', 'documentation']",6.6
2078,MOVIE,Rose Matafeo: Horndog,['GB'],2020,Unknown,60,['comedy'],6.6
2195,MOVIE,Eraser: Reborn,['US'],2022,R,102,"['action', 'crime', 'thriller']",6.6
779,MOVIE,If These Walls Could Talk,['US'],1996,R,97,"['drama', 'thriller']",6.6
676,MOVIE,Whoopi Goldberg: Direct from Broadway,['US'],1985,Unknown,75,"['comedy', 'documentation']",6.6
2196,MOVIE,The Eyes of Tammy Faye,['US'],2021,PG-13,126,"['drama', 'history', 'romance']",6.6
1603,MOVIE,State of Play: Trophy Kids,['US'],2013,PG,57,['documentation'],6.6
1307,MOVIE,In Vanda's Room,"['CH', 'DE', 'PT']",2001,Unknown,171,"['drama', 'european']",6.6
116,MOVIE,The Long Voyage Home,['US'],1940,Unknown,105,"['drama', 'war']",6.6
1653,MOVIE,Brillo Box (3¢ off),['US'],2016,Unknown,40,"['documentation', 'family']",6.6
2308,MOVIE,Beanie Mania,['US'],2021,PG,80,['documentation'],6.6
911,MOVIE,The Last of the Blonde Bombshells,"['GB', 'US']",2000,PG-13,84,"['comedy', 'music']",6.6
741,MOVIE,Sliding Doors,"['GB', 'US']",1998,PG-13,99,"['comedy', 'drama', 'fantasy', 'romance']",6.6
1285,MOVIE,House of Saddam,"['GB', 'US']",2008,Unknown,232,"['history', 'drama']",6.6
2192,MOVIE,A Christmas Story Christmas,['US'],2022,PG,98,"['comedy', 'drama', 'family', 'animation']",6.6
72,MOVIE,Rembrandt,['GB'],1936,Unknown,85,['drama'],6.6
2038,MOVIE,The Weight of Gold,['US'],2020,Unknown,60,['documentation'],6.6
2037,MOVIE,Schoolgirls,['ES'],2020,Unknown,97,"['drama', 'european']",6.6
1810,MOVIE,The Number on Great-Grandpa's Arm,['US'],2018,PG,19,['documentation'],6.6
1518,MOVIE,Veronica Mars,['US'],2014,PG-13,107,"['comedy', 'drama', 'crime', 'thriller']",6.6
117,MOVIE,The Front Page,['US'],1933,Unknown,101,"['comedy', 'drama', 'romance', 'thriller', 'crime']",6.598
1040,MOVIE,Red,['US'],2008,R,93,"['drama', 'thriller', 'european']",6.594
1031,MOVIE,Live Free or Die Hard,"['GB', 'US']",2007,PG-13,128,"['thriller', 'action']",6.593
723,MOVIE,New Jack City,['US'],1991,R,97,"['drama', 'action', 'crime', 'thriller']",6.591
1928,MOVIE,The Way Back,"['CA', 'US']",2020,R,108,"['drama', 'sport']",6.591
2013,MOVIE,Out in the Open,"['PT', 'ES']",2019,Unknown,103,"['drama', 'thriller', 'western', 'european']",6.59
275,MOVIE,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,['US'],1972,R,87,['comedy'],6.586
1485,MOVIE,Ender's Game,['US'],2013,PG-13,113,"['scifi', 'action', 'fantasy', 'family']",6.586
1516,MOVIE,The Homesman,"['US', 'FR']",2014,R,122,"['western', 'drama', 'european']",6.586
794,MOVIE,Rosewood,['US'],1997,R,140,"['drama', 'thriller', 'action', 'history']",6.586
715,MOVIE,Robin Hood: Men in Tights,"['FR', 'US']",1993,PG-13,104,"['comedy', 'romance', 'european']",6.583
1273,MOVIE,Waist Deep,['US'],2006,R,97,"['drama', 'thriller', 'action', 'crime']",6.579
1074,MOVIE,Sex and the City,['US'],2008,R,145,"['drama', 'romance', 'comedy']",6.577
134,MOVIE,Dragnet Girl,['JP'],1933,Unknown,100,"['drama', 'romance', 'crime']",6.571
707,MOVIE,Final Destination,['US'],2000,R,98,"['horror', 'thriller']",6.571
1924,MOVIE,The Art of Self-Defense,['US'],2019,R,104,"['thriller', 'sport', 'action', 'comedy', 'crime', 'drama']",6.561
664,MOVIE,Smithereens,['US'],1983,R,94,"['drama', 'music']",6.56
2185,MOVIE,Halloween Kills,"['US', 'GB']",2021,R,105,"['horror', 'thriller', 'crime']",6.56
1835,MOVIE,The Children Act,"['GB', 'US']",2018,R,105,['drama'],6.558
1244,MOVIE,Tales from Earthsea,['JP'],2006,PG-13,115,"['animation', 'fantasy']",6.557
239,MOVIE,You Only Live Twice,['GB'],1967,PG,117,"['action', 'thriller']",6.549
665,MOVIE,Querelle,"['FR', 'DE']",1982,R,108,"['drama', 'european']",6.549
761,MOVIE,Hot Shots!,['US'],1991,PG-13,84,"['action', 'comedy']",6.546
974,MOVIE,"I Love You, Man",['US'],2009,R,103,"['comedy', 'romance']",6.544
2174,MOVIE,The Matrix Resurrections,"['DE', 'US', 'CA']",2021,R,148,"['scifi', 'action']",6.543
791,MOVIE,Hot Shots! Part Deux,['US'],1993,PG-13,86,"['comedy', 'action']",6.542
274,MOVIE,Rodan,['JP'],1956,PG,82,"['horror', 'scifi', 'action', 'drama']",6.542
140,MOVIE,Major Barbara,['GB'],1941,Unknown,121,['comedy'],6.536
540,MOVIE,Ghostbusters II,['US'],1989,PG,108,"['fantasy', 'comedy', 'scifi', 'action']",6.526
808,MOVIE,Star Trek: Generations,['US'],1994,PG,118,"['thriller', 'action', 'scifi']",6.524
1030,MOVIE,Basic,"['DE', 'US']",2003,R,98,"['thriller', 'crime', 'action', 'drama']",6.519
530,MOVIE,The Witches of Eastwick,['US'],1987,R,118,"['comedy', 'horror', 'fantasy']",6.509
1922,MOVIE,Wonder Woman 1984,['US'],2020,PG-13,151,"['action', 'fantasy']",6.509
271,MOVIE,Shaft,['US'],1971,R,100,"['thriller', 'action', 'crime']",6.509
1754,MOVIE,Kong: Skull Island,"['CN', 'US']",2017,PG-13,118,"['fantasy', 'action', 'scifi']",6.508
1055,MOVIE,He's Just Not That Into You,['US'],2009,PG-13,129,"['drama', 'comedy', 'european', 'romance']",6.507
637,MOVIE,A Midsummer Night's Sex Comedy,['US'],1982,PG,88,['comedy'],6.504
639,MOVIE,The French Lieutenant's Woman,['GB'],1981,R,124,"['romance', 'drama']",6.5
1023,MOVIE,My Big Fat Greek Wedding,"['US', 'CA']",2002,PG,95,"['comedy', 'drama', 'romance']",6.5
1524,MOVIE,RED 2,"['CA', 'FR', 'US']",2013,PG-13,113,"['comedy', 'thriller', 'action', 'crime']",6.5
1743,MOVIE,Foreign Wars,"['US', 'CO']",2016,Unknown,71,['documentation'],6.5
2215,MOVIE,The Many Saints of Newark,['US'],2021,R,120,"['drama', 'crime']",6.5
793,MOVIE,Sleeping with the Enemy,['US'],1991,R,97,"['drama', 'thriller']",6.5
1523,MOVIE,Let's Be Cops,['US'],2014,R,100,"['comedy', 'action', 'crime']",6.5
1860,MOVIE,The Last Movie Star,['US'],2018,R,104,['drama'],6.5
2341,MOVIE,Terry Bradshaw: Going Deep,['US'],2022,R,74,"['documentation', 'sport']",6.5
1133,MOVIE,Boycott,['US'],2001,PG,118,"['history', 'drama']",6.5
1878,MOVIE,Swiped: Hooking Up in the Digital Age,['US'],2018,PG,82,['documentation'],6.5
1451,MOVIE,Saving Pelican 895,[],2011,Unknown,39,['documentation'],6.5
821,MOVIE,And the Band Played On,['US'],1993,PG-13,2,"['drama', 'history']",6.5
1054,MOVIE,Empire Falls,['US'],2005,PG-13,197,"['drama', 'romance', 'thriller']",6.5
1829,MOVIE,Pete Holmes: Dirty Clean,['US'],2018,Unknown,75,"['comedy', 'documentation']",6.5
591,MOVIE,Colors,['US'],1988,R,120,"['drama', 'crime', 'action', 'romance', 'thriller']",6.5
1415,MOVIE,The Company Men,['US'],2011,R,104,['drama'],6.5
1393,MOVIE,Quartet,['GB'],2012,PG-13,98,"['drama', 'music', 'romance', 'comedy']",6.5
111,MOVIE,A Guy Named Joe,['US'],1944,Unknown,120,"['drama', 'romance', 'war', 'fantasy']",6.5
1979,MOVIE,Alabama Snake,['US'],2020,Unknown,85,"['documentation', 'crime']",6.5
1987,MOVIE,Gary Gulman: The Great Depresh,['US'],2019,Unknown,75,['comedy'],6.5
1988,MOVIE,Mogul Mowgli,"['GB', 'US']",2020,Unknown,89,['drama'],6.5
924,MOVIE,The World of Jacques Demy,"['BE', 'FR', 'ES']",1995,Unknown,90,"['documentation', 'european']",6.5
1996,MOVIE,Wild Card: The Downfall of a Radio Loudmouth,['US'],2020,Unknown,76,"['documentation', 'sport']",6.5
936,MOVIE,Lock-Up: The Prisoners of Rikers Island,['US'],1994,Unknown,75,"['documentation', 'crime']",6.5
336,MOVIE,The Shooting,['US'],1968,G,78,"['western', 'comedy']",6.5
883,MOVIE,True Crime,['US'],1999,R,127,"['thriller', 'action', 'drama', 'crime']",6.5
1661,MOVIE,Batman: Return of the Caped Crusaders,['US'],2016,PG,78,"['action', 'scifi', 'animation', 'comedy', 'crime', 'family']",6.5
270,MOVIE,Urban Cowboy,['US'],1980,PG,132,"['drama', 'romance', 'western']",6.5
1231,MOVIE,The Wild Thornberrys Movie,['US'],2002,PG,85,"['animation', 'comedy', 'family', 'fantasy']",6.5
234,MOVIE,Hooper,['US'],1978,PG,99,"['comedy', 'action']",6.5
2039,MOVIE,The Cold Blue,['US'],2019,Unknown,74,"['documentation', 'war']",6.5
2258,MOVIE,My Dead Dad,['US'],2022,Unknown,93,"['drama', 'comedy']",6.5
2398,MOVIE,House Party,['US'],2023,R,100,['comedy'],6.5
218,MOVIE,Girlfriends,['US'],1978,PG,86,"['drama', 'comedy']",6.5
2049,MOVIE,The Scheme,['US'],2020,Unknown,118,"['documentation', 'crime']",6.5
2254,MOVIE,Namoo,['KR'],2021,PG,12,['animation'],6.5
1327,MOVIE,D.L. Hughley: Unapologetic,['US'],2007,Unknown,51,"['comedy', 'documentation']",6.5
