,Type,Title,Country,Director,Cast,Release Year,Date Added,Rating,Duration,Genres,Vote Average
753,TV Show,Norsemen,Norway,Unknown,"Kåre Conradi, Silje Torp, Nils Jørgen Kaalstad, Marian Saastad Ottesen, Trond Fausa, Kristine Riis, Jon Øigarden, Henrik Mestad, Øystein Martinsen, Mikkel Bratt Silset, Mads Jørgensen, Nikis Theophilakis",2020,"July 22, 2020",TV-MA,3 Seasons,"International TV Shows, TV Comedies",7.8
1590,TV Show,Reboot: The Guardian Code,Canada,Unknown,"Ty Wood, Sydney Scotia, Ajay Friese, Gabriel Darku, Hannah Vandenbygaart, Timothy E. Brummund, Bob Frazer, Octavian Kaul, Nicholas Lea, Kirsten Robek, Alex Zahara",2018,"September 28, 2018",TV-Y7,2 Seasons,Kids' TV,7.8
1906,TV Show,Cyborg 009: Call of Justice,Japan,Unknown,"Keisuke Koumoto, Risa Taneda, Misato Fukuen, Takuya Sato, Satoshi Hino, Kenji Nomura, Mitsuaki Madono, Setsuji Sato, Haruki Ishiya, Ryo Sugisaki, Yui Makino, Kazuhiko Inoue, Yuko Kaida",2017,"February 10, 2017",TV-14,1 Season,"Anime Series, International TV Shows",7.8
2301,TV Show,NSU German History X,Germany,Unknown,"Anna Maria Mühe, Albrecht Schuch, Sebastian Urzendowsky, Almila Bagriacik, Tom Schilling, André Hennicke, Florian Lukas, Liv Lisa Fries, Sylvester Groth, Florian Stetter, Nina Gummich, Jonas Leonhardi, Ben Münchow, Maximilian Jaenisch",2016,"July 7, 2016",TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",7.8
1726,TV Show,Dragons: Race to the Edge,United States,Unknown,"Jay Baruchel, America Ferrera, T.J. Miller, Christopher Mintz-Plasse, Andree Vermeulen, Zack Pearlman",2018,"February 16, 2018",TV-Y7,6 Seasons,"Kids' TV, TV Action & Adventure",7.8
1546,TV Show,Transfers,"France, Belgium",Unknown,"Arieh Worthalter, Brune Renault, Toinette Laquiere, Steve Tientcheu, Pili Groyne, Patrick Descamps, Patrick Raynal, Juliette Plumecocq-Mech, Sébastien Chassagne, Alexis Loret, Aissatou Diop",2017,"November 8, 2018",TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Sci-Fi & Fantasy",7.8
380,TV Show,Big Time Rush,United States,Unknown,"Kendall Schmidt, James Maslow, Carlos Pena, Logan Henderson, Ciara Bravo, Stephen Kramer Glickman, Tanya Chisholm, Challen Cates, Erin Sanders, Matt Riedy",2013,"March 26, 2021",TV-G,4 Seasons,Kids' TV,7.795
1224,TV Show,Apache: The Life of Carlos Tevez,Argentina,Unknown,"Balthazar Murillo, Vanesa González, Alberto Ajaka, Sofía Gala Castiglione, Patricio Contreras, Matías Recalt, Osqui Guzmán, Roberto Vallejos, Diego Gallardo",2019,"August 16, 2019",TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",7.794
1506,TV Show,Flowers,United Kingdom,Unknown,"Olivia Colman, Julian Barratt, Daniel Rigby, Sophia Di Martino, Leila Hoffman, Will Sharpe, Harriet Walter",2018,"December 15, 2018",TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies",7.788
1463,TV Show,Black Earth Rising,United Kingdom,Unknown,"Michaela Coel, John Goodman, Abena Ayivor, Noma Dumezweni, Ronald Guttman, Danny Sapani, Harriet Walter, Tyrone Huggins, Emmanuel Imani, Lucian Msamati, Tamara Tunie",2018,"January 25, 2019",TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas",7.786
677,TV Show,The Duchess,United Kingdom,Unknown,"Katherine Ryan, Rory Keenan, Katy Byrne, Doon Mackichan, Steen Raskopoulos, Michelle de Swarte, Sophie Fletcher",2020,"September 11, 2020",TV-MA,1 Season,"British TV Shows, International TV Shows, TV Comedies",7.786
2508,TV Show,Yunus Emre,Turkey,Unknown,"Gökhan Atalay, Payidar Tüfekçioglu, Baran Akbulut, Mehmet Çepiç, Seda Tosun, Mehmet Ali Tuncer, Asuman Çakır, Müge Uyar, Rüzgar Aksoy, Ergun Taş, Sedat Erdiş, Ahmet Talay, Umut Tanyolu, Murat Ercanlı, Birand Tunca, Atilla Kiliç, Saygin Asan, Emrah Girgin",2016,"January 17, 2017",TV-PG,2 Seasons,"International TV Shows, TV Dramas",7.784
734,TV Show,World's Most Wanted,United States,Unknown,Unknown,2020,"August 5, 2020",TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows",7.781
1503,TV Show,Ellen DeGeneres: Relatable,United States,"Joel Gallen, Tig Notaro",Ellen DeGeneres,2018,"December 18, 2018",TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",7.778
521,TV Show,Teen Mom 2,United States,Unknown,"Jenelle Evans, Chelsea Houska, Kailyn Lowry, Leah Messer",2011,"December 15, 2020",TV-14,2 Seasons,Reality TV,7.776
376,TV Show,Haunted: Latin America,"United States, Mexico",Adrián García Bogliano,Unknown,2021,"March 31, 2021",TV-14,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows",7.774
2160,TV Show,Goldie & Bear,United States,Unknown,"Natalie Lander, Georgie Kidder",2017," October 31, 2018",TV-Y,2 Seasons,Kids' TV,7.774
2184,TV Show,Hinterland,United Kingdom,Unknown,"Richard Harrington, Mali Harries, Hannah Daniel, Alex Harries, Aneirin Hughes, Daniel Rochford",2016,"August 1, 2017",TV-14,3 Seasons,"British TV Shows, Crime TV Shows, International TV Shows",7.773
543,TV Show,Alien Worlds,United Kingdom,Unknown,Unknown,2020,"December 2, 2020",TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",7.772
691,TV Show,Bookmarks,United States,Unknown,Marley Dias,2020,"September 1, 2020",TV-Y,1 Season,Kids' TV,7.769
219,TV Show,Too Hot to Handle,United States,Unknown,Desiree Burch,2021,"June 23, 2021",TV-MA,2 Seasons,"Reality TV, Romantic TV Shows",7.768
274,TV Show,Human: The World Within,Unknown,Unknown,Unknown,2021,"June 4, 2021",TV-PG,1 Season,"Docuseries, Science & Nature TV",7.766
1894,TV Show,Samurai Gourmet,Japan,Unknown,"Naoto Takenaka, Tetsuji Tamayama, Honami Suzuki",2017,"March 17, 2017",TV-PG,1 Season,"International TV Shows, TV Dramas",7.764
110,TV Show,Cooking With Paris,United States,Unknown,Paris Hilton,2021,"August 4, 2021",TV-MA,1 Season,Reality TV,7.762
2378,TV Show,Sensitive Skin,Canada,Unknown,"Kim Cattrall, Don McKellar, Nicolas Wright, Joanna Gleason, Colm Feore, Clé Bennett, Bob Martin, Elliott Gould",2016," December 1, 2019",TV-MA,1 Season,TV Comedies,7.76
85,TV Show,Korean Cold Noodle Rhapsody,Unknown,Unknown,Paik Jong-won,2021,"August 20, 2021",TV-PG,1 Season,"Docuseries, International TV Shows",7.759
1235,TV Show,Knightfall,United States,Unknown,"Tom Cullen, Jim Carter, Pádraic Delaney, Simon Merrells, Julian Ovenden, Olivia Ross, Ed Stoppard, Sabrina Bartlett, Bobby Schofield, Sarah-Sofie Boussnina",2019,"August 13, 2019",TV-MA,2 Seasons,TV Dramas,7.759
2068,TV Show,Cabins in the Wild with Dick Strawbridge,United Kingdom,Unknown,"Dick Strawbridge, William Hardie",2017,"September 15, 2018",TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV",7.75
1837,TV Show,Daughters of Destiny,United States,Vanessa Roth,Unknown,2017,"July 28, 2017",TV-14,1 Season,Docuseries,7.748
1978,TV Show,Justin Time,Canada,Unknown,"Gage Munroe, Scott McCord, Jenna Warren",2012,"April 1, 2016",TV-Y,2 Seasons,Kids' TV,7.736
493,TV Show,Best Leftovers Ever!,United States,Unknown,"Jackie Tohn, David So, Rosemary Shrager",2020,"December 30, 2020",TV-G,1 Season,Reality TV,7.735
1040,TV Show,ARASHI's Diary -Voyage-,Japan,Unknown,Arashi,2019,"December 31, 2019",TV-PG,1 Season,"Docuseries, International TV Shows",7.732
661,TV Show,Ratched,United States,Unknown,"Sarah Paulson, Finn Wittrock, Judy Davis, Sharon Stone, Cynthia Nixon, Jon Jon Briones, Charlie Carver",2020,"September 18, 2020",TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries",7.727
198,TV Show,Big Timber,Unknown,Unknown,Unknown,2020,"July 2, 2021",TV-14,1 Season,"International TV Shows, Reality TV",7.727
1186,TV Show,Inmates,India,Unknown,"Kashyap Kapoor, Ashish Verma, Raghav Raj Kakker, Mukti Mohan, Akanksha Thakur",2017,"October 1, 2019",TV-MA,1 Season,"International TV Shows, TV Comedies",7.726
1579,TV Show,YG Future Strategy Office,South Korea,Unknown,"Seungri, Yoo Byung Jae, Lee Jai-jin, Jinu, Son Se-bin, Kim Ga-eun, Park Choong-hwan, Baek Yeong-gwang, Choi Sin-deuk",2018,"October 5, 2018",TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Comedies",7.726
241,TV Show,The Last Dance,United States,Unknown,"Michael Jordan, Scottie Pippen, Dennis Rodman",2020,"June 19, 2021",TV-MA,1 Season,Docuseries,7.714
2246,TV Show,License to Drill: Louisiana,Canada,Unknown,Unknown,2014,"October 2, 2019",TV-PG,1 Season,Reality TV,7.707
524,TV Show,Tiny Pretty Things,United States,Unknown,"Lauren Holly, Kylie Jefferson, Casimere Jollette, Brennan Clost, Barton Cowperthwaite, Bayardo De Murguia, Damon J. Gillespie, Anna Maiche, Daniela Norman, Michael Hsu Rosen, Tory Trowbridge",2020,"December 14, 2020",TV-MA,1 Season,"TV Dramas, TV Mysteries, TV Thrillers",7.7
49,TV Show,Money Heist: From Tokyo to Berlin,Unknown,"Luis Alfaro, Javier Gómez Santander",Unknown,2021,"September 3, 2021",TV-MA,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows",7.7
1205,TV Show,Marianne,France,Unknown,"Victoire Du Bois, Lucie Boujenah, Tiphaine Daviot, Ralph Amoussou, Bellamine Abdelmalek, Mehdi Meskar, Alban Lenoir, Mireille Herbstmeyer, Corinne Valancogne, Patrick d'Assumçao, Pierre Aussedat",2019,"September 13, 2019",TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror",7.7
2415,TV Show,The Andy Griffith Show,United States,Unknown,"Andy Griffith, Ron Howard, Don Knotts, Frances Bavier, Howard McNear, Hope Summers",1967," July 1, 2017",TV-G,8 Seasons,"Classic & Cult TV, TV Comedies",7.7
21,TV Show,The Smart Money Woman,Unknown,Bunmi Ajakaiye,"Osas Ighodaro, Ini Dima-Okojie, Kemi Lala Akindoju, Toni Tones, Ebenezer Eno, Eso Okolocha DIke, Patrick Diabuah, Karibi Fubara, Temisan Emmanuel, Timini Egbuson",2020,"September 16, 2021",TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",7.7
254,TV Show,Let's Eat,Unknown,Sarawut Wichiensarn,"Apinya Sakuljaroensuk, Mawin Taweephol, Nat Sakdatorn, Maneerat Kham-uan, Jaturong Mokjok, Pisamai Wilaisak, Rudklao Amratisha, Chatchaya Suthisuwan, Panapong Khaisang, May Haas",2021,"June 16, 2021",TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",7.7
2002,TV Show,Şubat,Turkey,Unknown,"Alican Yücesoy, Melisa Sözen, Musa Uzunlar, Serkan Ercan, Özkan Uğur, Ülkü Duru, Tansu Biçer, Nadir Sarıbacak, Sermet Yeşil, Ayhan Kavas",2013,"January 17, 2017",TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",7.7
537,TV Show,100 Days My Prince,South Korea,Unknown,"Doh Kyung-soo, Nam Ji-hyun, Cho Seong-ha, Cho Han-cheul, Kim Seon-ho, Han So-hee",2018,"December 7, 2020",TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",7.7
1708,TV Show,Requiem,United Kingdom,Unknown,"Lydia Wilson, Joel Fry, Brendan Coyle, James Frecheville, Claire Rushbrook, Joanna Scanlan, Pippa Haywood, Tara Fitzgerald, Richard Harrington, Sian Reese-Williams",2018,"March 23, 2018",TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas",7.692
526,TV Show,Grizzy et les Lemmings,France,Unknown,"Pierre-Alain de Garrigues, Josselin Charier",2018,"December 12, 2020",TV-Y,2 Seasons,"Kids' TV, TV Comedies",7.686
331,TV Show,Fatma,Turkey,Unknown,"Burcu Biricik, Uğur Yücel, Mehmet Yılmaz Ak, Hazal Türesan, Gülçin Kültür Şahin, Olgun Toker, Çağdaş Onur Öztürk, Şehsuvar Aktaş, Deniz Şen Hamzaoğlu, Didem İnselel",2021,"April 27, 2021",TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers",7.682
733,TV Show,The Rain,"Denmark, United States",Unknown,"Alba August, Lucas Lynggaard Tønnesen, Mikkel Boe Følsgaard, Lukas Løkken, Jessica Dinnage, Sonny Lindberg, Angela Bundalovic, Lars Simonsen",2020,"August 6, 2020",TV-MA,3 Seasons,"International TV Shows, TV Dramas, TV Mysteries",7.676
456,TV Show,Zig & Sharko,France,Unknown,Unknown,2019,"February 1, 2021",TV-Y7,2 Seasons,"Kids' TV, TV Comedies",7.674
1348,TV Show,The Princess Weiyoung,China,Unknown,"Tiffany Tang, Luo Jin, Vanness Wu, Rachel Momo, Hsin Ai Lee",2016,"May 10, 2019",TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",7.671
857,TV Show,Scissor Seven,China,He Xiaofeng,"He Xiaofeng, Jiang Guangtao, Duan Yixuan, Zhu Rongrong, Wen Sen, Jiang Huiqin, Ban Ma, Ronny Chieng, Shinji Saito, Daniel Sosa",2020,"May 7, 2020",TV-MA,2 Seasons,"International TV Shows, TV Action & Adventure, TV Comedies",7.667
1400,TV Show,Ultraman,"United States, Japan",Unknown,"Ryohei Kimura, Takuya Eguchi, Megumi Han, Hideyuki Tanaka, Sumire Morohoshi, Ken Uo, Shigeru Ushiyama, Ryota Takeuchi, Eiji Hanawa, Hirokazu Sekido, Minoru Shiraishi, Kenjiro Tsuda, Hiroaki Hirata, Kaiji Soze",2019,"April 1, 2019",TV-14,1 Season,"Anime Series, International TV Shows",7.667
2192,TV Show,Humsafar,Pakistan,Unknown,"Fawad Khan, Mahira Khan, Atiqa Odho, Naveen Waqar, Sara Kashif",2011,"December 15, 2016",TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",7.659
1482,TV Show,COMEDIANS of the world,United States,Unknown,"Neal Brennan, Chris D'Elia, Nicole Byer, Nick Swardson, DeAnne Smith, Ivan Decker, Dave Merheje, K. Trevor Wilson, Joel Dommett, Mae Martin, Nish Kumar, Ellie Taylor, Urzila Carlson, Joel Creasey, Nazeem Hussain, Cal Wilson, Riaad Moosa, Tumi Morake, Loyiso Gola, Loyiso Madinga, Atul Khatri, Aditi Mittal, Amit Tandon, Franco Escamilla, Hugo El Cojo Feliz, Gaby Llanas, Enissa Amani, Ilka Bessin, Kaya Yanar, Thiago Ventura, Mhel Merrer, Afonso Padilha, Shirley Souagnon, Jason Brokerss, Tania Dutel, Donel Jack'sman, Ibraheem Alkhairallah, Rawsan Hallak, Adi Khalefa, Moayad Alnefaie, Louis-José Houde, François Bellefeuille, Katherine Levac, Adib Alkhalidey, Martijn Koning, Soundos El Ahmadi, Rayen Panday",2019,"January 1, 2019",TV-MA,13 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",7.659
1873,TV Show,The Keepers,United States,Unknown,Unknown,2017,"May 19, 2017",TV-MA,1 Season,"Crime TV Shows, Docuseries, TV Mysteries",7.653
1408,TV Show,The Eagle of El-Se'eed,Unknown,Unknown,"Mohamed Ramadan, Sayed Rajab, Dorra Zarrouk, Dina Talaat, Aida Reyad",2018,"March 25, 2019",TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",7.649
1321,TV Show,Super Monsters Monster Pets,United States,Unknown,"Erin Mathews, Kathleen Barr, Chiara Zanni, Rebecca Shoichet, Sabrina Pitre, Ingrid Nilson, Alessandro Juliani, Elyse Maloway, Vincent Tong",2019,"June 7, 2019",TV-Y,1 Season,Kids' TV,7.648
2417,TV Show,The Beginning of Life: The Series,Brazil,Estela Renner,Unknown,2016,"November 11, 2016",TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",7.646
544,TV Show,Check The Store Next Door: The Next Chapter,Indonesia,Unknown,"Ernest Prakasa, Chew Kin Wah, Dion Wiyoko, Morgan Oey, Anggika Bolsterli, Arie Kriting, Yusril Fahriza, Awwe, Adjis Doaibu, Aci Resti, Bintang Emon, Jenny Zhang, Soleh Solihun, Denny Gitong",2020,"December 2, 2020",TV-14,2 Seasons,"International TV Shows, TV Comedies, TV Dramas",7.625
1917,TV Show,Heaven's Garden,South Korea,Unknown,"Bul-am Choi, Ho-Jeong Yoo, Sae-ron Kim, Chan-hee Kang, Woo-Sung Hyun, An Seo Hyun, Ho-Jin Kim",2011,"December 15, 2016",TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",7.625
1574,TV Show,Blood Pact,Brazil,Unknown,"Guilherme Fontes, Ravel Cabral, Jonathan Haagensen, André Ramiro, Adriano Garib, Mel Lisboa, Cristina Lago",2018,"October 10, 2018",TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",7.625
830,TV Show,Trailer Park Boys: The Animated Series,Canada,"Norm Hiscock, Gary Howsam, Mike Smith, John Paul Tremblay, Robb Wells","Mike Smith, John Paul Tremblay, Robb Wells, John Dunsworth, Pat Roach, Cory Bowles, Jacob Rolfe, Tyrone Parsons, Sarah Dunsworth, Jeanna Harrison, Marguerite McNeil",2020,"May 22, 2020",TV-MA,2 Seasons,TV Comedies,7.624
1585,TV Show,Monty Python's Personal Best,"United States, United Kingdom",Unknown,"John Cleese, Terry Gilliam, Terry Jones, Graham Chapman, Michael Palin, Eric Idle",2005,"October 2, 2018",TV-MA,1 Season,"British TV Shows, TV Comedies",7.624
1980,TV Show,Netflix Presents: The Characters,United States,Unknown,"Lauren Lapkus, John Early, Henry Zebrowski, Kate Berlant, Natasha Rothwell, Paul W. Downs, Tim Robinson, Dr. Brown",2016,"March 11, 2016",TV-MA,1 Season,TV Comedies,7.619
1392,TV Show,Rimba Racer,Malaysia,Unknown,"Steven Tan, Iain McNally, Chi-Ren Choong, Kevin Adrian Barnaby, Tikriti Shabudin, Sherilyn Pang Li Ching, Azman Zulkiply",2017,"April 5, 2019",TV-PG,1 Season,Kids' TV,7.613
2466,TV Show,The Story of Us with Morgan Freeman,United States,Unknown,Morgan Freeman,2017,"February 1, 2019",TV-14,1 Season,Docuseries,7.609
1958,TV Show,When I See You Again,Taiwan,Unknown,"Jasper Liu, Mandy Wei, Jet Chao, Ivy Shao, Tina Chou, Kao Meng-Chieh",2015,"October 1, 2016",TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",7.609
401,TV Show,Last Chance U: Basketball,Unknown,Unknown,Unknown,2021,"March 10, 2021",TV-MA,1 Season,Docuseries,7.605
1349,TV Show,The Society,United States,Unknown,"Kathryn Newton, Gideon Adlon, Sean Berdy, Natasha Liu Bordizzo, Jacques Colimon, Olivia DeJonge, Alex Fitzalan, Kristine Froseth, José Julián, Alex MacNicoll, Toby Wallace, Rachel Keller",2019,"May 10, 2019",TV-MA,1 Season,"TV Dramas, Teen TV Shows",7.601
868,TV Show,Reckoning,"Australia, United States",Unknown,"Aden Young, Sam Trammell, Simone Kessell, Laura Gordon, Gloria Garayua, Mitzi Ruhlmann, Milly Alcock, Ed Oxenbould, Finn Little, Anthony Phelan, Diana Glenn, Lauren Pegus",2019,"May 1, 2020",TV-MA,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",7.601
1885,TV Show,The Get Down,United States,Unknown,"Justice Smith, Shameik Moore, Herizen Guardiola, Skylan Brooks, Tremaine Brown,  Jr., Yahya Abdul-Mateen II, Jimmy Smits, Giancarlo Esposito, Kevin Corrigan, Stefanee Martin, Shyrley Rodriguez, Eric Bogosian, Michel Gill, Mamoudou Athie",2017,"April 7, 2017",TV-MA,2 Seasons,TV Dramas,7.6
1667,TV Show,Club de Cuervos Presents: The Ballad of Hugo Sánchez,United States,Unknown,"Jesús Zavala, Ianis Guerrero, Mauro Mauad, Renato Gutz, Raúl Briones, Markin López, Guillermo Dorantes, Martha Claudia Moreno, Aldo Escalante, Sergio Mayer, Paola Moreno, Pedro Miguel Arce",2018,"June 18, 2018",TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",7.6
621,TV Show,Fireman Sam,United Kingdom,Unknown,"Steven Kynman, David Carling, Tegwen Tucker, Su Douglas, Andrew Hodwitz, Dave Pender, Lily Cassano, Carter Treneer, Sarah Lynn Strange",2018,"October 15, 2020",TV-Y,4 Seasons,"British TV Shows, Kids' TV",7.6
2507,TV Show,Yu-Gi-Oh! Arc-V,"Japan, Canada",Unknown,"Mike Liscio, Emily Bauer, Billy Bob Thompson, Alyson Leigh Rosenfeld, Michael Crouch",2015,"May 1, 2018",TV-Y7,2 Seasons,"Anime Series, Kids' TV",7.6
869,TV Show,DRIFTING DRAGONS,Japan,Unknown,"Tomoaki Maeno, Sora Amamiya, Soma Saito, Kana Hanazawa, Junichi Suwabe, Tomokazu Seki, Takahiro Sakurai, Kohsuke Toriumi, Rie Kugimiya, Kentaro Kumagai, Makoto Furukawa, Takashi Matsuyama, Shunsuke Takeuchi, Yuto Uemura, Chinatsu Akasaki, Junya Enoki, Kazuhiko Inoue, Hiroo Sasaki",2020,"April 30, 2020",TV-14,1 Season,"Anime Series, International TV Shows",7.6
2499,TV Show,Wild Arabia,United Kingdom,Unknown,Alexander Siddig,2013,"March 31, 2017",TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",7.6
1056,TV Show,Twice Upon A Time,France,Unknown,"Gaspard Ulliel, Freya Mavor",2019,"December 19, 2019",TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",7.6
1062,TV Show,Girls und Panzer,Japan,Tsutomu Mizushima,"Mai Fuchigami, Ai Kayano, Mami Ozaki, Ikumi Nakagami, Yuka Iguchi, Misato Fukuen, Mikako Takahashi, Kana Ueda",2012,"December 15, 2019",TV-PG,1 Season,"Anime Series, International TV Shows",7.6
1552,TV Show,Fate/EXTRA Last Encore,Japan,Unknown,"Atsushi Abe, Sakura Tange, Kana Ueda, Hiroshi Kamiya, Noriko Shitaya, Kohsuke Toriumi, Urara Takano, Ai Nonaka, Kunihiko Yasui, Takahiro Mizushima",2018,"October 30, 2018",TV-MA,2 Seasons,"Anime Series, International TV Shows",7.6
1533,TV Show,Eternal Love,China,Unknown,"Yang Mi, Mark Chao, Dilraba Dilmurat, Ken Chang, Vengo Gao, Huang Mengying",2017,"November 17, 2018",TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",7.6
1051,TV Show,CAROLE & TUESDAY,Japan,Unknown,"Miyuri Shimabukuro, Kana Ichinose, Akio Otsuka, Miyu Irino, Sumire Uesaka, Hiroshi Kamiya, Mamoru Miyano, Kenyu Horiuchi, Tomoko Miyadera, Takahiro Sakurai, Maaya Sakamoto, Hiroki Yasumoto",2019,"December 24, 2019",TV-MA,2 Seasons,"Anime Series, International TV Shows, Teen TV Shows",7.6
2223,TV Show,Khelti Hai Zindagi Aankh Micholi,India,Unknown,"Ulka Gupta, Gautami Kapoor, Reema Shaikh, Vinay Jain, Manav Gohil, Helly Shah",2013,"April 1, 2017",TV-14,1 Season,"International TV Shows, TV Dramas",7.591
2009,TV Show,A Man Called God,South Korea,Unknown,"Song Il-gook, Han Chae-young, Kim Min-jong, Go Eun Han, Jung Hoon Lee, Nam Da-Reum, Yoo In-young",2010,"March 12, 2019",TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",7.576
2124,TV Show,Emogenius,United States,Unknown,Hunter March,2017,"December 15, 2018",TV-PG,1 Season,Reality TV,7.575
965,TV Show,DreamWorks Shrek's Swamp Stories,United States,Unknown,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas, Kristen Schaal, Simon Cowell, Gilles Marini, Charlotte Newhouse, Dean Edwards, Cody Cameron, Christopher Knights, Conrad Vernon",2008,"February 17, 2020",TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies",7.575
678,TV Show,Greenleaf,United States,Unknown,"Merle Dandridge, Kim Hawthorne, Desiree Ross, Lamman Rucker, Tye White, Lynn Whitfield, Deborah Joy Winans, Keith David, Lovie Simone, Gregory Alan Williams, Oprah Winfrey",2020,"September 10, 2020",TV-14,5 Seasons,TV Dramas,7.563
848,TV Show,The Wiggles,Australia,Unknown,"Anthony Field, Lachlan Gillespie, Simon Pryce, Emma Watkins, Paul Paddick",2015,"May 15, 2020",TV-Y,2 Seasons,Kids' TV,7.559
1181,TV Show,Cheese in the Trap,South Korea,Lee Yoon-jung,"Park Hae-Jin, Kim Go-eun, Seo Kang-jun, Lee Sung-kyoung, Nam Joo-hyuk, Park Min-ji, Hwang Seog-jeong, Son Byung-ho, Ahn Kil-kang",2016,"October 1, 2019",TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",7.555
625,TV Show,Social Distance,United States,Unknown,"Danielle Brooks, Oscar Nuñez, Mike Colter, Heather Burns, Okieriete Onaodowan, Ajay Naidu, Shakira Barrera, Steven Weber, Helena Howard, Daphne Rubin-Vega, Guillermo Díaz, Miguel Sandoval, Camila Perez, Gianna Aragon, Tom Costanzo, Luca Costanzo, Olli Haaskivi, Marsha Stephanie Blake, Isabella Ferreira, Rocco Luna, Larita Brooks, Misha Brooks, Liam Foley, Zoë Verbil, Anthony Norman, Brian Jordan Alvarez, Max Jenkins, Peter Vack, Rana Roy, Peter Scanavino, Ali Ahn, Tami Sagher, Barbara Rosenblat, Michael Mulheren, Leo Bai-Scanavino, Becky Ann Baker, Dylan Baker, Marcia DeBonis, Raymond Anthony Thomas, Sunita Mani, Kylie Liya Page, David Iacono, Lachlan Riley Watson, Niles Fitch, Will Meyers, Ava DeMary, Lydia Look, Asante Blackk, Ayize Ma'at, Lovie Simone",2020,"October 15, 2020",TV-MA,1 Season,"TV Comedies, TV Dramas",7.551
2113,TV Show,"Drugs, Inc.",United States,Unknown,Mike Secher,2015,"March 23, 2019",TV-MA,1 Season,"Crime TV Shows, Docuseries",7.548
1270,TV Show,3Below: Tales of Arcadia,United States,Unknown,"Tatiana Maslany, Diego Luna, Nick Offerman, Nick Frost, Glenn Close, Alon Aboutboul, Hayley Atwell, Darin De Paul, Andy Garcia, Cheryl Hines, Tom Kenny, Chris Obi, Cole Sand, Frank Welker, Steven Yeun",2019,"July 12, 2019",TV-Y7,2 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",7.542
967,TV Show,Taj Mahal 1989,India,Unknown,"Neeraj Kabi, Geetanjali Kulkarni, Danish Husain, Sheeba Chaddha, Paras Priyadarshan, Anshul Chauhan, Anud Singh Dhaka, Shirin Sewani, Mihir Ahuja, Vasundhara Rajput",2020,"February 14, 2020",TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",7.542
70,TV Show,Rebellion,Ireland,Unknown,"Charlie Murphy, Ruth Bradley, Sarah Greene, Brian Gleeson, Michelle Fairley, Ian McElhinney, Michael Ford-FitzGerald, Paul Reid, Barry Ward, Tom Turner, Perdita Weeks, Andrew Simpson, Sophie Robinson",2016,"August 27, 2021",TV-MA,2 Seasons,"International TV Shows, TV Dramas",7.538
1649,TV Show,Jimmy: The True Story of a True Idiot,Japan,Unknown,"Akiyoshi Nakao, Tetsuji Tamayama, Hiroyuki Onoue, Shinji Rokkaku, Ikuji Nakamura, Yasuhi Nakamura, Mari Hamada",2018,"July 20, 2018",TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",7.536
