,Type,Title,Country,Director,Cast,Release Year,Date Added,Rating,Duration,Genres,Vote Average
1799,TV Show,Star Trek: Enterprise,United States,Unknown,"Scott Bakula, John Billingsley, Jolene Blalock, Dominic Keating, Anthony Montgomery, Linda Park, Connor Trinneer",2004,"October 1, 2017",TV-14,4 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Sci-Fi & Fantasy",6.5
399,TV Show,The One,United Kingdom,Unknown,"Hannah Ware, Zoë Tapper, Dimitri Leonidas, Amir El-Masry, Lois Chimimba, Eric Kofi-Abrefa, Pallavi Sharda, Jana Pérez, Diarmaid Murtagh, Gregg Chillin, Wilf Scolding, Stephen Campbell Moore, Simone Kirby, Albano Jerónimo, Eduardo Lloveras, Miguel Amorim",2021,"March 12, 2021",TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",6.5
1847,TV Show,Breakout,Unknown,Unknown,"Jeanette Aw, Elvin Ng, Zhou Ying, Christopher Lee, Dai Xiangyu, Guo Liang",2010,"July 1, 2017",TV-14,1 Season,"International TV Shows, TV Dramas",6.5
767,TV Show,The Twelve,Belgium,Wouter Bouvijn,"Maaike Neuville, Charlotte De Bruyne, Tom Vermeir, Mieke De Groote, Johan Heldenbergh, Zouzou Ben Chikha, Peter Gorissen, Piet De Praitere, Maaike Cafmeyer, Josse De Pauw, Greet Verstraete, Koen De Sutter, Isabelle Van Hecke, Lynn Van Royen",2019,"July 10, 2020",TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",6.5
1854,TV Show,Gypsy,"United States, United Kingdom",Unknown,"Naomi Watts, Billy Crudup, Sophie Cookson, Karl Glusman, Poorna Jagannathan, Brooke Bloom, Lucy Boynton, Melanie Liburd, Brenda Vaccaro, Maren Heary, Blythe Danner",2017,"June 30, 2017",TV-MA,1 Season,TV Dramas,6.5
831,TV Show,Mystic Pop-up Bar,South Korea,Unknown,"Hwang Jung-eum, Yook Sung-jae, Choi Won-young, Lee Jun-hyeok, Jeong Da-eun, Na In-woo, Yeom Hye-ran, Park Eun-hye, Park Si-eun, Song Geon-hee, Kim Hee-jung, Ahn Tae-hwan",2020,"May 21, 2020",TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Comedies",6.5
1538,TV Show,Beyblade Burst Evolution,Unknown,Unknown,"Marina Inoue, Ryoko Shiraishi, Takuma Terashima, Junko Takeuchi, Fumihiro Okabayashi, Yu Kobayashi, Ayahi Takagaki",2017,"November 15, 2018",TV-Y,1 Season,"Anime Series, Kids' TV",6.5
771,TV Show,Stateless,Australia,Unknown,"Yvonne Strahovski, Jai Courtney, Cate Blanchett, Asher Keddie, Fayssal Bazzi, Dominic West",2020,"July 8, 2020",TV-MA,1 Season,"International TV Shows, TV Dramas",6.5
2032,TV Show,Bad Education,United Kingdom,Unknown,"Jack Whitehall, Mathew Horne, Sarah Solemani, Michelle Gomez, Nikki Runeckles, Kae Alexander, Layton Williams, Ethan Lawrence, Charlie Wernham, Jack Binstead, Jack Bence, Harry Enfield",2014," December 15, 2018",TV-MA,3 Seasons,"British TV Shows, TV Comedies",6.476
813,TV Show,Supernatural,"United States, Canada",Phil Sgriccia,"Jared Padalecki, Jensen Ackles, Mark Sheppard, Misha Collins, Jim Beaver, Andrea Menard, Samantha Smith, Mark Pellegrino, Alexander Calvert",2019,"June 5, 2020",TV-14,15 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Horror",6.47
1875,TV Show,Kazoops!,Australia,Unknown,"Reece Pockney, Scott Langley, Alex Babic, Gemma Harvey, Jessica Hann, Emma Tate",2017,"May 5, 2017",TV-Y,3 Seasons,Kids' TV,6.455
2080,TV Show,Cheers,United States,Unknown,"Ted Danson, Rhea Perlman, George Wendt, John Ratzenberger, Shelley Long, Kirstie Alley, Woody Harrelson, Kelsey Grammer, Nicholas Colasanto",1992," July 1, 2017",TV-PG,11 Seasons,"Classic & Cult TV, TV Comedies",6.4
2098,TV Show,Dance Academy,Australia,Unknown,"Xenia Goodwin, Alicia Banit, Dena Kaplan, Isabel Durant, Thom Green, Jordan Rodrigues, Thomas Lacey, Tim Pocock, Tara Morice",2013,"December 20, 2017",TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",6.4
1226,TV Show,Diagnosis,United States,Unknown,Lisa Sanders,2019,"August 16, 2019",TV-14,1 Season,"Docuseries, Science & Nature TV",6.4
312,TV Show,Use For My Talent,Unknown,Cai Cong,"Shen Yue, Jasper Liu, Dai Yunfan, Yan An, Su Mengdi, Huang Sirui, Charles Lin, Tan Quan, Xiao Ran",2021,"May 12, 2021",TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",6.39
1670,TV Show,The Staircase,France,Unknown,Unknown,2018,"June 8, 2018",TV-MA,1 Season,"Crime TV Shows, Docuseries, TV Mysteries",6.389
1476,TV Show,Hardy Bucks,Ireland,Unknown,"Martin Maloney, Owen Colgan, Chris Tordoff, Peter Cassidy, Tom Kilgallon, Michael Salmon, Wayne Lynch, Tommy Miller",2018,"January 11, 2019",TV-MA,4 Seasons,TV Comedies,6.375
223,TV Show,Bangkok Love Stories: Innocence,Thailand,Unknown,"Nida Patcharaveerapong, Nicole Theriault, Nattapol Diloknawarit, Tosatid Darnkhuntod, Narupornkamol Chaisang, Pavadee Komchokpaisan, Kawin Manonukul, Ponlawit Ketprapakorn, Rudklao Amratisha, Paramej Noiam, Tachakorn Boonlupyanun, Teera Pratumtree, Nawarat Techarathanaprasert, Naphon Phromsuwan",2018,"June 19, 2021",TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",6.333
2383,TV Show,Sid the Science Kid,United States,Unknown,"Drew Massey, Julianne Buescher, Victor Yerrid, Alice Dinnean, Donna Kimball, John Munro Cameron, Kristin Charney",2008,"March 31, 2020",TV-Y,1 Season,Kids' TV,6.318
2337,TV Show,Power Rangers Lost Galaxy,"United States, France, Japan",Unknown,"Archie Kao, Reggie Rolle, Danny Slavin, Valerie Vernon, Cerina Vincent, Russell Lawrence, Amy Miller, Melody Perkins, Kazuki Maehara, Eri Tanaka, Terence J. Rotolo, Hiroshi Tsuchida, Tom Whyte, Bob Papenbrook, Mari Maruta",1999,"January 1, 2016",TV-Y7,1 Season,Kids' TV,6.3
1094,TV Show,The Dragon Prince,"United States, Canada",Unknown,"Jack De Sena, Paula Burrows, Sasha Rojen, Jason Simpson, Racquel Belmonte, Jesse Inocalla, Luc Roderique, Jonathan Holmes, Adrian Petriw",2019,"November 22, 2019",TV-Y7,3 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",6.3
681,TV Show,La Línea: Shadow of Narco,Spain,Pepe Mora,Unknown,2020,"September 9, 2020",TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",6.3
1554,TV Show,DreamWorks Spooky Stories,United States,Unknown,"Antonio Banderas, Hugh Laurie, Mike Myers, Reese Witherspoon, Seth Rogen, Kristen Schaal, Dean Edwards",2009,"October 25, 2018",TV-PG,1 Season,"Kids' TV, TV Comedies",6.3
2140,TV Show,Flowering Heart,South Korea,Unknown,"Choi Da-in, Yang Se-na, Gim Chae-eun, Esther, Um Sang-hyun, Shin Yong-woo",2016,"July 1, 2019",TV-Y7,1 Season,"Kids' TV, Korean TV Shows",6.3
2401,TV Show,Suits,South Korea,Unknown,"Jang Dong-gun, Park Hyung-sik, Jin Hee-kyung, Chae Jung-an, Ko Sung-hee, Choi Guy-hwa, Kim Young-ho, Lee Sang-yi",2018,"December 1, 2019",TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Comedies",6.3
1988,TV Show,Atelier,Japan,Unknown,"Mirei Kiritani, Mao Daichi, Wakana Sakai, Masako Chiba, Maiko, Ken Kaito, Dori Sakurada, Nicole Ishida, Mayuko Kawakita",2015,"December 1, 2015",TV-PG,1 Season,"International TV Shows, TV Dramas",6.297
1641,TV Show,SWORDGAI The Animation,Japan,Unknown,"Yuto Uemura, Yuuka Aisaka, Nobunaga Shimazaki, Yuuichirou Umehara, Toshihiko Seki, Jouji Nakata, Rina Satou, Tomokazu Sugita, Hiro Shimono, Ayane Sakura, Urara Takano, Kohei Murakami, Maaya Uchida, Takaya Kuroda, Michiko Neya, Takaya Hashi",2018,"July 30, 2018",TV-MA,2 Seasons,"Anime Series, International TV Shows",6.286
1979,TV Show,Terrace House: Boys & Girls in the City,Japan,Unknown,"You, Reina Triendl, Ryota Yamasato, Yoshimi Tokui, Azusa Babazono, Ayumu Mochizuki, Kentaro",2016,"April 1, 2016",TV-14,2 Seasons,"International TV Shows, Reality TV",6.231
15,TV Show,Sex Education,United Kingdom,Unknown,"Asa Butterfield, Gillian Anderson, Ncuti Gatwa, Emma Mackey, Connor Swindells, Kedar Williams-Stirling, Alistair Petrie",2020,"September 17, 2021",TV-MA,3 Seasons,"British TV Shows, International TV Shows, TV Comedies",6.22
2313,TV Show,Operation Ouch!,United Kingdom,Unknown,"Chris van Tulleken, Xand van Tulleken",2012,"August 1, 2020",TV-PG,1 Season,"British TV Shows, Kids' TV, TV Comedies",6.2
187,TV Show,Some Assembly Required,Canada,Unknown,"Kolton Stewart, Harrison Houde, Charlie Storwick, Sydney Scotia, Travis Turner, Ellie Harvie, Dylan Playfair",2015,"July 6, 2021",TV-Y,2 Seasons,"Kids' TV, TV Comedies",6.2
1589,TV Show,Made in Mexico,United States,Unknown,Unknown,2018,"September 28, 2018",TV-MA,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows",6.2
679,TV Show,Julie and the Phantoms,United States,Kenny Ortega,"Madison Reyes, Charlie Gillespie, Owen Patrick Joyner, Jeremy Shada, Jadah Marie, Sacha Carlson, Savannah Lee May, Cheyenne Jackson, Carlos Ponce, Booboo Stewart, Sonny Bustamante",2020,"September 10, 2020",TV-G,1 Season,"Kids' TV, TV Comedies",6.2
321,TV Show,Trash Truck,Unknown,Unknown,"Henry Keane, Glen Keane, Lucas Neff, Brian Baumgartner, Jackie Loeb, Olive Keane",2021,"May 4, 2021",TV-Y,2 Seasons,Kids' TV,6.2
31,TV Show,The World's Most Amazing Vacation Rentals,Unknown,Unknown,Unknown,2021,"September 14, 2021",TV-PG,2 Seasons,Reality TV,6.2
780,TV Show,Abby Hatcher,"United States, Canada",Kyran Kelly,"Macy Drouin, Wyatt White, Paul Sun-Hyung Lee, Michela Luci, Christian Dal Dosso, Laaibah Alvi, Leo Orgil",2019,"July 1, 2020",TV-Y,1 Season,Kids' TV,6.126
3,TV Show,Kota Factory,IN,Unknown,"Mayur More, Jitendra Kumar, Ranjan Raj, Alam Khan, Ahsaas Channa, Revathi Pillai, Urvi Singh, Arun Kumar",2021,"September 24, 2021",TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies",6.1
2331,TV Show,Power Rangers Dino Charge,United States,Unknown,"Brennan Mejia, Camille Hyde, Yoshi Sudarso, Michael Taber, James Davies, Claire Blackwelder",2015,"December 2, 2015",TV-Y7,1 Season,Kids' TV,6.1
1395,TV Show,Tijuana,Mexico,Unknown,"Damián Alcázar, Tamara Vallarta, Rolf Petersen, Claudette Maillé, Teté Espinoza, Iván Aragón, Martha Claudia Moreno, Edén Villavicencio, Carlos Corona, Giancarlo Ruiz, Mayra Batalla, Rodrigo Abed, Roberto Mateos, Anabel Ferreira, Roberto Sosa",2019,"April 5, 2019",TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",6.1
83,TV Show,Comedy Premium League,Unknown,Unknown,Unknown,2021,"August 20, 2021",TV-MA,1 Season,"International TV Shows, TV Comedies",6.1
1619,TV Show,Inside the Criminal Mind,"United States, Czech Republic",Unknown,Unknown,2018,"August 31, 2018",TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",6.1
1611,TV Show,First and Last,Unknown,Unknown,Unknown,2018,"September 7, 2018",TV-MA,1 Season,Docuseries,6.068
1773,TV Show,Shot in the Dark,United States,Unknown,Unknown,2017,"November 17, 2017",TV-MA,1 Season,Reality TV,6.053
637,TV Show,Emily in Paris,United States,Unknown,"Lily Collins, Philippine Leroy-Beaulieu, Ashley Park, Lucas Bravo, Kate Walsh, Samuel Arnold, Bruno Gouery, Camille Razat",2020,"October 2, 2020",TV-MA,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas",6.0
842,TV Show,Madam Secretary,United States,Unknown,"Téa Leoni, Tim Daly, Bebe Neuwirth, Zeljko Ivanek, Erich Bergen, Patina Miller, Geoffrey Arend, Kathrine Herzer, Evan Roe, Wallis Currie-Wood",2019,"May 15, 2020",TV-PG,6 Seasons,TV Dramas,6.0
100,TV Show,Gabby's Dollhouse,United States,Unknown,"Laila Lockhart Kraner, Tucker Chandler, Juliet Donenfeld, Maggi Lowe, Donovan Patton, Eduardo Franco, Tara Strong, Secunda Wood, Carla Tassara, Sainty Nelsen",2021,"August 10, 2021",TV-Y,2 Seasons,Kids' TV,6.0
147,TV Show,Explained,United States,Unknown,Unknown,2021,"July 16, 2021",TV-MA,3 Seasons,"Docuseries, Science & Nature TV",6.0
673,TV Show,Buddi,"United Kingdom, China",Unknown,"Greta Jameson, Ralf Jameson, Clementine Laikin, Felix Laikin",2020,"September 11, 2020",TV-Y,2 Seasons,"British TV Shows, Kids' TV",6.0
490,TV Show,The Cat in the Hat Knows a Lot About That!,"Canada, United Kingdom, United States",Tony Collingwood,"Martin Short, Alexa Torrington, Jacob Ewaniuk, Robert Tinkler, Tracey Hoyt",2014,"January 1, 2021",TV-Y,1 Season,Kids' TV,6.0
2006,TV Show,7 (Seven),India,Nizar Shafi,"Rahman, Havish, Regina Cassandra, Nandita Swetha, Anisha Ambrose, Tridha Choudhury, Pujitha Ponnada, Aditi Arya",2019,"July 30, 2019",TV-14,1 Season,TV Shows,6.0
1049,TV Show,The Bonfire of Destiny,France,Unknown,"Audrey Fleurot, Julie de Bona, Camille Lou, Gilbert Melki, Josiane Balasko, Antoine Duléry, Florence Pernel, Théo Fernandez, Victor Meutelet, François-David Cardonnel, Stéphane Guillon, Aurélien Wiik, Gilles Cohen",2019,"December 26, 2019",TV-MA,1 Season,"International TV Shows, TV Dramas",6.0
2237,TV Show,"Lady, la vendedora de rosas",Colombia,Unknown,"Natalia Reyes, Michelle Orozco, Majida Issa, Ernesto Benjumea, Viña Machado, Carlos Mariño, Alberto Cardeño, Fabio Restrepo, Juan Pablo Barragán, Maria Jose Vargas",2015,"April 1, 2018",TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",6.0
1225,TV Show,Better Than Us,Russia,Unknown,"Paulina Andreeva, Kirill Käro, Aleksandr Ustyugov, Olga Lomonosova, Eldar Kalimulin, Vitaliya Kornienko, Vera Panfilova, Aleksandr Kuznetsov, Fyodor Lavrov, Sergey Sosnovskiy, Kirill Polukhin, Pavel Vorontsov",2019,"August 16, 2019",TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",6.0
2058,TV Show,Borderline,United Kingdom,Unknown,"David Avery, Jackie Clune, David Elms, Liz Kingsman, Jamie Michie",2017," December 2, 2017",TV-14,2 Seasons,"British TV Shows, TV Comedies",6.0
50,TV Show,Sharkdog,"United States, Singapore",Unknown,"Liam Mitchell, Dee Bradley Baker, Grey Griffin, Josh McDermitt, Kari Wahlgren, Judy Alice Lee, Ali Mawji",2021,"September 3, 2021",TV-Y,1 Season,Kids' TV,6.0
1505,TV Show,DreamWorks Holiday Classics,United States,Unknown,"Ben Stiller, David Schwimmer, Chris Rock, Jada Pinkett Smith, Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera, Eddie Murphy, Mike Myers, Antonio Banderas, Cameron Diaz",2011,"December 16, 2018",TV-PG,1 Season,"Kids' TV, TV Comedies",6.0
1429,TV Show,American Crime Story: The People v. O.J. Simpson,United States,Unknown,"Cuba Gooding Jr., Sarah Paulson, John Travolta, Courtney B. Vance, Sterling K. Brown, Kenneth Choi, Christian Clemenson, Bruce Greenwood, Nathan Lane, David Schwimmer, Chris Bauer, Jordana Brewster, Selma Blair, Connie Britton",2016,"March 6, 2019",TV-MA,1 Season,"Crime TV Shows, TV Dramas",6.0
1527,TV Show,Frontier,Canada,Unknown,"Jason Momoa, Landon Liboiron, Alun Armstrong, Jessica Matten, Zoe Boyle, Allan Hawco, Evan Jonigkeit, Katie McGrath",2018,"November 23, 2018",TV-MA,3 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas",6.0
66,TV Show,Bread Barbershop,Unknown,Unknown,"Um Sang-hyun, Park Yoon-hee, Kang Shi-hyun, Hong Bum-ki, Kim Hyun-wook, Lee In-suk, Song Ha-rim",2020,"August 28, 2021",TV-Y,2 Seasons,"Kids' TV, TV Comedies",6.0
213,TV Show,Ray,Unknown,"Srijit Mukherji, Vasan Bala, Abhishek Chaubey","Manoj Bajpayee, Gajraj Rao, Kay Kay Menon, Ali Fazal, Harshvardhan Kapoor, Radhika Madan, Shweta Basu Prasad, Chandan Roy Sanyal, Akansha Ranjan Kapoor, Rajesh Sharma, Bidita Bag, Kharaj Mukherjee, Dibyendu Bhattacharya, Shruthy Menon, Anindita Bose, Neeraj Purohit, Loveleen Mishra, Raghuvir Yadav, Manoj Pahwa",2021,"June 25, 2021",TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",6.0
1317,TV Show,Marvel's Jessica Jones,United States,Unknown,"Krysten Ritter, David Tennant, Rachael Taylor, Mike Colter, Carrie-Anne Moss, Eka Darville, Erin Moriarty, Wil Traval, Susie Abromeit",2019,"June 14, 2019",TV-MA,3 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",6.0
442,TV Show,The Sinner,United States,Unknown,"Jessica Biel, Bill Pullman, Christopher Abbott, Abby Miller, Dohn Norwood",2020,"February 6, 2021",TV-MA,3 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",5.991
2042,TV Show,Beauty & the Beast,Canada,Unknown,"Kristin Kreuk, Jay Ryan, Max Brown, Austin Basis, Nina Lisandrello, Brian White, Sendhil Ramamurthy",2016,"September 19, 2016",TV-14,4 Seasons,"Crime TV Shows, Romantic TV Shows, TV Dramas",5.937
273,TV Show,Feel Good,United Kingdom,Ally Pankiw,"Mae Martin, Charlotte Ritchie, Lisa Kudrow, Sophie Thompson, Tom Andrews, Tobi Bamtefa, Phil Burgers, Ophelia Lovibond, Adrian Lukis, Ritu Arya, Ramon Tikaram",2021,"June 4, 2021",TV-MA,2 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas",5.912
549,TV Show,Stargate SG-1,"United States, Canada",Unknown,"Richard Dean Anderson, Michael Shanks, Amanda Tapping, Christopher Judge, Don S. Davis, Corin Nemec, Ben Browder, Beau Bridges, Gary Jones",2006,"December 1, 2020",TV-MA,10 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Sci-Fi & Fantasy",5.9
535,TV Show,Juman,Kuwait,Unknown,"Nour Al Ghandour, Muhanad Al-Hamdi, Huda El Khateib, Hassan Ibrahim, Abdullah Al-Turkumani, Nasser Kermani, Foaz Al -Shatti, Muhammad Al Dousari, Ahmed El Hozeem, Ghorour, Fatma Al Tabbakh",2019,"December 8, 2020",TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",5.9
530,TV Show,Masameer Classics,Saudi Arabia,Unknown,"Malik Nejer, Abdulaziz Alshehri",2013,"December 9, 2020",TV-14,4 Seasons,"International TV Shows, TV Comedies",5.871
1640,TV Show,A Very Secret Service,France,Unknown,"Hugo Becker, Wilfred Benaïche, Christophe Kourotchkine, Karim Barras, Bruno Paviot, Jean-Édouard Bodziak, Mathilde Warnier, Joséphine de La Baume, Marie-Julie Baup, Antoine Gouy, Julie Farenc",2018,"July 30, 2018",TV-MA,2 Seasons,"International TV Shows, TV Comedies",5.859
1365,TV Show,Angel 'N' Devil,Taiwan,Unknown,"Simon Lian, Teddy Chen, Sylvia Wang, Cosmos Lin, Ting Liu, Lucia Chen, Allie Ji, Sunnee Yang, Na Wei-hsun",2014,"April 30, 2019",TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies",5.85
1564,TV Show,Wanderlust,United Kingdom,Unknown,"Toni Collette, Steven Mackintosh, Zawe Ashton, Joe Hurst, Emma D'Arcy, Celeste Dring, William Ash, Royce Pierreson, Jeremy Swift, Anastasia Hille, Isis Hainsworth, Sophie Okonedo",2018,"October 19, 2018",TV-MA,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows",5.8
2127,TV Show,Enemigo íntimo,Unknown,Unknown,"Raúl Méndez, Fernanda Castillo, Matias Novoa, Guillermo Quintanilla, Leonardo Daniel, Otto Sirgo, Alejandro Speitzer, Armando Hernández, Valentina Acosta, Elvira Monsell",2018,"August 8, 2018",TV-MA,1 Season,"Crime TV Shows, Spanish-Language TV Shows, TV Dramas",5.8
1569,TV Show,FIGHTWORLD,Unknown,Padraic McKinley,Frank Grillo,2018,"October 12, 2018",TV-MA,1 Season,Docuseries,5.8
14,TV Show,Chicago Party Aunt,Unknown,Unknown,"Lauren Ash, Rory O'Malley, RuPaul Charles, Jill Talley, Ike Barinholtz, Jon Barinholtz, Matthew Craig, Bob Odenkirk, Mike Hagerty, Katie Rich, Chris Witaske",2021,"September 17, 2021",TV-MA,1 Season,TV Comedies,5.8
2086,TV Show,City in the Sky,United Kingdom,Unknown,Unknown,2016,"October 1, 2017",TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",5.8
709,TV Show,Goedam,South Korea,Hong Won-ki,"SEOLA, Lee Hyun-joo, Song Chae-yun, Han Ga-rim, Shim So-young",2020,"August 20, 2020",TV-MA,1 Season,"International TV Shows, TV Horror, TV Mysteries",5.8
510,TV Show,Run On,South Korea,Unknown,"Yim Si-wan, Shin Sae-kyeong, Choi Soo-young, Kang Tae-oh, Park Yeong-gyu, Cha Hwa-yeon, Lee Bong-ryeon, Ryu Abell, Seo Jae-hee, Yeon Je-wook, Choi Jae-hyun, Lee Jeong-ha, Park Sung-jun, Lee Hwang-eui, Lee Shin-ki, Kim Dong-yeong, Kim Si-eun, Kim Si-young",2020,"December 17, 2020",TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",5.793
430,TV Show,MeatEater,United States,Unknown,Steven Rinella,2021,"February 17, 2021",TV-14,4 Seasons,"Docuseries, Reality TV, Science & Nature TV",5.786
1268,TV Show,God Eater,Japan,Unknown,"Ryuichi Kijima, Hiroaki Hirata, Kazuya Nakai, Sayaka Ohara, Daisuke Sakaguchi, Maaya Sakamoto",2015,"July 15, 2019",TV-14,1 Season,"Anime Series, International TV Shows",5.75
1246,TV Show,Misaeng,South Korea,Unknown,"Im Si-wan, Kang So-ra, Lee Sung-min, Kang Ha-neul, Byun Yo-han, Kim Dae-myeong, Shin Eun-jung, Park Hae-joon",2014,"August 8, 2019",TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",5.75
1277,TV Show,The Legend of White Snake,China,Unknown,"Yu Menglong, Ju Jingyi, Pei Zitian, Xiao Yan, Nie Zihao, Yu Lang",2019,"July 5, 2019",TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",5.714
1723,TV Show,Seven Seconds,United States,Unknown,"Clare-Hope Ashitey, Regina King, Beau Knapp, Michael Mosley, David Lyons, Russell Hornsby, Raúl Castillo, Patrick Murney",2018,"February 23, 2018",TV-MA,1 Season,"Crime TV Shows, TV Dramas",5.7
1025,TV Show,Anne with an E,Canada,Unknown,"Amybeth McNulty, Geraldine James, R.H. Thomson, Corrine Koslo, Dalila Bela, Lucas Jade Zumann, Aymeric Jett Montaz",2019,"January 3, 2020",TV-PG,3 Seasons,"International TV Shows, TV Dramas, Teen TV Shows",5.7
1724,TV Show,Hitler's Circle of Evil,United Kingdom,Unknown,"Alisdair Simpson, Henrik Jørgensen, James Lowe, Blake Scott, Peter Turnbull",2017,"February 22, 2018",TV-14,1 Season,"British TV Shows, Docuseries, International TV Shows",5.7
1730,TV Show,Coach Snoop,United States,Unknown,Snoop Dogg,2018,"February 2, 2018",TV-MA,1 Season,"Docuseries, Reality TV",5.7
2322,TV Show,Pee-wee's Playhouse,United States,Unknown,Paul Reubens,1990," December 18, 2014",TV-PG,5 Seasons,"Classic & Cult TV, Kids' TV, TV Comedies",5.7
1075,TV Show,The Road to Love,Colombia,Unknown,"Katherine Escobar Farfan, Juan Manuel Restrepo, César Mora, Mario Espitia, Carmenza González, José Daniel Cristancho, Felipe Bernedette, Camilo Amores, Linda Lucía Callejas, Fernando Solórzano, María Laura Quintero, Toto Vega, Mayra Luna, Ana María Cuéllar, María Fernanda Matus",2019,"December 4, 2019",TV-14,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",5.7
297,TV Show,Mad for Each Other,Unknown,Unknown,"Jung Woo, Oh Yeon-seo, Baik Ji-won, Lee Hye-eun, Lee Yeon-doo, Lee Su-hyun, An Woo-yeon",2021,"May 24, 2021",TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",5.636
1227,TV Show,Green Frontier,Colombia,Unknown,"Juana del Río, Ángela Cano, Miguel Dionisio Ramos, Nelson Camayo, Bruno Clairefond, Marcela Mar, Andrés Crespo, John Narváez, Edwin Morales, Karla López, Antonio Bolívar",2019,"August 16, 2019",TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",5.625
2396,TV Show,Stoked,"United States, Canada",Unknown,"Terry McGurrin, Katie Crown, Kristin Fairlie, Mazin Elsadig, Anastasia Phillips, Arnold Pinnock, Jamie Spilchuk, Lauren Lipson, Fiona Reid, Jeff Geddis",2010,"December 16, 2017",TV-PG,1 Season,Kids' TV,5.6
287,TV Show,The Platform,United Arab Emirates,Unknown,"Maxim Khalil, Abdulmohsen Alnemr, Samr Ismaiel, Khaled Alkeesh, Samar Sami, Salloum Haddad, Ahmad Aljasmii, Khaled El Sayed, Yaser Alneyadi, Leen Gherra, Dean Cain, Moatasem Alnahar, Mahira Abdelaziz",2021,"June 2, 2021",TV-14,3 Seasons,"International TV Shows, TV Dramas, TV Mysteries",5.6
1356,TV Show,I Have a Script,Unknown,Unknown,"Souad Abdullah, Shujoon, Fatima Al Safi",2019,"May 7, 2019",TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas",5.6
1765,TV Show,Broadchurch,United Kingdom,Unknown,"David Tennant, Olivia Colman, Andrew Buchan, Jodie Whittaker, Arthur Darvill, Jonathan Bailey, Carolyn Pickles, Adam Wilson, Charlotte Beaumont, Simone McAullay, Tanya Franks, Pauline Quirke, Phoebe Waller-Bridge, Marianne Jean-Baptiste, Charlotte Rampling, Eve Myles, James D'Arcy, Susan Brown, Vicky McClure, Will Mellor, David Bradley",2017,"November 27, 2017",TV-MA,3 Seasons,"British TV Shows, Crime TV Shows, International TV Shows",5.579
663,TV Show,The Blacklist,United States,Unknown,"James Spader, Megan Boone, Diego Klattenhoff, Ryan Eggold, Harry Lennix, Amir Arison, Hisham Tawfiq, Mozhan Marnò",2019,"September 18, 2020",TV-14,7 Seasons,"Crime TV Shows, TV Dramas, TV Thrillers",5.534
662,TV Show,The American Barbecue Showdown,United States,Unknown,"Lyric Lewis, Rutledge Wood",2020,"September 18, 2020",TV-G,1 Season,Reality TV,5.534
1994,TV Show,Danger Mouse: Classic Collection,United Kingdom,Unknown,"David Jason, Terry Scott, Edward Kelsey, Brian Trueman",1992,"June 15, 2015",TV-Y,10 Seasons,"British TV Shows, Kids' TV, TV Comedies",5.5
99,TV Show,Bake Squad,United States,Unknown,Unknown,2021,"August 11, 2021",TV-PG,1 Season,Reality TV,5.5
