,Type,Title,Country,Director,Cast,Release Year,Date Added,Rating,Duration,Genres,Vote Average
1020,Movie,Hawaizaada,India,Vibhu Virender Puri,"Ayushmann Khurrana, Mithun Chakraborty, Pallavi Sharda, Naman Jain, Jameel Khan",2015,"November 19, 2020",TV-14,129 min,"Dramas, International Movies, Romantic Movies",6.875
3244,Movie,Rocco,France,"Thierry Demaizière, Alban Teurlai",Rocco Siffredi,2016,"September 1, 2017",TV-MA,103 min,"Documentaries, International Movies",6.875
1491,Movie,Let's Dance,Egypt,Inas El-Degheidy,"Yousra, Tamer Hagras, Ezzat Abou Aouf, Hala Sedki, Marwan Azab",2006,"June 2, 2020",TV-14,116 min,"Comedies, Dramas, International Movies",6.875
4562,Movie,Jal,India,Girish Malik,"Purab Kohli, Tannishtha Chatterjee, Kirti Kulhari, Yashpal Sharma, Mukul Dev, Saidah Jules, Ravi Gossain, Rahul Singh",2013,"October 15, 2017",TV-14,132 min,"Dramas, Independent Movies, International Movies",6.872
2067,Movie,ChuChuTV Bedtime Stories & Moral Stories for Kids (English),,Unknown,Unknown,2019,"October 18, 2019",TV-Y,47 min,Children & Family Movies,6.871
283,Movie,Cheech & Chong's Still Smokin,,Tommy Chong,"Cheech Marin, Tommy Chong, Susan Hahn, Carol van Herwijnen, Shireen Strooker",1983,"July 15, 2021",TV-MA,91 min,"Comedies, Cult Movies",6.869
5268,Movie,Speed Is My Need,United Kingdom,Mark Sloper,Unknown,2019,"January 9, 2020",TV-14,75 min,"Documentaries, Sports Movies",6.868
2925,Movie,The Maus,Spain,Yayo Herrero,"Alma Terzic, August Wittgenstein, Aleksandar Seksan, Sanin Milavic, Diana Fernández Pérez, Ella Jazz",2017,"June 30, 2018",TV-MA,90 min,"Horror Movies, Independent Movies, International Movies",6.868
285,Movie,Lift Like a Girl,"Egypt, Denmark, Germany",Mayye Zayed,Unknown,2021,"July 15, 2021",TV-PG,93 min,"Documentaries, International Movies, Sports Movies",6.864
262,Movie,Chhota Bheem: The Rise of Kirmada,,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",2012,"July 22, 2021",TV-Y7,68 min,Children & Family Movies,6.86
5007,Movie,Patient Seventeen,United States,Jeremy Kenyon Lockyer Corbell,Unknown,2017,"January 29, 2018",TV-14,68 min,Documentaries,6.859
2120,Movie,The Grandmaster,"Hong Kong, China",Wong Kar Wai,"Tony Leung Chiu-wai, Zhang Ziyi, Chang Chen, Xiao Shen-Yang, Zhao Benshan, Song Hye-kyo, Wang Qingxiang, Zhang Jin, Lo Hoi-pang, Cung Le, Julian Cheung",2013,"September 26, 2019",PG-13,108 min,"Action & Adventure, Dramas, International Movies",6.858
4952,Movie,Ocean's Twelve,United States,Steven Soderbergh,"George Clooney, Brad Pitt, Matt Damon, Catherine Zeta-Jones, Andy Garcia, Don Cheadle, Bernie Mac, Julia Roberts, Casey Affleck, Scott Caan",2004,"October 1, 2019",PG-13,125 min,"Action & Adventure, Comedies",6.858
3123,Movie,Bibi & Tina: Tohuwabohu Total,Germany,Detlev Buck,"Lina Larissa Strahl, Lisa-Marie Koroll, Louis Held, Lea van Acken, Emilio Sakraya, Michael Maertens, Martin Seifert",2017,"December 27, 2017",TV-14,106 min,"Children & Family Movies, Music & Musicals",6.858
5197,Movie,Secrets of Henry VIII's Palace: Hampton Court,United States,Sam Taplin,Samuel West,2013,"February 22, 2017",TV-PG,54 min,"Documentaries, International Movies",6.857
2566,Movie,When Angels Sleep,Spain,Gonzalo Bendala,"Julián Villagrán, Marian Álvarez, Ester Expósito, Sira Alonso de Alarcón, Asia Ortega, Daniel Jumillas, Christian Mulas",2018,"December 28, 2018",TV-MA,96 min,"Dramas, International Movies, Thrillers",6.856
4128,Movie,Cult of Chucky,United States,Don Mancini,"Fiona Dourif, Michael Therriault, Adam Hurtig, Alex Vincent, Jennifer Tilly, Brad Dourif, Summer H. Howell, Grace Lynn Kung, Elisabeth Rosen, Zak Santiago, Ali Tataryn",2017,"October 3, 2017",R,90 min,Horror Movies,6.855
4268,Movie,F the Prom,United States,Benny Fine,"Cameron Palatas, Richard Karn, Cheri Oteri, Danielle Campbell, Nicholle Tom, Joel Courtney, Luke Bilyk",2017,"March 5, 2018",TV-MA,92 min,"Comedies, Romantic Movies",6.853
2138,Movie,The Crystal Calls Making the Dark Crystal: Age of Resistance,United States,Randall Lobb,"Taron Egerton, Natalie Dormer, Simon Pegg, Jason Isaacs",2019,"September 14, 2019",TV-PG,83 min,"Documentaries, International Movies",6.853
1188,Movie,Ishq Vishk,India,Ken Ghosh,"Shahid Kapoor, Amrita Rao, Shenaz Treasury, Vishal Malhotra, Kapil Jhaveri, Shabhir, Deepti Gujral, Yash Tonk, Satish Shah, Neelima Azim",2003,"September 28, 2020",TV-PG,129 min,"Comedies, International Movies, Music & Musicals",6.853
4500,Movie,I Am Bolt,United Kingdom,"Benjamin Turner, Gabe Turner",Usain Bolt,2016,"October 1, 2017",PG,107 min,"Documentaries, Sports Movies",6.852
2059,Movie,Revenge of the Pontianak,"Singapore, Malaysia","Glen Goei, Gavin Yap","Nur Fazura, Remy Ishak, Hisyam Hamid, Shenty Feliziana, Nam Ron, Tony Eusoff, Wan Hanafi Su",2019,"October 24, 2019",TV-14,92 min,"Horror Movies, International Movies",6.851
3895,Movie,Bana Masal Anlatma,Turkey,Burak Aksak,"Hande Doğandemir, Fatih Artman, Devrim Yakut, Cengiz Bozkurt, Erdal Tosun, Berat Yenilmez, Ercan Yazgan, Sadi Celil Cengiz, Cihan Ercan, Burcu Biricik, Tarık Ünlüoğlu, Gürkan Uygun, Gökçe Bahadır",2015,"March 10, 2017",TV-14,103 min,"Comedies, International Movies, Romantic Movies",6.847
3634,Movie,The Perfect Dictatorship,Mexico,Luis Estrada,"Damián Alcázar, Alfonso Herrera, Joaquín Cosio, Osvaldo Benavides, Silvia Navarro, Flavio Medina, Saúl Lisazo, Tony Dalton",2014,"June 1, 2015",TV-MA,143 min,"Comedies, Dramas, International Movies",6.846
969,Movie,You Are My Home,United States,Amanda Raymond,"Alyssa Milano, Angel Parker, Cristián de la Fuente, Eva Ariel Binder, Joel Steingold",2020,"December 4, 2020",TV-PG,93 min,"Children & Family Movies, Dramas",6.846
5560,Movie,The One I Love,United States,Charlie McDowell,"Mark Duplass, Elisabeth Moss, Ted Danson",2014,"May 30, 2019",R,91 min,"Comedies, Dramas, Independent Movies",6.844
959,Movie,Emicida: AmarElo - It’s All For Yesterday,Brazil,Unknown,Emicida,2020,"December 8, 2020",TV-MA,90 min,"Documentaries, International Movies, Music & Musicals",6.844
174,Movie,Misha and the Wolves,"Belgium, United Kingdom",Sam Hobkinson,Unknown,2021,"August 11, 2021",PG-13,90 min,"Documentaries, International Movies",6.842
3131,Movie,Russell Howard: Recalibrate,United Kingdom,Peter Orton,Russell Howard,2017,"December 19, 2017",TV-MA,69 min,Stand-Up Comedy,6.84
1787,Movie,System Crasher,Germany,Nora Fingscheidt,"Helena Zengel, Albrecht Schuch, Gabriela Maria Schmeide, Lisa Hagmeister, Melanie Straub, Victoria Trauttmansdorff, Maryam Zaree, Tedros Teclebrhan",2020,"February 21, 2020",TV-MA,120 min,"Dramas, Independent Movies, International Movies",6.84
4017,Movie,Buffalo Boys,"Indonesia, Singapore",Mike Wiluan,"Yoshua Sudarso, Ario Bayu, Pevita Pearce, Tio Pakusadewo, Reinout Bussemaker, Mikha Tambayong, Happy Salma, Alex Abbad, Zack Lee",2018,"April 12, 2019",TV-MA,103 min,"Action & Adventure, International Movies",6.839
4694,Movie,Let There Be Light,United States,John Huston,Walter Huston,1946,"March 31, 2017",TV-PG,58 min,"Classic Movies, Documentaries",6.839
5058,Movie,Princess Cyd,United States,Stephen Cone,"Tyler Ross, Rebecca Spence, James Vincent Meredith",2017,"February 5, 2018",TV-MA,97 min,"Dramas, Independent Movies, LGBTQ Movies",6.838
5632,Movie,The Taking of Pelham 123,"United States, United Kingdom",Tony Scott,"Denzel Washington, John Travolta, Luis Guzmán, Victor Gojcaj, Robert Vataj, John Turturro, Michael Rispoli, Ramon Rodriguez, James Gandolfini, John Benjamin Hickey, Alex Kaluzhsky, Gbenga Akinnagbe",2009,"September 1, 2019",R,106 min,Action & Adventure,6.835
1243,Movie,So Much Love to Give,Argentina,Marcos Carnevale,"Adrián Suar, Soledad Villamil, Gabriela Toscano, Alan Sabbagh, Darío Barassi, Magela Zanotta, Betiana Blum",2020,"September 9, 2020",TV-14,108 min,"Comedies, International Movies, Music & Musicals",6.835
3223,Movie,Ghost of the Mountains,United States,Ben Wallis,Antoine Fuqua,2017,"September 13, 2017",G,78 min,"Children & Family Movies, Documentaries",6.834
1232,Movie,Bhai: Vyakti Ki Valli - Poorvardha,India,Mahesh Manjrekar,"Sagar Deshmukh, Vijay Kenkre, Iravati Harshe, Shubhangi Damle, Sachin Khedekar, Sunil Barve, Ashwini Giri, Rajan Bhise",2019,"September 10, 2020",TV-14,116 min,"Dramas, International Movies",6.833
45,Movie,Firedrake the Silver Dragon,,Tomer Eshed,"Thomas Brodie-Sangster, Felicity Jones, Freddie Highmore, Patrick Stewart, Meera Syal, Sanjeev Bhaskar, Nonso Anozie",2021,"September 10, 2021",TV-Y7,93 min,Children & Family Movies,6.833
138,Movie,Shor In the City,India,"Raj Nidimoru, Krishna D.K.","Sendhil Ramamurthy, Tusshar Kapoor, Nikhil Dwivedi, Preeti Desai, Sundeep Kishan, Radhika Apte, Pitobash, Girija Oak, Alok Chaturvedi, Sudhir Chowdhary",2011,"August 27, 2021",TV-14,106 min,"Comedies, Dramas, Independent Movies",6.832
560,Movie,Fun with Dick & Jane,United States,Dean Parisot,"Jim Carrey, Téa Leoni, Alec Baldwin, Richard Jenkins, Angie Harmon, John Michael Higgins, Richard Burgi, Carlos Jacott, Aaron Michael Drozin, Gloria Garayua",2005,"May 1, 2021",PG-13,91 min,Comedies,6.831
5635,Movie,The Thief and the Imbecile,Egypt,"Mohammed El-Tahawy, Mohamed Mostafa","Khaled El Sawy, Khaled Saleh, Ruby",2013,"June 6, 2019",TV-14,96 min,"Dramas, International Movies",6.831
5204,Movie,Sex and the City 2,United States,Michael Patrick King,"Sarah Jessica Parker, Kim Cattrall, Cynthia Nixon, Kristin Davis, Chris Noth, John Corbett, David Eigenberg, Evan Handler, Jason Lewis, Willie Garson, Mario Cantone",2010,"January 1, 2021",R,146 min,"Comedies, Dramas, Romantic Movies",6.831
4404,Movie,Hadi İnşallah,Turkey,Ali Taner Baltacı,"Büşra Pekin, Murat Boz, Cezmi Baskın, Şinasi Yurtsever, İdil Dizdar, Hülya Gülsen Irmak, Canan Özer, Şenay Bozoklar, Emrah Kaman, Müjde Uzman",2014,"April 4, 2018",TV-14,95 min,"Comedies, International Movies, Romantic Movies",6.83
5518,Movie,The Last Man on the Moon,United Kingdom,Mark Craig,Eugene Cernan,2014,"May 26, 2016",TV-PG,96 min,Documentaries,6.828
1485,Movie,Hot Sweet Sour,Turkey,Andaç Haznedaroğlu,"Buğra Gülsoy, Özge Özpirinçci, Yusuf Akgün, Füsun Demirel, Gözde Türkpençe, Osman Alkaş, Rahmi Dilligil, Somer Karvan",2017,"June 4, 2020",TV-14,102 min,"Dramas, International Movies, Romantic Movies",6.828
1359,Movie,The Players,Italy,Stefano Mordini,"Valerio Mastandrea, Riccardo Scamarcio, Laura Chiatti, Valentina Cervi, Marina Foïs, Euridice Axen, Massimiliano Gallo, Alessia Giuliani",2020,"July 15, 2020",TV-MA,89 min,"Comedies, International Movies",6.828
1279,Movie,The Bridge Curse,Taiwan,Lester Hsi,"JC Lin, Vera Yen, Summer Meng, Ning Chang, Ruby Zhan, Hsieh Yi-hung, Cheng Ko",2020,"August 27, 2020",TV-MA,88 min,"Horror Movies, International Movies, Thrillers",6.826
4003,Movie,Boy and the World,Brazil,Alê Abreu,"Vinícius Garcia, Felipe Zilse, Alê Abreu, Lu Horta, Marco Aurélio Campos, Cassius Romero, Alfredo Rollo",2013,"October 1, 2017",PG,80 min,Children & Family Movies,6.826
1153,Movie,Walk Away from Love,United States,Christopher Nolen,"Noree Victoria, Brad James, Robert Christopher Riley, Brely Evans, Sabrina Revelle",2017,"October 6, 2020",TV-14,81 min,"Dramas, Romantic Movies",6.822
4352,Movie,Getting Played,United States,David Silberg,"Carmen Electra, Stacey Dash, Vivica A. Fox, Bill Bellamy, Kathy Najimy, Joe Torry, Dorian Gregory, Mindy Sterling, Joseph C. Phillips, Larry B. Scott, Michael Jai White, Sheryl Underwood, Earthquake",2005,"November 1, 2019",PG-13,85 min,"Comedies, Romantic Movies",6.821
2683,Movie,Katt Williams: The Pimp Chronicles: Pt. 1,United States,Gary Binkow,"Katt Williams, Anthony Anderson",2006,"November 1, 2018",TV-MA,45 min,Stand-Up Comedy,6.818
581,Movie,Seven,,Tosin Igho,"Efa Iwara, Richard Mofe-Damijo, Bimbo Manuel, Daddy Showkey, Patrick Diabuah, Uche Nwaefuna, Eriakha Edgar, Evaezi Ogoro, Sadiq Daba, Uzikwendu, Koffi tha guru, Orezi, Tomi Odunsi",2019,"April 30, 2021",TV-14,113 min,"Dramas, International Movies",6.816
2535,Movie,Merku Thodarchi Malai,India,Lenin Bharathi,"Antony, Gayathri Krishna, Abu Valayamkulam, Anthony Vaathiyaar, Aarubala, Sornam",2018,"January 1, 2019",TV-MA,115 min,"Dramas, Independent Movies, International Movies",6.816
878,Movie,Tony Parker: The Final Shot,France,Florent Bodin,Tony Parker,2020,"January 6, 2021",TV-14,99 min,"Documentaries, International Movies, Sports Movies",6.815
5240,Movie,Skydancers,"United States, France",Fredric Lean,Unknown,2014,"June 27, 2018",TV-G,49 min,"Documentaries, Sports Movies",6.813
5764,Movie,Walking Out,United States,"Alex Smith, Andrew J. Smith","Matt Bomer, Josh Wiggins, Bill Pullman, Alex Neustaedter, Lily Gladstone",2017,"October 1, 2019",PG-13,96 min,"Dramas, Independent Movies, Thrillers",6.811
2286,Movie,Wanda Sykes: Not Normal,United States,Linda Mendoza,Wanda Sykes,2019,"May 21, 2019",TV-MA,66 min,Stand-Up Comedy,6.811
754,Movie,Parker,United States,Taylor Hackford,"Jason Statham, Jennifer Lopez, Michael Chiklis, Wendell Pierce, Clifton Collins Jr., Bobby Cannavale, Patti LuPone, Carlos Carrasco, Micah Hauptman, Emma Booth, Nick Nolte",2013,"March 4, 2021",R,119 min,Action & Adventure,6.81
2819,Movie,Quincy,United States,"Rashida Jones, Alan Hicks",Quincy Jones,2018,"September 21, 2018",TV-MA,124 min,"Documentaries, Music & Musicals",6.807
4317,Movie,Frances Ha,"United States, Brazil",Noah Baumbach,"Greta Gerwig, Mickey Sumner, Charlotte d'Amboise, Adam Driver, Hannah Dunne, Michael Esper, Grace Gummer, Patrick Heusinger, Josh Hamilton, Cindy Katz, Maya Kazan, Justine Lupe, Britta Phillips, Juliet Rylance, Dean Wareham, Michael Zegen",2012,"October 1, 2017",R,86 min,"Comedies, Dramas, Independent Movies",6.805
2146,Movie,Care of Kancharapalem,India,Maha Venkatesh,"Subba Rao Vepada, Radha Bessy, Kesava Karri, Nithyasri Goru, Karthik Rathnam, Praneetha Patnaik, Mohan Bhagath, Praveena Paruchuri",2018,"September 6, 2019",TV-MA,142 min,"Comedies, Dramas, Independent Movies",6.8
3321,Movie,Lucid Dream,South Korea,Jun-seong Kim,"Ko Soo, Kyung-gu Seol, Yu-chun Park, Hye-jung Kang, In-hwan Park, Ho-jin Chun",2017,"June 2, 2017",TV-MA,102 min,"International Movies, Sci-Fi & Fantasy, Thrillers",6.8
1507,Movie,Freej Al Taibeen,United Arab Emirates,Ahmed Zain,"Ali Al Shehhi, Huda Al Ghanim, Muhammed Murshed, Yaser Alneyadi, Khaled Al-Nuaimi, Nasser Al-Dhahnani, Nawal Chamoun, Iman Husein",2018,"May 29, 2020",TV-PG,99 min,"Comedies, Dramas, International Movies",6.8
257,Movie,Chhota Bheem aur Krishna,India,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Arun Shekher, Sanchit Wartak",2009,"July 22, 2021",TV-Y7,68 min,Children & Family Movies,6.8
2963,Movie,Carlos Ballarta: Furia Ñera,Mexico,"Raúl Campos, Jan Suter",Carlos Ballarta,2018,"May 11, 2018",TV-MA,63 min,Stand-Up Comedy,6.8
3448,Movie,Semana Santa,Mexico,Alejandra Márquez Abella,"Tenoch Huerta, Anajosé Aldrete, Esteban Ávila, David Thornton, Jimena Cuarón, Lakshmi Picazo",2015,"January 31, 2017",TV-MA,87 min,"Dramas, International Movies",6.8
3156,Movie,Brian Regan: Nunchucks and Flamethrowers,United States,Troy Miller,Brian Regan,2017,"November 21, 2017",TV-PG,61 min,Stand-Up Comedy,6.8
2202,Movie,Whitney Cummings: Can I Touch It?,,Marcus Raboy,Whitney Cummings,2019,"July 30, 2019",TV-MA,59 min,Stand-Up Comedy,6.8
5557,Movie,The New Romantic,Canada,Carly Stone,"Timm Sharp, Hayley Law, Camila Mendes, Brett Dier, Jessica Barden, Avan Jogia",2018,"April 15, 2019",TV-MA,82 min,"Comedies, Independent Movies, Romantic Movies",6.8
2216,Movie,Mauli,India,Aditya Sarpotdar,"Riteish Deshmukh, Saiyami Kher, Jitendra Joshi, Siddarth Jadhav, Shrikant Yadav, Vijay Nikam, Umesh Jagtap, Usha Naik, Girija Oak, Genelia D'Souza",2018,"July 17, 2019",TV-14,136 min,"Action & Adventure, Dramas, International Movies",6.8
5313,Movie,Super Dark Times,United States,Kevin Phillips,"Owen Campbell, Charlie Tahan, Elizabeth Cappuccino, Max Talisman, Amy Hargreaves, Sawyer Barth, Adea Lennox, Ethan Botwick",2017,"January 1, 2018",TV-MA,104 min,"Dramas, Independent Movies, Thrillers",6.8
302,Movie,How I Became a Superhero,,Douglas Attal,"Pio Marmaï, Vimala Pons, Benoît Poelvoorde, Leïla Bekhti, Swann Arlaud, Gilles Cohen, Léonie Souchaud, Camille Japy, Louis Peres, Théo Christine",2021,"July 9, 2021",TV-MA,101 min,"Action & Adventure, Dramas, International Movies",6.8
2763,Movie,Dushman,,Shagufta Rafique,"Kartar Cheema, Jashan Singh, Sakshi Gulati, Gulshan Grover, Savita Bhatti, Yashpal Sharma, Mohit Sharma, Sukhwinder Sohi",2017,"October 1, 2018",TV-14,141 min,"Dramas, International Movies",6.8
416,Movie,A Man For The Week End,,Achille Brice,"Syndy Emade, Alexx Ekubo, Solange Ojong, Nchifor Valery, Miss Li, Becky Takang, Anurin Nwunembom, Nkwah Kingsley, Roger Brice Sobgo, Jeanne Mbenti",2018,"June 16, 2021",TV-14,95 min,"Comedies, Dramas, International Movies",6.8
415,Movie,Silver Linings Playbook,United States,David O. Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver, Chris Tucker, Anupam Kher, John Ortiz, Shea Whigham, Julia Stiles, Paul Herman",2012,"June 17, 2021",R,122 min,"Comedies, Dramas, Independent Movies",6.8
5492,Movie,The Hundred-Foot Journey,"United States, India, United Arab Emirates",Lasse Hallström,"Helen Mirren, Om Puri, Manish Dayal, Charlotte Le Bon, Amit Shah, Farzana Dua Elahe, Dillon Mitra, Aria Pandya",2014,"January 31, 2019",PG,123 min,"Comedies, Dramas",6.8
5315,Movie,Superbad,United States,Greg Mottola,"Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader, Seth Rogen, Martha MacIsaac, Emma Stone, Aviva Baumann, Joe Lo Truglio, Kevin Corrigan",2007,"January 1, 2021",R,113 min,"Comedies, Cult Movies",6.8
1253,Movie,You're My Boss,Philippines,Antoinette Jadaone,"Toni Gonzaga, Coco Martin, Freddie Webb, JM de Guzman, Gloria Sevilla, Noel Trinidad, Adam Chan, Pepe Herrera, Jerald Napoles",2015,"September 4, 2020",TV-14,117 min,"Comedies, International Movies, Romantic Movies",6.8
5450,Movie,The First Line,"United States, Greece, United Kingdom","Coerte Voorhees, John Voorhees","Pantelis Kodogiannis, Kassandra Voyagis, Paul Freeman, Michael Byrne, Georges Corraface, Yorgo Voyagis, Giancarlo Giannini, Kelly Eleftheriou",2014,"September 20, 2016",TV-14,87 min,"Dramas, Independent Movies",6.8
1050,Movie,The Endless Trench,"Spain, France, Canada","Aitor Arregi, Jon Garaño, Jose Mari Goenaga","Antonio de la Torre, Belén Cuesta, Vicente Vergara, José Manuel Poga, Emilio Palacios",2019,"November 6, 2020",TV-MA,148 min,"Dramas, Independent Movies, International Movies",6.8
2520,Movie,The Doll 2,Indonesia,Rocky Soraya,"Luna Maya, Herjunot Ali, Sara Wijayanto, Maria Sabta, Rydhen Afexi, Ira Ilva Sari, Shofia Shireen, Mega Carefansa, Wati Sudiyono, Princess Martinez",2017,"January 15, 2019",TV-MA,117 min,"Horror Movies, International Movies",6.8
2262,Movie,Luka Chuppi,India,Laxman Utekar,"Kartik Aaryan, Kriti Sanon, Pankaj Tripathi, Vinay Pathak, Aparshakti Khurana, Atul Srivastava, Alka Amin",2019,"June 7, 2019",TV-PG,125 min,"Comedies, International Movies, Romantic Movies",6.8
781,Movie,M8 - When Death Rescues Life,,Jeferson De,"Juan Paiva, Mariana Nunes, Giulia Gayoso, Bruno Peixoto, Fábio Beltrão, Zezé Motta, Malu Valle, Dhu Moraes, Henri Pagnoncelli, Pietro Mario, Alan Rocha, Higor Campagnaro, Aliton Graça",2019,"February 24, 2021",TV-MA,84 min,"Dramas, International Movies",6.8
1635,Movie,Varane Avashyamund,India,Anoop Sathyan,"Shobana, Suresh Gopi, Dulquer Salmaan, Kalyani Priyadarshan, K.P.A.C. Lalitha, Sarvajith Santosh Sivan, Urvashi, Johny Antony, Lalu Alex, Lal Jose",2020,"April 20, 2020",TV-14,144 min,"Comedies, Dramas, International Movies",6.8
5375,Movie,The Bare-Footed Kid,Hong Kong,Johnnie To,"Aaron Kwok, Lung Ti, Maggie Cheung, Chien-lien Wu, Paul Chun, Kenneth Tsang",1993,"August 16, 2018",TV-14,83 min,"Action & Adventure, International Movies",6.8
1629,Movie,Time to Hunt,South Korea,Yoon Sung-hyun,"Lee Je-hoon, Ahn Jae-hong, Choi Woo-shik, Park Jeong-min, Park Hae-soo",2020,"April 23, 2020",TV-MA,135 min,"International Movies, Thrillers",6.8
764,Movie,How to Be Really Bad,Germany,Marco Petry,"Emma Bading, Janina Fautz, Ludwig Simon, Samuel Finzi, Emilio Sakraya, Oliver Korittke, Alwara Höfels, Matilda Marz, Amina Merai, Johann von Bülow, Axel Stein, Theo Trebs",2018,"March 1, 2021",TV-14,100 min,"Comedies, International Movies",6.8
4965,Movie,One Day,Thailand,Banjong Pisanthanakun,"Chantavit Dhanasevi, Nittha Jirayungyurn, Theerapat Sajakul, Prim Bulakul, Kris Srepoomseth, Somyos Matures, Sutthatip Wutichaipradit, Rermthon Kemapech, Kaz Sawamura",2016,"September 5, 2018",TV-PG,135 min,"Dramas, International Movies, Romantic Movies",6.8
3814,Movie,Along Came a Spider,"United States, Germany, Canada",Lee Tamahori,"Morgan Freeman, Monica Potter, Michael Wincott, Dylan Baker, Mika Boorem, Anton Yelchin, Kim Hawthorne, Jay O. Sanders, Billy Burke, Michael Moriarty, Penelope Ann Miller",2001,"October 1, 2019",R,103 min,Thrillers,6.8
3894,Movie,Balu Mahi,Pakistan,Haissam Hussain,"Osman Khalid Butt, Ainy Jaffri, Sadaf Kanwal, Khurram Patras, Ali Sheikh, Zeeshan Ali, Durdana Butt, Shafqat Cheema, Adeel Hashmi, Javed Sheikh",2017,"March 1, 2018",TV-MA,149 min,"International Movies, Romantic Movies",6.8
3346,Movie,Natascha Kampusch: The Whole Story,United States,Alina Teodorescu,Unknown,2010,"May 15, 2017",TV-14,51 min,Movies,6.8
4516,Movie,Igor,"United States, France",Tony Leondis,"John Cusack, Steve Buscemi, Sean Hayes, Molly Shannon, Eddie Izzard, Jennifer Coolidge, Jay Leno",2008,"September 1, 2019",PG,87 min,Children & Family Movies,6.8
3720,Movie,30 Days of Luxury,Egypt,Hani Hamdi,"Taher Farouz, Sad Al-Saghir, Ahmad Faloks, Soleiman Eid, Mahmood El-Laithi, Hesham Ismail, Shaima Saif, Nermin Maher, Sofinar",2016,"April 18, 2019",TV-14,91 min,"Comedies, International Movies",6.8
3914,Movie,Barely Lethal,United States,Kyle Newman,"Hailee Steinfeld, Jessica Alba, Samuel L. Jackson, Sophie Turner, Dove Cameron, Toby Sebastian, Gabriel Basso, Thomas Mann, Rachael Harris, Dan Fogler, Steve-O, Rob Huebel, Finesse Mitchell, Jaime King",2015,"July 26, 2018",PG-13,99 min,"Action & Adventure, Comedies",6.8
2427,Movie,Pants on Fire,Canada,Jonathan A. Rosenbaum,"Bradley Steven Perry, Joshua J. Ballard, Tyrel Jackson Williams, Brittney Wilson, Taylor Russell, Nicholas Coombe, Rachelle Gillis, Kevin O'Grady",2014,"March 1, 2019",TV-G,87 min,"Children & Family Movies, Comedies",6.8
4490,Movie,Hum Saath-Saath Hain,India,Sooraj R. Barjatya,"Salman Khan, Karisma Kapoor, Saif Ali Khan, Tabu, Sonali Bendre, Mohnish Bahl, Mahesh Thakur, Neelam, Alok Nath, Satish Shah",1999,"January 1, 2018",TV-G,176 min,"Dramas, International Movies, Music & Musicals",6.8
5666,Movie,The Young Vagabond,Hong Kong,Sze Yu Lau,"Chia-Hui Liu, Wong Yu, Jason Pai Piao, Lung Wei Wang, Hoi-Shan Kwan, Feng Ku, San Nam Hung, Kuo Hua Chang, Feng Kuan",1985,"August 16, 2018",TV-14,85 min,"Action & Adventure, Comedies, International Movies",6.8
4486,Movie,How to Change the World,"Canada, United Kingdom, Netherlands",Jerry Rothwell,Unknown,2015,"January 1, 2016",NR,110 min,"Documentaries, International Movies",6.8
2185,Movie,Hasta los dientes,Mexico,Alberto Arnaut Estrada,Unknown,2018,"August 13, 2019",TV-MA,109 min,"Documentaries, International Movies",6.8
610,Movie,Searching For Sheela,India,Unknown,Ma Anand Sheela,2021,"April 22, 2021",TV-14,58 min,"Documentaries, International Movies",6.8
860,Movie,Wish You,South Korea,Sung Do-jun,"Kang In-soo, Lee Sang, Soo-bin",2021,"January 15, 2021",TV-PG,102 min,"Dramas, International Movies, LGBTQ Movies",6.8
5739,Movie,Unruly Friends,Egypt,Sherif Mandour,"Kinda Allouch, Ahmed Salah Al-Saadany, Dina Fouad, Amr Youssef, Ahmed Safwat, Madlyn Tabar, Yasser Ali Maher, Nadia Fahmi, Menha Zaytoon, Tamim Abdou, Mostafa Abd Elsalam",2011,"June 20, 2019",TV-14,83 min,"International Movies, Thrillers",6.8
1946,Movie,No Game No Life: Zero,Japan,Atsuko Ishizuka,"Yoshitsugu Matsuoka, Ai Kayano, Yoko Hikasa, Yukari Tamura, Yuka Iguchi, Mamiko Noto, Miyuki Sawashiro, Rie Kugimiya, Toru Okawa, Kazuyuki Okitsu, Junichi Suwabe, Lynn, Yui Horie, Nanako Mori, Ryota Takeuchi",2017,"December 6, 2019",TV-MA,106 min,"Action & Adventure, Anime Features, International Movies",6.799
13,Movie,Paranoia,"United States, India, France",Robert Luketic,"Liam Hemsworth, Gary Oldman, Amber Heard, Harrison Ford, Lucas Till, Embeth Davidtz, Julian McMahon, Josh Holloway, Richard Dreyfuss, Angela Sarafyan",2013,"September 19, 2021",PG-13,106 min,Thrillers,6.799
1643,Movie,Jem and the Holograms,United States,Jon M. Chu,"Aubrey Peeples, Stefanie Scott, Hayley Kiyoko, Aurora Perrineau, Juliette Lewis, Molly Ringwald, Ryan Guzman, Nathan Moore, Barnaby Carpenter, Nicholas Braun",2015,"April 16, 2020",PG,119 min,"Children & Family Movies, Dramas, Music & Musicals",6.799
