,Type,Title,Country,Director,Cast,Release Year,Date Added,Rating,Duration,Genres,Vote Average
859,Movie,What Would Sophia Loren Do?,United States,Ross Kauffman,"Nancy ""Vincenza Careri"" Kulik, Sophia Loren",2021,"January 15, 2021",TV-14,32 min,Documentaries,8.172
392,Movie,Good on Paper,,Kimmy Gatewood,"Iliza Shlesinger, Ryan Hansen, Margaret Cho, Rebecca Rittenhouse, Matt McGorry, Tyler Cameron, Taylor Hill, Kimia Behpoornia, Rebecca Delgado Smith, Beth Dover",2021,"June 23, 2021",TV-MA,94 min,"Comedies, Romantic Movies",8.172
529,Movie,Cinema Bandi,India,Praveen Kandregula,"Vikas Vasistha, Sandeep Varanasi, Rag Mayur, Trishara, Munivenkatapa, Uma Yg, Sirivennela Yanamandhala, Sindhu Sreenivasa Murthy",2021,"May 14, 2021",TV-MA,99 min,"Comedies, Independent Movies, International Movies",8.167
4728,Movie,"Love, Rosie","Germany, United Kingdom",Christian Ditter,"Lily Collins, Sam Claflin, Christian Cooke, Jamie Beamish, Suki Waterhouse, Tamsin Egerton, Jaime Winstone, Lorcan Cranitch",2014,"November 20, 2019",R,103 min,"Comedies, International Movies, Romantic Movies",8.166
2097,Movie,The Spooky Tale of Captain Underpants Hack-a-ween,United States,Unknown,"Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Clancy Brown, Jorge Diaz, Peter Hastings, Evan Kishiyama, David Koechner, Erica Luttrell, Patty Mattson, Brennan Murray, Kevin Michael Richardson, Mindy Sterling, Stephen Tobolowsky, Kari Wahlgren",2019,"October 8, 2019",TV-Y7,46 min,"Children & Family Movies, Comedies",8.16
3064,Movie,Trailer Park Boys Live In F**kin' Dublin,Canada,"Mike Smith, John Paul Tremblay, Robb Wells","Mike Smith, John Paul Tremblay, Robb Wells, Pat Roach",2014,"March 1, 2018",TV-MA,81 min,Movies,8.159
867,Movie,The Intouchables,France,"Olivier Nakache, Éric Toledano","François Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot, Joséphine de Meaux, Clotilde Mollet, Alba Gaïa Kraghede Bellugi, Cyril Mendy",2011,"January 11, 2021",R,112 min,"Comedies, Dramas, International Movies",8.157
1932,Movie,Seven and a half dates,,Biodun Stephen,"Mercy Johnson, Jim Iyke, Toyin Abraham, Sola Sobowale, Akin Lewis, Bayray McNwizu, Roxy Antak, Frank Donga, Ken Erics, Fathia Balogun",2018,"December 13, 2019",TV-14,107 min,"Dramas, International Movies, Romantic Movies",8.156
2881,Movie,The Blue Umbrella,India,Vishal Bhardwaj,"Pankaj Kapur, Shreya Sharma, Dolly Ahluwalia, Deepak Dobriyal, Rahul Kumar, Paramjit Singh Kakran, Piu Dutt, Samrat Mukherjee",2005,"August 2, 2018",TV-PG,90 min,"Children & Family Movies, Dramas, Independent Movies",8.155
303,Movie,Last Summer,,Unknown,"Fatih Şahin, Ece Çeşmioğlu, Halit Özgür Sarı, Aslıhan Malbora, Eray Ertüren, Eren Ören, Ozan Kaya Oktu, Talha Öztürk, Merve Nur Bengi, Sümeyye Aydoğan",2021,"July 9, 2021",TV-MA,102 min,"Dramas, International Movies, Romantic Movies",8.143
2316,Movie,Olympus Has Fallen,United States,Antoine Fuqua,"Gerard Butler, Aaron Eckhart, Morgan Freeman, Finley Jacobsen, Dylan McDermott, Rick Yune, Angela Bassett, Melissa Leo, Radha Mitchell, Cole Hauser, Ashley Judd, Robert Forster",2013,"May 2, 2019",R,119 min,Action & Adventure,8.141
5402,Movie,The Case for Christ,United States,Jon Gunn,"Mike Vogel, Erika Christensen, Faye Dunaway, Robert Forster, Frankie Faison, Mike Pniewski",2017,"November 21, 2017",TV-PG,113 min,"Dramas, Faith & Spirituality",8.12
1509,Movie,The Other,"France, Egypt",Youssef Chahine,"Nabila Ebeid, Mahmoud Hemeida, Hanan Turk, Hani Salama, Lebleba, Hassan Abdel Hamid, Ezzat Abou Aouf, Ahmed Fouad Selim, Amr Saad, Ahmad Wafiq",1999,"May 29, 2020",TV-MA,106 min,"Dramas, International Movies, Romantic Movies",8.118
4021,Movie,Burlesque: Heart of the Glitter Tribe,United States,Jon Manning,Unknown,2017,"June 1, 2017",TV-MA,76 min,Documentaries,8.1
1496,Movie,True: Rainbow Rescue,Canada,Unknown,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek McGrath",2020,"June 2, 2020",TV-Y,24 min,Children & Family Movies,8.1
1493,Movie,Mr. Romantic,,Ahmed Al-Badry,"Mohamed Emam, Hassan Hosny, Lebleba, Medhat Tekha, Bassem Samra, Dominique Hourani, Saeed Tarabeek, Diaa El Merghany, Nahla Zaki, Saad El Soghayar",2009,"June 2, 2020",TV-14,97 min,"Comedies, International Movies, Romantic Movies",8.1
3303,Movie,Okja,"South Korea, United States",Bong Joon Ho,"Tilda Swinton, Jake Gyllenhaal, An Seo Hyun, Paul Dano, Steven Yeun, Byun Heebong, Lily Collins, Yoon Je Moon, Shirley Henderson, Daniel Henshall, Devon Bostick, Woo Shik Choi, Giancarlo Esposito",2017,"June 28, 2017",TV-MA,121 min,"Action & Adventure, Comedies, Dramas",8.1
5291,Movie,Stonehearst Asylum,United States,Brad Anderson,"Kate Beckinsale, Jim Sturgess, David Thewlis, Brendan Gleeson, Ben Kingsley, Michael Caine, Jason Flemyng, Sophie Kennedy Clark, Sinéad Cusack, Edmund Kingsley",2014,"September 8, 2017",PG-13,113 min,"Horror Movies, Thrillers",8.1
826,Movie,"Our Lady of San Juan, Four Centuries of Miracles",Mexico,Noé González,"Alejandro Peña Arenzana, Alejandra Yañez Reynoso, Giuliana Baker, Mauricio López, Antia Nazarely Reynoso, Felipe De Jesus Hernández, Fernanda Michelle Torres",2020,"February 2, 2021",TV-PG,123 min,"Dramas, Faith & Spirituality, International Movies",8.1
2863,Movie,Like Father,United States,Lauren Miller Rogen,"Kristen Bell, Kelsey Grammer, Seth Rogen, Paul W. Downs, Zach Appelman, Leonard Ouzts, Blaire Brooks, Anthony Laciura, Mary Looram, Brett Gelman",2018,"August 3, 2018",TV-MA,104 min,"Comedies, Dramas",8.086
5842,Movie,Young Tiger,Hong Kong,Mu Chu,"Qiu Yuen, Charlie Chin, Jackie Chan, Hu Chin, Nan Chiang",1973,"November 1, 2016",NR,81 min,"Action & Adventure, International Movies",8.082
1080,Movie,Rogue City,France,Olivier Marchal,"Lannick Gautry, Stanislas Merhar, Kaaris, David Belle, Jean Reno, Claudia Cardinale, Gérard Lanvin, Patrick Catalifo, Moussa Maaskri, Catherine Marchal",2020,"October 30, 2020",TV-MA,116 min,"Dramas, International Movies, Thrillers",8.075
2859,Movie,2 States,India,Abhishek Varman,"Alia Bhatt, Arjun Kapoor, Ronit Roy, Amrita Singh, Revathy, Aru Krishansh Verma",2014,"August 4, 2018",TV-PG,143 min,"Comedies, Dramas, International Movies",8.071
1212,Movie,Dolly Kitty Aur Woh Chamakte Sitare,India,Alankrita Shrivastava,"Bhumi Pednekar, Konkona Sen Sharma, Vikrant Massey, Amol Parashar, Aamir Bashir, Karan Kundra, Kalp Shah, Hearty Singh, Neelima Azim, Kubbra Sait",2020,"September 18, 2020",TV-MA,120 min,"Dramas, Independent Movies, International Movies",8.059
259,Movie,Chhota Bheem: Bheem vs Aliens,,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",2010,"July 22, 2021",TV-Y7,69 min,"Children & Family Movies, Sports Movies",8.056
2901,Movie,Jim Jefferies: This Is Me Now,United States,Scott Zabielski,Jim Jefferies,2018,"July 13, 2018",TV-MA,71 min,Stand-Up Comedy,8.05
4646,Movie,Krish Trish and Baltiboy: Face Your Fears,India,Tilak Shetty,"Tarun Ratnani, Smita Malhotra, Deepak Chachra",2017,"November 17, 2017",TV-Y7,65 min,Children & Family Movies,8.049
4232,Movie,Elizabeth at 90: A Family Tribute,United Kingdom,John Bridcut,Unknown,2016,"May 22, 2017",TV-G,90 min,Documentaries,8.046
1500,Movie,Chippa,India,Safdar Rahman,"Sunny Pawar, Chandan Roy Sanyal, Gautam Sarkar, Sumeet Thakur, Mala Mukherjee, Masood Akhtar, Veer Rajwant Singh, Joyraj Bhattacharya",2020,"June 1, 2020",TV-14,92 min,"Comedies, Dramas, Independent Movies",8.024
4950,Movie,Ocean's Eleven,United States,Lewis Milestone,"Frank Sinatra, Dean Martin, Sammy Davis Jr., Peter Lawford, Angie Dickinson, Richard Conte, Cesar Romero, Patrice Wymore, Joey Bishop",1960,"November 1, 2019",TV-PG,127 min,"Action & Adventure, Classic Movies, Comedies",8.012
3105,Movie,Bad Day for the Cut,United Kingdom,Chris Baugh,"Nigel O'Neill, Susan Lynch, Józef Pawlowski, Stuart Graham, David Pearse, Brian Milligan, Anna Prochniak, Stella McCusker, Ian McElhinney, Lalor Roddy",2017,"January 18, 2018",TV-MA,99 min,"Independent Movies, International Movies, Thrillers",8.012
933,Movie,An Unremarkable Christmas,Colombia,Juan Camilo Pinzon,"Antonio Sanint, Luis Eduardo Arango, María Cecilia Sánchez, Mariana Gómez, Julián Cerati, Aura Cristina Geithener, Biassini Segura, Lina Tejeiro, Julio César Herrera, Christian Villamil",2020,"December 17, 2020",TV-14,83 min,"Comedies, Dramas, International Movies",8.008
407,Movie,Jagame Thandhiram,,Karthik Subbaraj,"Dhanush, Aishwarya Lekshmi, James Cosmo, Joju George, Kalaiyarasan",2021,"June 18, 2021",TV-MA,159 min,"Action & Adventure, Dramas, International Movies",8.0
2946,Movie,Franco Escamilla: Por la anécdota,Mexico,Ulises Valencia,Franco Escamilla,2018,"June 8, 2018",TV-MA,66 min,Stand-Up Comedy,8.0
2026,Movie,Escape from Mr. Lemoncello’s Library,United States,Scott McAboy,"Casey Simpson, Breanna Yde, Klarke Pipkin, Angel Luis Rivera Jr., Russell Roberts, Ty Consiglio, Hayley Scherpenisse, Patti Allan, Katey Hoffman",2017,"November 2, 2019",TV-Y,69 min,Children & Family Movies,8.0
2027,Movie,Hey Arnold! The Jungle Movie,"United States, South Korea, Japan","Raymie Muzquiz, Stu Livingston","Mason Vale Cotton, Benjamin Flores Jr., Francesca Smith, Alfred Molina, Dan Castellaneta, Tress MacNeille, Craig Bartlett, Carlos Alazraqui",2017,"November 2, 2019",TV-PG,81 min,"Children & Family Movies, Comedies",8.0
2371,Movie,15 August,India,Swapnaneel Jayakar,"Rahul Pethe, Mrunmayee Deshpande, Adinath Kothare, Vaibhav Mangale, Jaywant Wadkar, Satish Pulekar, Naina Apte, Uday Tikekar",2019,"March 29, 2019",TV-14,124 min,"Comedies, Dramas, Independent Movies",8.0
3783,Movie,Across the Universe,"United States, United Kingdom",Julie Taymor,"Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs, Martin Luther, James Urbaniak, T.V. Carpio, Spencer Liff",2007,"January 1, 2019",PG-13,133 min,"Dramas, Music & Musicals, Romantic Movies",8.0
2987,Movie,Candy Jar,United States,Ben Shelton,"Christina Hendricks, Helen Hunt, Uzo Aduba, Sami Gayle, Jacob Latimore",2018,"April 27, 2018",TV-14,93 min,"Children & Family Movies, Dramas, Romantic Movies",8.0
408,Movie,Kambili: The Whole 30 Yards,Nigeria,Kayode Kasum,"Nancy Isime, Jide Kene Achufusi, Sharon Ooja, Mawuli Gavor, Venita Akpofure, Koye Kekere Ekun, Elvina Ibru, Uzor Arukwe, Toyin Abraham",2020,"June 18, 2021",TV-14,119 min,"Comedies, International Movies, Romantic Movies",8.0
4088,Movie,Cirque du Freak: The Vampire's Assistant,United States,Paul Weitz,"John C. Reilly, Ken Watanabe, Josh Hutcherson, Chris Massoglia, Ray Stevenson, Patrick Fugit, Orlando Jones, Willem Dafoe, Salma Hayek, Michael Cerveris, Jane Krakowski, Frankie Faison, Patrick Breen, Colleen Camp, Don McManus, Jessica Carlson, Kristen Schaal",2009,"April 16, 2018",PG-13,109 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",8.0
2119,Movie,Sturgill Simpson Presents Sound & Fury,United States,"Jumpei Mizusaki, Koji Morimoto, Michael Arias, Masaru Matsumoto, Arthell Isom, Henry Thurlow, Takanobu Mizuno, Elsa Nakamichi, Hajime Sasaki, Shinji Takagi",Unknown,2019,"September 27, 2019",TV-MA,42 min,"Anime Features, Music & Musicals, Sci-Fi & Fantasy",8.0
409,Movie,Mobile Suit Gundam I,,"Yoshiyuki Tomino, Yoshikazu Yasuhiko","Toru Furuya, Shuichi Ikeda, Hirotaka Suzuoki, Rumiko Ukai, Fuyumi Shiraishi, Yo Inoue, Toshio Furukawa, Kiyonobu Suzuki, Keiko Toda, Shozo Iizuka",1981,"June 18, 2021",TV-14,139 min,"Action & Adventure, Anime Features, Classic Movies",8.0
3820,Movie,Amar Akbar Anthony,India,Manmohan Desai,"Vinod Khanna, Rishi Kapoor, Amitabh Bachchan, Neetu Singh, Parveen Babi, Shabana Azmi, Nirupa Roy, Pran",1977,"December 31, 2019",TV-14,172 min,"Action & Adventure, Classic Movies, Comedies",8.0
4151,Movie,Dead in a Week (Or Your Money Back),United Kingdom,Tom Edmunds,"Tom Wilkinson, Aneurin Barnard, Freya Mavor, Marion Bailey, Christopher Eccleston, Nigel Lindsay, Velibor Topic",2018,"March 1, 2019",TV-MA,90 min,Comedies,8.0
4186,Movie,District 9,"South Africa, United States, New Zealand, Canada",Neill Blomkamp,"Sharlto Copley, Jason Cope, David James, Vanessa Haywood, Mandla Gaduka, Kenneth Nkosi, Eugene Khumbanyiwa, Louis Minnaar, William Allen Young, Nathalie Boltt",2009,"November 4, 2019",R,112 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",8.0
423,Movie,Life of Crime,United States,Daniel Schechter,"Jennifer Aniston, Mos Def, Isla Fisher, Will Forte, Mark Boone Junior, Tim Robbins, John Hawkes, Clea Lewis, Charlie Tahan, Kevin Corrigan",2013,"June 15, 2021",R,101 min,"Comedies, Independent Movies",8.0
424,Movie,Rogue Warfare: Death of a Nation,United States,Mike Gunther,"Will Yun Lee, Jermaine Love, Rory Markham, Bertrand-Xavier Corbi, Katie Keene, Fernando Chien, Gina DeCesare, Michael Blalock, Stephen Lang, Chris Mulkey",2020,"June 15, 2021",R,99 min,Action & Adventure,8.0
3709,Movie,20th Century Women,United States,Mike Mills,"Annette Bening, Elle Fanning, Greta Gerwig, Lucas Jade Zumann, Billy Crudup",2016,"June 28, 2019",R,119 min,"Dramas, Independent Movies",8.0
2899,Movie,Going for Gold,Australia,Clay Glen,"Kelli Berglund, Emily Morris, Terry Rogers, Jess Kuss, Jo Stone, Elysia Markou, Daisy Anderson, Ruth Natalie Fallon, Henry Turczynowicz, Martha Lott",2018,"July 15, 2018",TV-G,88 min,"Children & Family Movies, Dramas, International Movies",8.0
1650,Movie,Chris D'Elia: No Pain,United States,Matt D'Elia,Chris D'Elia,2020,"April 14, 2020",TV-MA,55 min,Stand-Up Comedy,8.0
1529,Movie,Anchor Baby,"Canada, Nigeria",Lonzo Nzekwe,"Omoni Oboli, Sam Sarpong, Terri Oliver, Colin Paradine, Mark Cassius",2010,"May 20, 2020",TV-MA,97 min,"Dramas, International Movies",8.0
4160,Movie,Deathgrip,United Kingdom,Clay Porter,"Brendan Fairclough, Olly Wilkins, Kyle Jameson, Andrew Neethling, Nico Vink, Ryan Howard, Sam Hill, Josh Bryceland, Brandon Semenuk",2017,"March 1, 2018",TV-MA,53 min,"International Movies, Sports Movies",8.0
1971,Movie,The Accidental Spy,Nigeria,Roger Russell,"Ramsey Nouah, Christine Allado, Ayo Makun, Emmanuel Edunjobi, Thenjiwe Moseley, Miguel A. Núñez Jr., Bucci Franklin",2017,"November 29, 2019",TV-MA,104 min,"Action & Adventure, Comedies, International Movies",8.0
4234,Movie,Elles étaient en guerre (1914-1918),France,"Fabien Beziat, Hugues Nancy",Nathalie Baye,2014,"December 31, 2017",TV-14,93 min,"Documentaries, International Movies",8.0
4574,Movie,Joe Cocker: Mad Dog with Soul,United Kingdom,John Edginton,Unknown,2017,"April 1, 2017",TV-14,90 min,"Documentaries, International Movies, Music & Musicals",8.0
3272,Movie,LEGO Marvel Super Heroes: Avengers Reassembled!,United States,Rob Silvestri,"Laura Bailey, Troy Baker, Eric Bauza, Ben Diskin, Grant George, JP Karliak, Jim Meskimen, Bumper Robinson, Roger Craig Smith, Fred Tatasciore, Travis Willingham, Mick Wingert",2015,"August 6, 2017",TV-Y7,22 min,Children & Family Movies,8.0
646,Movie,Motu Patlu in Hong Kong: Kung Fu Kings 3,,Suhas Kadav,"Saurav Chakraborty, Sankalp Rastogi, Anamaya Varma, Aditya Raaj, Manoj Pandey",2017,"April 13, 2021",TV-Y7,84 min,"Children & Family Movies, Music & Musicals",8.0
3314,Movie,Marco Luque: Tamo Junto,Brazil,Caio Cobra,Marco Luque,2017,"June 15, 2017",TV-MA,73 min,Stand-Up Comedy,8.0
1883,Movie,Pan's Labyrinth,"Mexico, Spain",Guillermo del Toro,"Ivana Baquero, Sergi López, Maribel Verdú, Doug Jones, Ariadna Gil, Álex Angulo, Manolo Solo, César Vea, Roger Casamajor, Sergi Lopez",2006,"January 1, 2020",R,119 min,"Dramas, International Movies, Sci-Fi & Fantasy",8.0
4590,Movie,Justin Bieber: Never Say Never,United States,Jon M. Chu,"Justin Bieber, Ludacris, Usher Raymond, Jaden Smith, Miley Cyrus, Sean Kingston, Boyz II Men",2011,"January 1, 2018",G,106 min,"Documentaries, Music & Musicals",8.0
4293,Movie,Fishpeople,,Keith Malloy,Unknown,2017,"April 1, 2018",TV-14,49 min,"Documentaries, Sports Movies",8.0
3390,Movie,Louis C.K. 2017,United States,Louis C.K.,Louis C.K.,2017,"April 4, 2017",74 min,Unknown,Movies,8.0
759,Movie,Banyuki,,Hidenori Inoue,"Takaya Kamikawa, Izumi Inamori, Taichi Saotome, Jun Hashimoto, Shoko Takada, Makoto Awane, Takaya Yamauchi, Akira Yamamoto, Tetsuya Chiba, Masato Sakai",2009,"March 1, 2021",TV-PG,182 min,"Action & Adventure, Dramas, International Movies",8.0
2482,Movie,Dear Ex,Taiwan,"Hsu Chih-yen, Mag Hsu","Roy Chiu, Hsieh Ying-xuan, Joseph Huang, Spark Chen",2018,"February 1, 2019",TV-MA,100 min,"Comedies, Dramas, International Movies",8.0
4545,Movie,Irada Pakka,India,Kedar Shinde,"Smita Jaykar, Siddarth Jadhav",2010,"March 15, 2018",TV-14,137 min,"Comedies, Dramas, International Movies",8.0
3554,Movie,Audrie & Daisy,United States,"Bonni Cohen, Jon Shenk",Unknown,2016,"September 23, 2016",TV-MA,99 min,Documentaries,8.0
4452,Movie,History of Joy,India,Vishnu Govindhan,"Vishnu Vinay, Vinay Forrt, Saikumar, Joju George, Nobi, Sreekumar, Nandu, Sunil Sukhada",2017,"August 1, 2018",TV-14,118 min,"Dramas, International Movies",8.0
1414,Movie,George Lopez: We'll Do It For Half,United States,Troy Miller,George Lopez,2020,"June 30, 2020",TV-MA,52 min,Stand-Up Comedy,8.0
4425,Movie,Haseena Maan Jaayegi,India,David Dhawan,"Sanjay Dutt, Govinda, Karisma Kapoor, Pooja Batra, Kader Khan, Paresh Rawal, Satish Kaushik, Aruna Irani, Anupam Kher, Ashish Vidyarthi, Aashif Sheikh, Asrani, Razak Khan, Shakti Kapoor, Bindu, Mahavir Shah, Mohan Joshi, Anil Dhawan",1999,"March 1, 2018",TV-PG,151 min,"Action & Adventure, Comedies, Dramas",8.0
4258,Movie,Evolution,United States,Ivan Reitman,"David Duchovny, Julianne Moore, Orlando Jones, Seann William Scott, Ted Levine, Ethan Suplee, Michael Bower, Pat Kilbane, Ty Burrell, Dan Aykroyd",2001,"November 20, 2019",PG-13,102 min,"Comedies, Sci-Fi & Fantasy",8.0
3312,Movie,What the Health,United States,"Kip Andersen, Keegan Kuhn",Unknown,2017,"June 16, 2017",TV-PG,92 min,Documentaries,8.0
2017,Movie,Seth Meyers: Lobby Baby,United States,Neal Brennan,Seth Meyers,2019,"November 5, 2019",TV-MA,61 min,Stand-Up Comedy,8.0
2018,Movie,The Lovers,United States,Azazel Jacobs,"Aidan Gillen, Melora Walters, Tyler Ross, Jessica Sula, Lesley Fera, Tracy Letts, Debra Winger",2017,"November 5, 2019",R,98 min,"Comedies, Dramas, Independent Movies",8.0
4982,Movie,Ottaal,India,Jayaraj Rajasekharan Nair,"Ashanth K. Shah, Kumarakom Vasudevan, Shine Tom Chacko, Sabitha Jayaraj, Thomas J. Kannampuzha",2014,"March 15, 2017",TV-PG,88 min,"Dramas, International Movies",7.995
4823,Movie,Molly's Game,"China, Canada, United States",Aaron Sorkin,"Jessica Chastain, Idris Elba, Kevin Costner, Michael Cera, Jeremy Strong, Chris O'Dowd, J.C. MacKenzie, Brian d'Arcy James, Bill Camp, Graham Greene, Justin Kirk, Brian d’Arcy James",2017,"April 1, 2020",R,141 min,Dramas,7.988
1114,Movie,Taxi Ballad,"Lebanon, United States, United Arab Emirates",Daniel Joseph,"Talal El-Jordi, Karina Logue, Badih Abou Chakra, Tariq Tamim, Omar Mikati, Hiam Abou Chedid, Mahmoud Mabsout, Aida Sabra",2012,"October 19, 2020",TV-MA,81 min,"Dramas, International Movies",7.988
792,Movie,Love,India,Khalid Rahman,"Shine Tom Chacko, Rajisha Vijayan, Gokulan, Sudhi Koppa, Veena Nandakumar, Johny Antony",2020,"February 19, 2021",TV-14,91 min,"Dramas, Independent Movies, International Movies",7.981
1022,Movie,Raman Raghav 2.0,India,Anurag Kashyap,"Nawazuddin Siddiqui, Vicky Kaushal, Sobhita Dhulipala, Mukesh Chhabra, Anuschka Sawhney, Vipin Sharma, Deepali Suryakant Badekar, Ashok Lokhande, Harssh Singh, Rajesh Jais, Hitesh Dave",2016,"November 19, 2020",TV-MA,133 min,"International Movies, Thrillers",7.979
2494,Movie,High Society,South Korea,Byun Hyuk,"Park Hae-il, Su Ae, Yoon Je-moon, Ra Mi-ran, Lee Jin-wook, Kim Gyu-sun, Han Ju-yeong, Kim Hae-gon, Nam Moon-cheol, Jang So-yeon",2018,"January 29, 2019",TV-MA,137 min,"Dramas, International Movies",7.975
329,Movie,Air Force One,"United States, Germany",Wolfgang Petersen,"Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson, Paul Guilfoyle, William H. Macy, Liesel Matthews, Dean Stockwell, Xander Berkeley, Bill Smitrovich, Elya Baskin, David Vadim, Tom Everett, Spencer Garrett, Philip Baker Hall",1997,"July 1, 2021",R,125 min,Action & Adventure,7.971
1960,Movie,Thug Life,India,Mukesh Vohra,"Harish Verma, Jass Bajwa, Rajiv Thakur, Ihana Dhillon, Yograj Singh, Karamjit Anmol, Anita Devgan, Vrajesh Hirjee, Rana Jung Bahadur, Hobby Dhaliwal",2017,"December 1, 2019",TV-14,133 min,"Comedies, Dramas, International Movies",7.96
799,Movie,"My Teacher, My Obsession",United States,Damián Romay,"Lucy Loken, Laura Bilgeri, Rusty Joiner, Alexandria Deberry, Dakota Bruton, Theresa Sutera, Vin Morreale Jr., Shelby Alicea, Tyler Joseph Campbell, Lestonja Diaz",2018,"February 15, 2021",TV-14,86 min,Thrillers,7.956
739,Movie,Paper Lives,Turkey,Can Ulkay,"Çağatay Ulusoy, Emir Ali Doğrul, Ersin Arıcı, Turgay Tanülkü, Selen Öztürk, Osman İskender Bayer, Tomris Çetinel, Volkan Çalışkan, Mehmet Bahattin Genç, Okşan Büyük",2021,"March 12, 2021",TV-MA,97 min,"Dramas, International Movies",7.954
5757,Movie,VS.,United Kingdom,Ed Lilly,"Connor Swindells, Fola Evans-Akingbola, Nicholas Pinnock, Ruth Sheen, Emily Taaffe, Shotty Horroh, Paige Meade, Elliot Barnes-Worrell, Joivan Wade, Youssef Berouain, Jurell Carter, Ellie James",2018,"June 19, 2019",TV-MA,99 min,Dramas,7.952
4507,Movie,I Don't Know How She Does It,United States,Douglas McGrath,"Sarah Jessica Parker, Pierce Brosnan, Greg Kinnear, Christina Hendricks, Kelsey Grammer, Seth Meyers, Olivia Munn, Jane Curtin, Mark Blum, Busy Philipps, Sarah Shahi, Jessica Szohr",2011,"March 23, 2019",PG-13,89 min,Comedies,7.944
4191,Movie,Domino,"Denmark, France, Belgium, Italy, Netherlands, United States, United Kingdom",Brian De Palma,"Nikolaj Coster-Waldau, Carice van Houten, Eriq Ebouaney, Guy Pearce, Mohammed Azaay, Søren Malling, Paprika Steen, Helena Kaittani",2019,"September 28, 2019",R,89 min,"International Movies, Thrillers",7.935
131,Movie,Mission Istaanbul: Darr Ke Aagey Jeet Hai,India,Apoorva Lakhia,"Vivek Oberoi, Zayed Khan, Shriya Saran, Nikitin Dheer, Shabbir Ahluwalia, Sunil Shetty, Shweta Bhardwaj",2008,"August 27, 2021",TV-14,119 min,"Action & Adventure, International Movies, Music & Musicals",7.933
443,Movie,A Private War,"United Kingdom, United States",Matthew Heineman,"Rosamund Pike, Jamie Dornan, Tom Hollander, Stanley Tucci, Nikki Amuka-Bird, Faye Marsay, Greg Wise, Corey Johnson, Raad Rawi, Jesuthasan Antonythasan",2018,"June 5, 2021",R,110 min,"Dramas, Independent Movies",7.933
2075,Movie,Tell Me Who I Am,United Kingdom,Ed Perkins,Unknown,2019,"October 18, 2019",TV-MA,86 min,Documentaries,7.933
961,Movie,Super Monsters: Santa’s Super Monster Helpers,,Steve Ball,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Gigi Saul Guerrero, Rukiya Bernard, Asia Mattu, Elicia MacKenzie",2020,"December 8, 2020",TV-Y,24 min,Children & Family Movies,7.932
107,Movie,Tears of the Sun,United States,Antoine Fuqua,"Bruce Willis, Monica Bellucci, Cole Hauser, Eamonn Walker, Johnny Messner, Nick Chinlund, Charles Ingram, Paul Francis, Chad Smith, Tom Skerritt, Malick Bowens, Awaovieyi Agie",2003,"September 1, 2021",R,121 min,"Action & Adventure, Dramas",7.926
4062,Movie,Charlie's Angels: Full Throttle,United States,McG,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bernie Mac, Crispin Glover, Justin Theroux, Robert Patrick, Demi Moore, Rodrigo Santoro, Shia LaBeouf, Matt LeBlanc, Luke Wilson, John Cleese",2003,"October 1, 2019",PG-13,106 min,"Action & Adventure, Comedies",7.925
5420,Movie,The Crying Game,"United Kingdom, Japan, United States",Neil Jordan,"Stephen Rea, Miranda Richardson, Forest Whitaker, Jaye Davidson, Adrian Dunbar, Breffini McKenna, Joe Savino, Birdie Sweeney, Andree Bernard, Jim Broadbent",1992,"January 1, 2020",R,112 min,"Classic Movies, Independent Movies, Thrillers",7.924
4840,Movie,Monster High: New Ghoul at School,United States,"Audu Paden, Eric Radomski","Kate Higgins, Salli Saffioti, Debi Derryberry, Laura Bailey, Yuri Lowenthal, Audu Paden, Troy Baker, Erin Fitzgerald",2010,"October 1, 2017",TV-Y7,23 min,Children & Family Movies,7.923
2975,Movie,Si saben cómo me pongo ¿pá qué me invitan?,Colombia,Fernando Ayllón,"Ricardo Quevedo, Iván Marín, Freddy Beltrán, Nelson Polanía, Fabiola Posada, Liss Pereira, Jessica Sanjuan, Lina Cardona",2018,"May 3, 2018",TV-MA,89 min,"Comedies, International Movies",7.92
2469,Movie,The Breaker Upperers,New Zealand,"Jackie van Beek, Madeleine Sami","Madeleine Sami, Jackie van Beek, James Rolleston, Celia Pacquola, Ana Scotney, Rima Te Wiata, Carl Bland, Brett O'Gorman, Cohen Holloway, Jemaine Clement",2018,"February 15, 2019",TV-MA,82 min,"Comedies, Independent Movies, International Movies",7.918
